	logFC	logCPM	PValue	FDR
ENSG00000143630	1.63734491524991	2.82237190146596	4.92026853582819e-22	1.95729256665847e-20
ENSG00000160752	0.331703607234647	5.82740442605526	0.00129741271463621	0.00260741536858011
ENSG00000225855	0.97904000697023	3.89149093043602	2.05516304106181e-11	1.39621813770344e-10
ENSG00000160753	0.680177352373477	5.37102395620084	9.71351972028534e-09	4.45005467869583e-08
ENSG00000116539	0.421254622027305	6.73167600293259	2.26336572044735e-05	6.16274789347612e-05
ENSG00000235919	0.969711559434322	1.20750684799673	6.23391742015773e-12	4.58897644021798e-11
ENSG00000271267	1.56469762847557	-0.665410919637095	2.26871980757317e-15	2.85030095149077e-14
ENSG00000125459	1.14558531419767	4.14949169040974	2.3580779059532e-21	8.20995269544086e-20
ENSG00000246203	1.50768120115389	0.546785000618866	2.26330740210716e-10	1.32829630151711e-09
ENSG00000163374	0.282667897512757	5.74040766347391	0.000264259713710669	0.000602595032091945
ENSG00000132676	0.79172022506109	6.3627761626993	3.49760071970737e-19	8.19875155871661e-18
ENSG00000203761	1.05045205868582	3.08418862692542	3.24703487342734e-16	4.62969866872855e-15
ENSG00000116580	0.52015440646402	6.22759368730493	1.9899544131158e-16	2.95463371804016e-15
ENSG00000132718	-0.718364155575215	4.87545016450111	2.65476896983522e-05	7.14327000201176e-05
ENSG00000143622	0.339312579247676	5.66446048353862	0.00154573199226803	0.00306114057498742
ENSG00000132680	1.60396148307481	6.30723754181504	9.31330082286525e-32	1.94890521073479e-29
ENSG00000116584	-0.217678178700268	7.63568805105082	0.160093052406503	0.208324221388408
ENSG00000273002	1.72412760213134	0.493522160748633	3.47274797499752e-20	9.74358017733593e-19
ENSG00000224276	-0.356377716311063	1.25286537160885	0.294284295596385	0.354705538743372
ENSG00000163479	0.584725894547643	7.61576131380701	2.66022974588754e-08	1.14215335253547e-07
ENSG00000160803	0.59172738675967	5.72492408750869	8.78242636643525e-09	4.05505789463881e-08
ENSG00000116586	0.601888237789085	4.73544453206352	5.1929435115667e-09	2.488574480054e-08
ENSG00000132698	1.41553515933935	5.75227337213172	7.79739698291043e-15	9.00240850515446e-14
ENSG00000254726	2.80467814388158	3.04542915781179	8.37053910022574e-34	2.58701169206823e-31
ENSG00000160789	-0.921191147693154	9.00007800811006	4.44974306442958e-06	1.35072360866313e-05
ENSG00000196189	-0.184650563934325	5.51754031617922	0.274278979145223	0.333675916674644
ENSG00000160785	-0.518672418345153	5.94348484808367	0.0082409789153584	0.0142632054303985
ENSG00000160783	0.355659951920164	4.33341803618054	0.00289895859301707	0.00545445154773063
ENSG00000242252	0.450687571135655	0.189462307272465	0.0116034675869299	0.0194706031033941
ENSG00000160781	0.770655937469333	1.95122352214101	1.06662497343245e-05	3.054951395963e-05
ENSG00000198952	0.563908912629907	6.78391424649728	2.61963712610075e-10	1.52097948630745e-09
ENSG00000163472	0.956386555835748	2.81666056510874	1.98674534693179e-12	1.57691534075514e-11
ENSG00000198715	0.617974830831852	4.95717172051211	1.08838318710337e-06	3.67100904058421e-06
ENSG00000163468	0.979424608602479	7.30682613800646	2.22027775319335e-18	4.58880244690343e-17
ENSG00000163467	2.09262612070839	-0.654791271515695	9.72224843891947e-17	1.53064458377314e-15
ENSG00000132677	5.01087348264344	-0.135996077368894	1.02689103173158e-20	3.19337677034919e-19
ENSG00000125462	2.413131944704	-0.524845633358103	1.2881042426723e-08	5.79805649362396e-08
ENSG00000116604	-0.673907755402539	6.75518840664307	3.95784737487312e-13	3.52122213967343e-12
ENSG00000183856	3.06822812942861	4.04735751291968	1.57886358865241e-40	1.98236191452739e-37
ENSG00000187862	0.556195044085719	-0.0181710706311291	0.0640720858997436	0.0919651424435517
ENSG00000163382	0.888302406972387	5.56227401831002	1.02307116854978e-14	1.16312827985266e-13
ENSG00000160818	0.73509445808582	3.86210637187586	5.28465153840329e-11	3.38099887754725e-10
ENSG00000272068	3.15408298487002	0.734103452100664	1.05623750652161e-14	1.19609668931864e-13
ENSG00000132692	1.15437675332906	-0.276836806283015	2.10635240964893e-05	5.76727730100004e-05
ENSG00000272405	3.09032767459036	1.83834210736516	3.67922530457786e-20	1.02371131777929e-18
ENSG00000229953	2.70711397436923	-0.662778989964173	2.57480406235562e-16	3.74820571077261e-15
ENSG00000132688	-1.51875372038642	6.92192089810259	1.61595903179318e-16	2.44082714208219e-15
ENSG00000143320	3.11320597657832	5.2025557439511	1.30552281460377e-21	4.82107496738514e-20
ENSG00000143319	0.233614695878611	5.19080885928755	0.0355179397680298	0.0540095293316139
ENSG00000143303	0.578823436279655	4.98388176779449	9.94285262216522e-10	5.30946215647733e-09
ENSG00000143314	0.828717704488365	5.02387335615419	3.6099415593913e-13	3.22741949206106e-12
ENSG00000143321	0.674189452243325	7.55832996461592	1.03271733317224e-12	8.61197945458579e-12
ENSG00000143294	0.318040222260843	5.72929572842563	6.21425827853793e-05	0.000157425264259204
ENSG00000027869	-0.276072716141112	3.21730634157958	0.255674735465936	0.313568361463687
ENSG00000198400	-0.660016550238495	0.55800279415311	0.00199222835324533	0.00386796901404712
ENSG00000187800	-1.80542188702678	5.41923559700703	1.89722234512466e-18	3.96600413019868e-17
ENSG00000160838	-1.53652172777668	2.32245224998996	0.00101539666298584	0.00208550286910567
ENSG00000132694	0.03746710080258	6.49149933514032	0.586497913327241	0.644326620410748
ENSG00000224520	1.32948551073709	-0.359948816822955	1.5498105563328e-08	6.90182759170242e-08
ENSG00000117036	-0.876041688907019	5.86284125682264	1.97666068539265e-09	1.00529459516083e-08
ENSG00000143297	1.99537883879989	4.21769803028241	6.50927542213691e-08	2.62158849148573e-07
ENSG00000163518	2.19731307075836	-1.40514638090342	0.000381224012302832	0.000844646430258255
ENSG00000160856	0.989293088443709	2.63608861523276	0.000480092962566701	0.00104435165403383
ENSG00000132704	1.74435797605574	2.67868699555034	2.52581983020598e-07	9.37221916679125e-07
ENSG00000163534	0.338661375051967	2.3432844316236	0.284485111455334	0.344506685395515
ENSG00000073754	-3.53570529178596	0.616100878566829	2.14858645870446e-19	5.25736338232814e-18
ENSG00000183853	-0.504312503479045	6.53432116740683	0.00182369065325556	0.00356764256823945
ENSG00000158473	-0.12026240693744	2.47357729476476	0.483139419891614	0.545820931627637
ENSG00000158477	2.40868958581519	1.83443437390735	5.84027962041325e-12	4.31660696447689e-11
ENSG00000158481	-0.421246505614233	2.96097384178127	0.0470298047689326	0.0695766807572786
ENSG00000158485	-0.0555743297835754	-0.0608387149064741	0.819631296932837	0.853094302061228
ENSG00000158488	-0.188173346672623	2.13788410071588	0.445206852925307	0.508428200126001
ENSG00000163563	-0.959663931571655	4.78720410478405	1.76034004927891e-06	5.72966157646859e-06
ENSG00000163564	-0.0392581585164409	2.37989648598234	0.854398861901185	0.882287382375496
ENSG00000163565	0.461009881667312	7.27360144289223	0.0225064979071255	0.0357050490765414
ENSG00000163568	2.44877963679532	2.61567176872174	3.51660575416229e-13	3.15661720265265e-12
ENSG00000162706	-2.47893693955788	3.21063907526298	4.92350003441128e-11	3.16202660458083e-10
ENSG00000225670	-1.46394370208139	2.44276185536148	1.14947534951244e-06	3.86409141505276e-06
ENSG00000213088	-2.32525963814737	5.92925980054342	2.22280583723477e-12	1.75457549957601e-11
ENSG00000179639	-1.04554913980619	2.94467905349715	3.64764359982594e-05	9.58878726470863e-05
ENSG00000158716	0.619755116761521	4.6324366800682	2.21145696539559e-05	6.03367635173598e-05
ENSG00000181036	-0.829727788244474	2.5328534234908	0.000459328294817726	0.00100341954269175
ENSG00000158714	-0.128027929399773	4.78049237994897	0.602508874244962	0.659607671646161
ENSG00000188004	0.453612442255237	1.37200994173427	0.00432869568969838	0.00787959112997016
ENSG00000243284	0.823580816140956	-0.261190060962974	0.00197798131152158	0.00384216462648974
ENSG00000272668	1.08637427274065	1.29042523990097	7.05998175349391e-06	2.07806554499545e-05
ENSG00000213085	0.19716349872225	3.31838868974459	0.620463096875689	0.675764876830345
ENSG00000158710	0.0106679754322706	9.43785075437842	0.927386907222884	0.941303333629775
ENSG00000085552	2.58556956029462	4.11811431225005	3.59970976323012e-19	8.40867086436395e-18
ENSG00000162723	1.97320437203232	-0.703160142539399	2.87507143919482e-08	1.22809504873452e-07
ENSG00000224259	1.57992300520851	1.69459533506056	0.000631028184588302	0.00134501063132036
ENSG00000260766	0.689872995195942	2.70412961348036	6.19673225639741e-08	2.5052556711364e-07
ENSG00000143315	0.917364986676568	4.36662185864223	6.27850226883372e-17	1.01716800063388e-15
ENSG00000177807	0.947335668628476	0.0352910635104349	0.000786179412188302	0.00164481964293385
ENSG00000162729	0.17833955032426	5.37919071653962	0.108291679728159	0.146962261901334
ENSG00000018625	-1.38888261036137	4.07965302506587	2.39606123438969e-05	6.49036908435486e-05
ENSG00000143318	0.0525904909750044	-0.207747921280455	0.785779765009561	0.823836422904706
ENSG00000227741	-0.487928204940611	0.394374188241425	0.00299952773686058	0.00562733588959584
ENSG00000162734	-0.489808407101153	7.64142197329059	4.98737905154895e-06	1.50172415637395e-05
ENSG00000132716	0.442717339945777	6.73411398890588	2.01067003525228e-06	6.48248280182684e-06
ENSG00000162735	-0.00577757705474648	5.7234874800787	0.932755485238242	0.945701268948776
ENSG00000122218	0.419275826136809	8.04422327853253	2.48183970740941e-07	9.21754074360281e-07
ENSG00000235082	0.105951319426888	0.643932677581537	0.260976140980017	0.319212718956865
ENSG00000162736	0.326313872751715	7.010935945539	0.000394153289311594	0.000870987287314994
ENSG00000162738	0.460361946242854	4.26980006757728	0.00807250287002059	0.01398607245846
ENSG00000162739	0.140387639445224	3.72169659884656	0.500949608669131	0.562934311604529
ENSG00000066294	-0.0791222595942881	5.76774799705724	0.741558333595582	0.785259889494578
ENSG00000117090	-0.200658324330525	3.04196679149989	0.345706886721803	0.408259693572059
ENSG00000228863	-0.0621276042491226	-0.440464420629871	0.830651508014592	0.862196865996959
ENSG00000117091	-0.16635725337336	4.10945853904059	0.416870603272392	0.480437929501411
ENSG00000026751	0.161072256181019	5.48184019092315	0.557229382378771	0.616521510304959
ENSG00000122224	-0.132511073063076	3.10865569866013	0.578679288358984	0.636851551651343
ENSG00000122223	-1.13584960863584	2.2433314941552	1.04531443078369e-08	4.76305054122607e-08
ENSG00000179914	-6.55076918663094	7.25534813264772	9.60277413140187e-20	2.49237893444098e-18
ENSG00000213080	0.625945852363377	0.929980152627022	1.61087618880203e-06	5.28461149795256e-06
ENSG00000198358	-3.39565422518249	0.271729365389692	9.7161715854613e-16	1.28752091675681e-14
ENSG00000158764	-4.13502949877352	3.41136437878037	7.64862044160305e-18	1.43066234684696e-16
ENSG00000158769	0.288671911059991	7.05353775824544	0.0178448291707889	0.028833328497706
ENSG00000270149	1.1849810484622	-0.358945558156819	1.94667591846165e-08	8.5348696040978e-08
ENSG00000215845	0.46511574216933	4.5094532899368	0.00350442268212306	0.00649210137045095
ENSG00000158773	0.244552846585971	5.97204344579458	0.000896794171103112	0.00185862974345305
ENSG00000186517	-0.769202977574188	6.16907801391062	4.83349943265321e-07	1.72010930208274e-06
ENSG00000143217	2.53156950287636	4.92419932999446	1.55471357776883e-32	3.85588161281457e-30
ENSG00000162755	0.868870021691632	2.39407962193916	0.000107204555337403	0.000261077986686033
ENSG00000143256	0.543850634737933	4.80327570364588	1.71319270534868e-05	4.75298001073741e-05
ENSG00000158793	0.570529955889488	4.99800088997182	2.70140377095486e-13	2.45558825134444e-12
ENSG00000158796	0.0542437901598887	5.1738247988197	0.509004523228624	0.570963865494434
ENSG00000143222	0.466428773733489	6.15160199495037	1.12369165931802e-06	3.78369003107708e-06
ENSG00000143258	0.437278106322955	5.0330042685182	4.20665477751341e-06	1.28313829069947e-05
ENSG00000143224	0.307858042061565	4.46887770252421	0.0185067458831124	0.0297997770155374
ENSG00000158850	0.539832171486117	5.4587349876148	2.36333738611665e-09	1.19169389431971e-08
ENSG00000158859	-2.95277111235742	7.30551558267824	1.75503554468496e-10	1.04588872907672e-09
ENSG00000158864	0.193988999006528	6.31041872534543	0.0261588459368505	0.0409463188425581
ENSG00000158869	-0.718834473888661	6.26885117383792	0.000722007068285631	0.00152167763132838
ENSG00000158874	9.94933253620082	6.57608263042732	1.68899227033001e-20	5.07936612554784e-19
ENSG00000158882	0.0250122068803781	3.48079150806051	0.813547986336509	0.847816854153351
ENSG00000143257	-0.135682070371281	-0.506882324903959	0.546676148070807	0.606750118154389
ENSG00000248485	2.10264017833976	3.37607471193163	1.38707202501703e-11	9.69213562106683e-11
ENSG00000158887	0.219028830466677	0.8472284858538	0.153844030007644	0.20097364539105
ENSG00000143252	0.468202398482037	6.26507958695396	8.47523187290262e-08	3.35617845643092e-07
ENSG00000143226	-0.305791020199472	6.58950735478614	0.118217566299067	0.158939411683975
ENSG00000173110	-0.791880279441183	4.70771022552758	0.0309798188918682	0.0477521354806062
ENSG00000203747	-0.872573626353806	7.33891893194394	0.000204053483162712	0.000474667719228314
ENSG00000072694	0.00167272587435166	4.63007776402425	0.987949975475939	0.990415043531919
ENSG00000244682	0.554309623402879	4.62857316989837	0.0129486748900522	0.0215068978806332
ENSG00000225217	0.31389129942887	5.04732551316361	0.183127456697095	0.234426016541639
ENSG00000162747	-0.730574099436505	3.74144577659548	0.180193831899852	0.231112423484398
ENSG00000132185	1.53984213909783	1.60424822102437	9.75670305415339e-05	0.000239389145033414
ENSG00000162746	1.33497055139509	1.04267380308198	1.21568632194161e-05	3.45159060189883e-05
ENSG00000081721	0.587932014813438	4.01541585185283	1.39119119845973e-12	1.13331873421969e-11
ENSG00000118217	0.220281936998068	6.39168629816103	0.0131891651722987	0.0218557402578825
ENSG00000229808	-0.213867227699181	-0.371414403495836	0.449719752089466	0.512794874544516
ENSG00000162745	0.0742748660120899	4.9791288081465	0.719732662946499	0.765497112766424
ENSG00000198929	1.05607614107677	1.5951683593924	2.11895884148066e-09	1.0749435395582e-08
ENSG00000239887	1.30204928691145	3.69084687782044	1.27374043204269e-13	1.22431442771797e-12
ENSG00000171722	2.101178307293	-0.64230605396379	4.58980258606655e-15	5.46235451134425e-14
ENSG00000198574	-1.70983249804813	0.696958332676206	1.13220818963944e-10	6.90915258859865e-10
ENSG00000152332	0.692468862195717	7.08899953165745	3.99857561266597e-09	1.95348700104199e-08
ENSG00000117143	-0.0535900621611514	6.19664321532882	0.778752960465515	0.818138395680836
ENSG00000272574	0.173333286142953	0.504544062109913	0.478896864290854	0.541759156816024
ENSG00000162733	-0.826717040526761	6.58938750844924	1.81392642340309e-05	5.01789698702074e-05
ENSG00000132196	1.03190292304318	4.04543114517195	2.36742154153766e-19	5.74385644298914e-18
ENSG00000185860	0.486181617232606	0.774624088159608	0.348252478505219	0.411000119885521
ENSG00000117152	-0.281915224509782	4.32509758434326	0.542706532916812	0.602943896679894
ENSG00000143248	-0.677849862369351	7.95017038523668	0.00302122844803838	0.00566381656332988
ENSG00000232995	1.28494088011778	0.775838382731646	1.91024248826486e-14	2.08219540676901e-13
ENSG00000143228	2.90763743080544	2.17170839485786	1.27362428741499e-32	3.19822978873497e-30
ENSG00000185630	-1.11992317763012	6.49405146794474	2.17355036352126e-18	4.50149002605965e-17
ENSG00000162761	2.83981483348906	-1.056488078651	2.24477868480896e-05	6.11711326629505e-05
ENSG00000143171	-2.19481625627656	1.59837480038099	2.81450050277163e-15	3.46058111505248e-14
ENSG00000237463	3.20311217620771	0.402133686152356	3.15441297989731e-15	3.85221898803386e-14
ENSG00000143198	-0.299599192189831	6.06907254215107	0.000355213507606646	0.000791381186016403
ENSG00000143149	-0.0153433524415591	6.28501366994912	0.837498543190118	0.867913759821836
ENSG00000143183	0.657806575543465	5.98191050350271	3.52203269995023e-21	1.17923524848833e-19
ENSG00000143179	0.425013989470044	4.36137808481429	0.0151213793245466	0.024785687765243
ENSG00000188859	0.927978792367303	1.51990968572819	5.05793094878544e-06	1.52222883640675e-05
ENSG00000215835	-0.0343958028200202	0.587956645323351	0.716444328749259	0.762807405143304
ENSG00000143157	0.25336548914166	6.67847229165181	0.00814096259515167	0.0140998187407537
ENSG00000152382	0.563849554543854	3.92427776298594	1.76357565159762e-08	7.78305607753618e-08
ENSG00000143195	-0.477176478533562	2.01452357520149	0.0834921731041251	0.116606942817629
ENSG00000143194	1.14419970502991	-1.36132908953973	0.000504455737060303	0.0010933230447518
ENSG00000143167	-3.08872720940002	3.08168120335743	1.63814099096107e-16	2.47247290514026e-15
ENSG00000198842	-1.38235121432477	-0.374183599655019	0.000233852826156836	0.000538314360566596
ENSG00000143190	0.263783932124799	5.26489910386504	0.000180984252899542	0.000424742132768563
ENSG00000198821	-0.637190935089998	3.84394643147609	0.00061385395691211	0.00131090806212474
ENSG00000143162	0.0153476247141884	7.39261820216007	0.891543975845954	0.912669533773409
ENSG00000198771	-0.879122978015233	5.21959003993482	2.27339482282256e-08	9.86398025824673e-08
ENSG00000197965	0.4344536383651	7.03648933312744	1.25639064235222e-06	4.19262983624814e-06
ENSG00000143158	0.797043694746436	5.07740839969276	1.00839825585239e-11	7.21425149161642e-11
ENSG00000143164	0.204060081390572	6.25975055198254	0.0123401657526703	0.0206131229925656
ENSG00000224837	0.859449307132213	0.810711306202086	8.889331403347e-08	3.50221177803173e-07
ENSG00000143147	-0.633056542180119	4.44216039346088	0.000188295583586372	0.000440538804141318
ENSG00000143155	0.372326658004073	5.42708825787265	8.85009723256274e-07	3.03136578525069e-06
ENSG00000213064	0.214090098951209	6.67372718516198	0.0167047414947013	0.0271462184021238
ENSG00000143178	0.472363635846013	2.83188080296238	6.63951050838302e-05	0.000167438019837944
ENSG00000143185	-0.910909497686322	0.237679351927674	0.000251018640418365	0.000574406363750375
ENSG00000143184	0.211226031111243	0.93791305882075	0.512783105002233	0.574592804350171
ENSG00000143196	-1.77531109417983	5.96322701862202	2.74882270911168e-09	1.37468507352115e-08
ENSG00000143153	1.25906171596222	8.11614731777014	1.44862771661752e-13	1.37725897771554e-12
ENSG00000143156	0.0998587237091256	3.4420440517534	0.294583865066979	0.355024012558074
ENSG00000117475	0.559798969521264	4.7153363893477	2.68899719917409e-09	1.3467779789132e-08
ENSG00000117477	0.0337821589180086	1.18672722743392	0.904896155473056	0.923000546402703
ENSG00000117479	-0.573295438163962	5.80214091739126	0.00729227828580597	0.0127320162075053
ENSG00000213062	0.742138055134184	-0.316696350270147	0.0014436968902208	0.0028760835806868
ENSG00000198734	2.11956221391657	4.55188318659208	1.83591503235609e-06	5.96116002666906e-06
ENSG00000174175	-1.80546607109914	4.85906416887239	1.16537903968328e-11	8.24341532683008e-11
ENSG00000000460	1.41293774010734	2.71336966999728	7.25380589091395e-27	6.1746485823123e-25
ENSG00000188404	0.032209425045954	4.50466244853774	0.888972282365748	0.910640160136939
ENSG00000007908	-2.82293899492416	5.5252821707782	6.4568887066138e-08	2.60265445288863e-07
ENSG00000171806	0.750556249864489	2.77367198774448	6.75941156172617e-11	4.25806895150571e-10
ENSG00000000457	0.756096043742304	4.47700591499085	8.19108989168958e-16	1.09773719035458e-14
ENSG00000075945	-0.0359768676036824	5.18310972452035	0.618564120039391	0.673961188573349
ENSG00000120370	0.887991983336233	4.05069927536135	2.6024431079258e-15	3.21528164791644e-14
ENSG00000116132	0.0493352669980035	5.92286875356176	0.798851317729336	0.834492440427676
ENSG00000271811	0.170496076937635	0.0468697365191096	0.631809868265127	0.686188486975085
ENSG00000117501	-1.01207183742541	0.757094925508913	0.0838215910923602	0.117034469242037
ENSG00000007933	-1.0269477633942	4.83990080152981	8.545681083798e-07	2.93359855250202e-06
ENSG00000094963	-2.23473134097218	7.75159565349639	2.2736457948504e-15	2.85470439829686e-14
ENSG00000010932	-0.142572117471543	2.21144788141337	0.598432254367112	0.655966909913292
ENSG00000076258	0.157672016348491	2.97534840947741	0.178247047878085	0.228776191210251
ENSG00000117523	0.558547476772787	7.78922032499453	1.00222544551043e-12	8.37160373175015e-12
ENSG00000034971	-3.50441311839227	2.49077808314092	3.11982660785677e-17	5.32039021436626e-16
ENSG00000233328	0.0361206364286663	1.87329174854169	0.772639731309905	0.812902459530988
ENSG00000117533	-0.261029936423517	5.13233464959483	0.00703294353742599	0.0123231402288138
ENSG00000010165	0.454113730313055	5.07761404269947	3.40222392444192e-08	1.43616886778974e-07
ENSG00000197959	0.498107461269729	3.71777805472831	0.0443478752765926	0.0660369480714157
ENSG00000230630	-0.373642558154559	3.11315445595482	0.0598442165891548	0.0864029371179768
ENSG00000135845	0.542440533288592	4.60677562562581	1.07301746122171e-11	7.6385002758621e-11
ENSG00000094975	0.626847067787315	5.89445360393011	2.00090691293634e-10	1.18258955498612e-09
ENSG00000117560	-0.251040937195223	1.05731922350288	0.355539116918758	0.418321735959993
ENSG00000120337	0.173860512284448	-0.133251260031911	0.520638141035605	0.581869241461155
ENSG00000117586	1.11990511348028	2.22587398918834	4.94524862867108e-06	1.49122034976544e-05
ENSG00000203739	0.426320792893633	0.690036122936706	4.18283865400515e-05	0.000109015368085508
ENSG00000117592	0.144917510280318	7.57064286423425	0.193073637072273	0.245453505578085
ENSG00000162753	0.241890723546502	0.106423569576298	0.516379501097716	0.578042337989079
ENSG00000183831	0.366892891898218	1.46606797626369	0.272942613103112	0.332231226043893
ENSG00000076321	0.0414812980888496	4.73618974988588	0.621433152107791	0.676637972503708
ENSG00000120334	1.02329937452731	2.29686958151976	4.78494251680679e-15	5.6777737873675e-14
ENSG00000117593	0.981866404395514	4.43327683647363	7.44600984052385e-18	1.39666565533411e-16
ENSG00000234741	1.23812050443948	7.4062305023459	9.62101177785832e-12	6.90519848536605e-11
ENSG00000185278	0.632949125538706	5.31442220617687	8.44455088206734e-08	3.3453477158322e-07
ENSG00000135870	-0.236790416964854	5.8428475040612	0.00158504649914041	0.00313282163727192
ENSG00000152061	-0.108899144638493	6.3115250094816	0.293712410998658	0.354058723345457
ENSG00000116161	0.614580328691516	5.58812928832371	5.16481472412251e-08	2.12179883421057e-07
ENSG00000120333	0.240913981045344	4.61751035626496	0.000945534836817582	0.00195199356045919
ENSG00000120332	-0.708912927487177	1.01346533752643	0.00315377340552619	0.00589030810186089
ENSG00000235750	-1.42575658003754	6.65422766261833	6.70882144216688e-20	1.79458740281878e-18
ENSG00000116147	-1.49351838511476	1.22524752320849	0.00065903225940046	0.00139950307178603
ENSG00000143207	0.349102577584675	5.390944148827	2.02239233367473e-06	6.51818379451175e-06
ENSG00000116183	-1.02349849869654	0.826293645026557	0.0111335332460797	0.0187509682579222
ENSG00000152092	-2.51293391689247	1.27159500480412	2.36061485535541e-08	1.0213739355855e-07
ENSG00000198797	1.67778507331954	-0.000444179475161543	0.00354176601535342	0.00655342520792436
ENSG00000120341	0.36877096415176	-0.518479607092514	0.0649133863699262	0.0930397416370896
ENSG00000254154	0.460089388375821	0.316873191500903	0.0157072683102374	0.0256643605599317
ENSG00000242193	0.150112919059772	4.66774710796583	0.254855559646026	0.312697327168449
ENSG00000224687	-0.636177890549391	0.279399762960763	1.83295467001798e-06	5.95347233079889e-06
ENSG00000075391	-0.354842929929827	6.02186767285061	0.000329302938765875	0.00073889944564589
ENSG00000213058	0.320368742371502	0.860738915354473	0.604995256461867	0.661896836241283
ENSG00000213057	1.91269576952462	0.10504558728901	1.30064299840291e-17	2.33917790464782e-16
ENSG00000116191	1.36694596977942	4.76717212632182	2.31649490143393e-17	4.05366429223922e-16
ENSG00000116194	-2.10631278763997	3.77580138910971	2.42210567755325e-17	4.22375702746243e-16
ENSG00000116199	-0.294577513138703	6.24007623277618	0.00168505820832469	0.00331613776910606
ENSG00000186283	0.242590247534834	5.67708225636818	0.0151267019801934	0.0247923893350825
ENSG00000143322	-0.236057357215946	6.15246103173352	0.186062879231763	0.237699025811567
ENSG00000057252	0.135609607097301	6.41028070302372	0.17473701794932	0.224866820011009
ENSG00000162779	1.4749244999172	-0.625523067432305	0.000149944181575852	0.000357153031026476
ENSG00000162782	3.46643072081299	1.15193948127117	1.38137697665153e-17	2.47772161463863e-16
ENSG00000143340	-0.302681308638275	-0.811667900289061	0.612444497153304	0.668553904434751
ENSG00000169905	0.290559835022116	6.52690065875086	0.00454002223867283	0.00823442639515154
ENSG00000143337	-0.4675511926209	6.58332916102601	1.2419929719832e-08	5.60935180174699e-08
ENSG00000135837	0.728209171633859	5.96983900889896	1.3161441620426e-14	1.46400997072391e-13
ENSG00000116260	-0.0179722366782639	8.60089750169131	0.892709989444465	0.913537312309605
ENSG00000121454	0.929123739428295	1.95988836499368	4.4956923582878e-10	2.53051173397712e-09
ENSG00000230124	0.565188848563483	4.99389843799804	4.372692414302e-14	4.52332738985134e-13
ENSG00000143324	1.6534699975957	6.40912080747669	3.04655550225317e-21	1.03732633025024e-19
ENSG00000225857	3.16195278078465	-1.50517594398069	1.12193617215423e-10	6.85063093082259e-10
ENSG00000135835	-0.628034088943353	3.14224799690688	8.13878612986579e-05	0.000201951673126079
ENSG00000243155	0.213426316611654	0.132815516502208	0.0954151337484963	0.131188462245811
ENSG00000135823	0.667542793557452	5.69472286788828	1.5843582242822e-12	1.27875340970691e-11
ENSG00000153029	0.0112820250491305	6.13262000717878	0.913329029288388	0.929288232849191
ENSG00000162783	-0.632808116679211	6.05705681756505	0.000555544520683639	0.00119626161120368
ENSG00000198216	2.02977287530601	-0.271266880333057	1.44456932544986e-08	6.46180208839062e-08
ENSG00000231684	-0.842080991934992	-0.312235664427835	8.26923419207102e-06	2.4124403962317e-05
ENSG00000135821	-0.548476208885281	9.76943611487937	2.25131322692303e-05	6.13242459873312e-05
ENSG00000135828	0.104638012078982	4.62073372187193	0.281430636737882	0.341322148118046
ENSG00000143333	-1.18522419038427	5.82380459191013	3.50872040142655e-06	1.08441052529628e-05
ENSG00000135838	-0.0434864354736902	5.41259295075464	0.858016840534079	0.885204411949933
ENSG00000135829	0.266799964812017	7.38340788047782	0.000244713694051374	0.000560937174782982
ENSG00000135862	-0.256744899890353	8.10076320667652	0.0542188458757404	0.0790594755605537
ENSG00000224468	0.282041020797499	0.309670347180705	0.107007555864788	0.145454685010334
ENSG00000058085	0.439933242877599	6.97557406667533	0.0592430280361448	0.0855595391961261
ENSG00000157064	1.16259511986812	2.64861251764235	6.09398457586211e-06	1.81044152831254e-05
ENSG00000232860	0.295373897161322	0.187406334745777	0.0681618061086143	0.0972032741475085
ENSG00000116698	0.477728994074385	6.65921870598215	1.2082005937252e-14	1.35519495965078e-13
ENSG00000116701	-0.936321683606286	6.38448583653126	2.3093279844741e-05	6.27513727581498e-05
ENSG00000162704	-0.3371622092143	7.53212522244302	5.61140642397941e-06	1.67624600225015e-05
ENSG00000143344	-0.661392131965172	6.42039429903831	2.84730162930382e-07	1.04799271584984e-06
ENSG00000173627	-0.464310713596245	0.978810831509176	0.473364736954674	0.536629709542409
ENSG00000198756	-1.31688314016623	3.29322158699739	1.16649390016331e-06	3.9134428791551e-06
ENSG00000198860	0.343295640426508	4.8408798811427	0.000291691923139157	0.000660556762928928
ENSG00000116667	-0.796123900916468	6.22749824867807	6.62052762320161e-08	2.66347084699443e-07
ENSG00000116406	0.673731398292502	6.07685553382148	1.88664863346795e-09	9.63418515448338e-09
ENSG00000135842	-0.218549182409441	6.79520286626069	0.172684500666508	0.222632456288632
ENSG00000121481	0.0653014360991465	4.29161933856227	0.48194665545651	0.544779786262989
ENSG00000121486	0.38452031787706	4.73005881857011	0.00012578978703821	0.000303433121014722
ENSG00000116668	0.173502673993532	3.37506099975141	0.0519382164821585	0.0760707809062469
ENSG00000279838	-1.17465390848201	1.12947796669049	2.92375864945899e-09	1.45673084099657e-08
ENSG00000116679	0.424254843787096	7.63940824479584	0.00143287088732417	0.0028562158419781
ENSG00000143341	-0.712977183055288	6.49460593909512	0.000363992099232565	0.000809413026509077
ENSG00000116690	-3.5789852302188	5.94506456964167	1.42683987058551e-16	2.188075279404e-15
