	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000252690	2.05076013138626	-1.09960314641392	8.48925406106627	1.18164377539277e-12	2.47787492733459e-11	18.2955463091144
ENSG00000070404	-1.53828133790339	5.82811883853049	-8.48817321940906	1.18732422783606e-12	2.48719044973917e-11	18.2943262647982
ENSG00000157510	-1.44638996414441	5.10409887680368	-8.47764129006462	1.244125048247e-12	2.59265851599937e-11	18.2777765812615
ENSG00000279278	1.69515224928826	1.18771039859373	8.43422213963038	1.50844350064147e-12	3.07958551670595e-11	18.2699720876412
ENSG00000170275	-0.912188221093601	7.64998464461455	-8.47725681690958	1.2462492169105e-12	2.59439383611554e-11	18.2559920219363
ENSG00000007237	-1.81041815043174	6.02653665968368	-8.47701089323654	1.24760981711898e-12	2.59453764141855e-11	18.2463777588845
ENSG00000272645	1.18718214160582	3.49726679964209	8.44273117374157	1.45255711810755e-12	2.97455860812055e-11	18.2175394113782
ENSG00000089682	1.11629360917982	3.54090147853125	8.44173562995292	1.45898731384847e-12	2.98164762440508e-11	18.2099566642275
ENSG00000073605	1.32802122718097	5.05770895717813	8.46444823142115	1.31912629802032e-12	2.72633006182409e-11	18.2058458084371
ENSG00000123352	0.75384638808934	4.72359862794762	8.46109673258656	1.33888874005999e-12	2.76433051377853e-11	18.2045970632705
ENSG00000214063	-1.12049097169747	6.29805362097	-8.46954758539905	1.28961544381782e-12	2.67358974725038e-11	18.1996470929762
ENSG00000116117	-0.982544982756654	4.89268226841212	-8.45836143643877	1.35523684784085e-12	2.7952107840118e-11	18.1957756813347
ENSG00000135069	2.05433459433136	2.16497770471708	8.42078725092628	1.6010907471134e-12	3.24892040593547e-11	18.1942302609658
ENSG00000266524	-3.73072282408827	3.14171036537709	-8.41875802553041	1.6155704257887e-12	3.27499437776682e-11	18.1884610297657
ENSG00000145284	-1.68304820655157	4.64731710604264	-8.44474067919199	1.43966394558239e-12	2.95116418395965e-11	18.1699190883672
ENSG00000142273	2.75767121364028	1.78768446296329	8.40764860467014	1.69719395614956e-12	3.4129058443532e-11	18.1503252476921
ENSG00000099875	-0.783366430104258	7.52980247979609	-8.45261385761872	1.39024167461867e-12	2.86153329932524e-11	18.1442981324934
ENSG00000000938	-1.7781826703605	5.60497008479955	-8.4501126534069	1.40575581702701e-12	2.89050446348573e-11	18.1403442018089
ENSG00000169607	2.201614427653	0.832536541426642	8.40552685422348	1.71324552873893e-12	3.42802683534227e-11	18.1393650736376
ENSG00000179270	-3.75453130023905	-1.53158107119826	-8.53883553548176	9.48293720774e-13	2.05504558323936e-11	18.1126079482456
ENSG00000198513	-0.776335991127006	2.99492975025458	-8.4071126152128	1.70123460369226e-12	3.41394212998061e-11	18.1103405628808
ENSG00000117308	1.22231525603842	5.06610887433213	8.44192066142766	1.45779005036806e-12	2.98164762440508e-11	18.1048858332182
ENSG00000070193	-3.37384676390378	0.212515222069425	-8.42899698802008	1.54382173568413e-12	3.14223250741221e-11	18.0950939008782
ENSG00000177494	-2.51525519591741	2.42211442548989	-8.39455902312682	1.79867152281481e-12	3.58112113199473e-11	18.0935849912518
ENSG00000225938	-2.1711519450199	-1.10333187626398	-8.46975088415531	1.28845269923302e-12	2.67358974725038e-11	18.0788352852653
ENSG00000156427	-2.1921155771165	1.31645527426537	-8.38807647387799	1.85115115679033e-12	3.67831608197437e-11	18.0640232628001
ENSG00000170271	-1.50418931085122	5.67015801551265	-8.43363320553641	1.51239015618005e-12	3.08450820786812e-11	18.0595301186791
ENSG00000166004	1.16854628725693	3.4753297340015	8.40619200353031	1.70819724606458e-12	3.4213334472773e-11	18.0593234374433
ENSG00000152518	-1.16851766980906	8.09793066091171	-8.42925645721102	1.54204551962982e-12	3.14180045069405e-11	18.059093057974
ENSG00000251359	-1.45071950539256	-0.350993264185536	-8.41688859608169	1.62902568460186e-12	3.29561903101377e-11	18.0532321234174
ENSG00000159445	0.759996670406566	4.52751140248351	8.41511404698984	1.6419016600107e-12	3.3083412686013e-11	18.0162452663942
ENSG00000260841	-1.2865830969522	1.93809213194106	-8.37534140195472	1.95874648940661e-12	3.85399199076291e-11	18.0136985357438
ENSG00000159596	0.615287639318115	4.12546087624392	8.4074121290991	1.69897548350176e-12	3.41307184880668e-11	18.0134874840482
ENSG00000113070	-2.393261792645	5.55446440152459	-8.41593662469397	1.63592050650483e-12	3.30623813432349e-11	18.0113922854422
ENSG00000111206	1.96301639103012	2.58678585538467	8.38280632126154	1.89494163741726e-12	3.75418960099363e-11	18.0105468436899
ENSG00000187951	1.16837516899129	2.24902762966051	8.37882210165933	1.92873304613457e-12	3.80238647338542e-11	18.0102133999622
ENSG00000173715	1.13527032368323	3.97578892499223	8.40131335056885	1.74557302478303e-12	3.4857670472034e-11	17.9994852054267
ENSG00000116191	1.34208050389155	4.43663860003158	8.40811035668277	1.69372065308613e-12	3.40933408816105e-11	17.9964630415146
ENSG00000122042	-0.959530472334712	6.44099122787037	-8.42350523682462	1.58189941177927e-12	3.21647543352569e-11	17.9958278178068
ENSG00000111252	-1.17214180561239	6.30613230987608	-8.42289290254444	1.58620285631402e-12	3.22196452785564e-11	17.9949252795705
ENSG00000117020	-1.30803938979051	5.66628489058178	-8.41521989534175	1.64113078830318e-12	3.3083412686013e-11	17.974096380087
ENSG00000169499	-0.971847415852259	6.04821878144986	-8.41818983412269	1.61964820182561e-12	3.27995087968496e-11	17.9737258636826
ENSG00000024526	2.62986340442313	0.330736483382473	8.37120281950026	1.99504081331309e-12	3.91772970661258e-11	17.9656838844441
ENSG00000197162	0.81557040880032	3.28910168544709	8.37788933527345	1.93673074235746e-12	3.81441018462932e-11	17.9499987867593
ENSG00000254703	-1.88075164166138	-0.0410550248558438	-8.38544920668063	1.8728535963926e-12	3.717762440507e-11	17.9485351619273
ENSG00000198680	-0.94907580725791	3.77796361681012	-8.38132730080246	1.90741605255206e-12	3.77019703743655e-11	17.9445849363866
ENSG00000172244	1.45746399390583	1.06108998570094	8.35738158995839	2.12119078238464e-12	4.14519471082928e-11	17.9378776881552
ENSG00000111432	-2.64663504254092	0.860328661728631	-8.36576698957992	2.04373483665081e-12	4.00943253256622e-11	17.9315947347209
ENSG00000133422	0.785541245748235	5.2792639542416	8.40498837630178	1.71734333513886e-12	3.43280699100544e-11	17.9286971126811
ENSG00000129675	-1.1488152200924	5.91105729962217	-8.40690431366649	1.70280751368439e-12	3.41394212998061e-11	17.9284611057497
ENSG00000137700	0.880321188304864	4.42023328540796	8.39006514368489	1.83489112855331e-12	3.64961662193142e-11	17.9147801760926
ENSG00000077943	-2.18592629965608	5.66083216184386	-8.39579743256122	1.78881644227186e-12	3.56503308619042e-11	17.9114860777939
ENSG00000076382	1.64951485715904	3.27094200677892	8.35940717344591	2.10221583794416e-12	4.12013794814247e-11	17.869277673407
ENSG00000124212	-2.17082629312964	5.66301199039811	-8.38493991446013	1.87708992004287e-12	3.72249352455491e-11	17.8628972043746
ENSG00000168899	-1.24950234577608	5.04038695935582	-8.38095978967726	1.910528440495e-12	3.77019703743655e-11	17.8529319102243
ENSG00000186469	-1.24485108839152	4.91084817880394	-8.37354598568373	1.97441007796447e-12	3.88101018162703e-11	17.8277584561443
ENSG00000104728	-1.14879521484796	5.68654060520551	-8.3810555571225	1.90971691392879e-12	3.77019703743655e-11	17.8203811158099
ENSG00000126787	2.49255063047219	1.06543920238654	8.32877858315572	2.40814799043474e-12	4.59860123382544e-11	17.8139449002894
ENSG00000132676	0.713573903362267	6.26223985399226	8.38214545138104	1.9005054639434e-12	3.7615028832669e-11	17.8123329411763
ENSG00000158246	-2.03402886018769	3.12041659971769	-8.33019376182245	2.39307850978349e-12	4.58289363041377e-11	17.7834871994801
ENSG00000196812	1.0649202569829	2.14216483116531	8.32151333249386	2.48701785500801e-12	4.73570632125648e-11	17.7657350924835
ENSG00000179528	1.35353242431702	0.258030016470707	8.32337398430069	2.46657647381052e-12	4.70123859415366e-11	17.7638005383636
ENSG00000120833	-2.14513474780092	5.42341077557991	-8.35845662308196	2.11109903679969e-12	4.13351545324259e-11	17.7588615462836
ENSG00000143578	1.03000273899373	3.7088323182878	8.34075335488472	2.2835704056909e-12	4.41102364230044e-11	17.7551830484293
ENSG00000224397	-2.19833606142363	4.15995944255436	-8.33431996810385	2.34967655987129e-12	4.51700023074203e-11	17.7378097070346
ENSG00000198901	1.23258495133103	3.28656141561933	8.32894079613214	2.40641587044361e-12	4.59860123382544e-11	17.7351401008963
ENSG00000171163	1.24790741495341	5.10080359056989	8.35803024492745	2.11509585655646e-12	4.13730873051244e-11	17.7348663401939
ENSG00000204176	-2.11432207479391	1.5376399625085	-8.30977734501811	2.61991001758477e-12	4.96054404743265e-11	17.7319818312044
ENSG00000116120	0.605823818694286	4.93518817851027	8.35378686298769	2.15528731766893e-12	4.20773245137523e-11	17.7195909529332
ENSG00000115361	-2.98735581142046	3.38503582474193	-8.31528726702035	2.55665724830077e-12	4.8591000436248e-11	17.7191744117424
ENSG00000165480	2.10251826792861	0.336283830877026	8.3119820283983	2.59441516786083e-12	4.91690625539209e-11	17.7172010564738
ENSG00000274460	1.93473474869209	0.0375382567484655	8.31597970085586	2.54881695864786e-12	4.84878635248834e-11	17.7140753921106
ENSG00000137575	-1.03553378376412	8.02998177980936	-8.35086481879714	2.18340654265191e-12	4.24201683127023e-11	17.7127433820273
ENSG00000175445	-2.40634085660358	6.30078562736814	-8.35316363290345	2.16125422090547e-12	4.21394212083583e-11	17.7114206205922
ENSG00000149970	-1.80938919671112	2.20030622667776	-8.30598678330101	2.66433050524804e-12	5.03515856255201e-11	17.7105595138136
ENSG00000164161	-2.98963067346513	4.27099799711022	-8.32385981360478	2.46126678442224e-12	4.69557345035693e-11	17.7103351078191
ENSG00000204420	-2.10525177454139	-0.0639435570395689	-8.33045454358695	2.39031188474174e-12	4.58196330654359e-11	17.7093200238965
ENSG00000088325	2.45016032091836	2.92468870688763	8.31501867760119	2.55970491561658e-12	4.86029414459561e-11	17.697963155728
ENSG00000106077	1.1544882745235	4.51055792580929	8.34046433356424	2.28649996767407e-12	4.41243975510129e-11	17.6924841357683
ENSG00000128294	-0.881055072003849	5.59395720944044	-8.35052334644072	2.18671641248519e-12	4.24434260970193e-11	17.6850047279962
ENSG00000143772	-1.09598454828466	6.0870218176086	-8.35130671732811	2.17913067946924e-12	4.24146053212875e-11	17.6807826535213
ENSG00000137075	-0.62662541276472	5.94979143941493	-8.35111250439673	2.18100887534919e-12	4.24146053212875e-11	17.6764534392834
ENSG00000007372	-1.25352819633562	1.2308673291462	-8.29590191257124	2.78621125565771e-12	5.24084250139585e-11	17.6717249411112
ENSG00000155099	-1.07591904898341	3.02322765142595	-8.30475085849263	2.67897602934379e-12	5.05807795615483e-11	17.6654912403377
ENSG00000101280	-3.40682299382368	0.146643230390005	-8.32900338007773	2.40574792817153e-12	4.59860123382544e-11	17.6624436318082
ENSG00000149262	0.468086825223346	4.76501623272945	8.33832015827704	2.30835125263706e-12	4.45033285165316e-11	17.6618345651801
ENSG00000103994	-1.07413858479138	7.07968596043357	-8.34526633329608	2.23830977036033e-12	4.34029005567265e-11	17.6612239603422
ENSG00000167210	-1.90011754307558	1.07694890663666	-8.29378653851793	2.81247512729051e-12	5.28529586830113e-11	17.6542151473299
ENSG00000130844	-2.00196740172521	6.19714454763897	-8.34116541947261	2.27940014464567e-12	4.40720591971000e-11	17.6509576384247
ENSG00000068028	-0.710775225618135	5.45773232222088	-8.3414867010928	2.27615392534547e-12	4.40516919135502e-11	17.6475346452683
ENSG00000272954	2.76665450318766	-2.44982839838505	8.4153763651478	1.63999191362603e-12	3.3083412686013e-11	17.6445456771885
ENSG00000123933	-0.716617904356109	6.87594009225198	-8.34171395170148	2.27386058257865e-12	4.40497446898963e-11	17.6405737955511
ENSG00000108469	0.745174253249455	4.95532887595068	8.33468145751997	2.34591188002758e-12	4.51408273542855e-11	17.6351102437618
ENSG00000035664	-1.67780719714792	5.5029313888596	-8.33385512238983	2.35452650423005e-12	4.52199645731142e-11	17.6315219726745
ENSG00000071282	-1.47289092161506	6.18877311279002	-8.33757820391087	2.31596100844278e-12	4.46072298164976e-11	17.6246169474745
ENSG00000235997	-2.61838358082458	2.64387844819839	-8.28294894623475	2.95096233500796e-12	5.50435304995124e-11	17.6032692263792
ENSG00000082175	-1.74914310739	3.06558403958964	-8.28702612363426	2.89808052672992e-12	5.42081375246531e-11	17.5934345278581
ENSG00000138346	1.46101414064731	2.71070964100365	8.28399379357081	2.93731926798781e-12	5.48399691213821e-11	17.5748307204415
ENSG00000197769	-2.41532682745803	1.11634700740945	-8.27312567084968	3.08236598484932e-12	5.69247079134192e-11	17.5605471705028
ENSG00000101331	-2.21830662150956	2.99157128967657	-8.27360778734395	3.07578247684114e-12	5.68963113971102e-11	17.544782300099
ENSG00000102804	-1.05405758075993	8.02841957935686	-8.31248808844809	2.58859818685344e-12	4.91051453972604e-11	17.544166119796
ENSG00000143630	1.4201719405962	2.4099040356091	8.27157869885213	3.10358577211771e-12	5.7252465175457e-11	17.5363183438262
ENSG00000188001	-1.17798803100602	2.97663241036634	-8.27308040529598	3.08298482800538e-12	5.69247079134192e-11	17.5319467764822
ENSG00000085563	-2.29462678107672	3.68654711940574	-8.27570914526749	3.04725121332741e-12	5.64725365539984e-11	17.5160114331037
ENSG00000121152	1.83527859769455	1.50543243938045	8.25948264461879	3.27461903243968e-12	6.00217351666794e-11	17.5137103266486
ENSG00000129757	-1.51652847343588	4.40946785245017	-8.29123189122679	2.84452287183325e-12	5.33553874624259e-11	17.5110149924669
ENSG00000108387	-1.33077239429473	4.59011947600225	-8.29298498588735	2.82249147486062e-12	5.29916179798831e-11	17.4999047178602
ENSG00000254973	2.52216482191686	-1.78974979310901	8.33092697280037	2.38530803673289e-12	4.57673860075712e-11	17.4882520197065
ENSG00000151414	-0.868861804615234	6.65418995451746	-8.30743501990752	2.64727088871875e-12	5.00762946172042e-11	17.4869083394997
ENSG00000180354	-1.36448513383144	5.62874923661727	-8.30260717763246	2.70456935367162e-12	5.10160504656424e-11	17.4818044205763
ENSG00000125895	-2.02422685826319	3.36547350450268	-8.26383539239831	3.21201454711474e-12	5.89818649332615e-11	17.4799904820322
ENSG00000166803	1.69451548694608	1.28075397688169	8.24923941333116	3.42679724468785e-12	6.24124477321253e-11	17.4720828001871
ENSG00000136158	-1.05798920207989	5.27804747969554	-8.29724174507607	2.76970319899014e-12	5.21467362366569e-11	17.4674825571477
ENSG00000178951	-0.619398235750273	5.24394446030777	-8.2983595785133	2.7560051996535e-12	5.19375126227384e-11	17.4660129948359
ENSG00000257542	-2.50818162128804	2.40416107431544	-8.24965988649475	3.42041362691018e-12	6.23527126597084e-11	17.4656646109216
ENSG00000275437	1.83500113593492	-0.356944778260842	8.26581824914605	3.1838934583987e-12	5.85725601518053e-11	17.4649900091207
ENSG00000106511	-1.65116005679118	3.14475995964081	-8.2558991540242	3.32707341068926e-12	6.08167222450743e-11	17.4527666244384
ENSG00000187800	-1.97163884780583	4.918630866909	-8.27977596709182	2.99278274792245e-12	5.56685302064945e-11	17.4374811689479
ENSG00000131634	-1.66852913662142	5.1068364232886	-8.28186898648415	2.96513042940099e-12	5.52564983267501e-11	17.4244485572944
ENSG00000131016	-2.36916547917519	6.25229099654668	-8.2872323996207	2.8954303948685e-12	5.42081375246531e-11	17.4208248676295
ENSG00000158292	-1.21798685692099	4.65250011695514	-8.27606706599409	3.04241795625843e-12	5.64725365539984e-11	17.4178827627308
ENSG00000254122	-1.65342568766761	2.90532263490663	-8.24309140651183	3.52150716305607e-12	6.40213189127904e-11	17.4102738631225
ENSG00000138018	0.888421589504343	5.20697280039682	8.28605574501563	2.91058002718909e-12	5.43912950383272e-11	17.4101087972158
ENSG00000131408	-0.66031974902845	6.30187646373511	-8.29022765623346	2.85722056353583e-12	5.35435670717083e-11	17.4073730721092
ENSG00000234912	0.795761611325729	2.5098315127761	8.24219839255277	3.53547984827033e-12	6.42172284556083e-11	17.4064295021034
ENSG00000170909	-1.9750765802022	4.32176104270675	-8.26218639963485	3.23558964625594e-12	5.93605117841421e-11	17.4042030169758
ENSG00000177054	1.00091117765972	4.49343175347088	8.27400114900444	3.07042136369787e-12	5.68494882721903e-11	17.4009632448446
ENSG00000197291	-1.73398755300117	1.85731193380951	-8.23194345670294	3.69996087198867e-12	6.68421888105938e-11	17.3960959847699
ENSG00000099860	-2.13971813271439	6.66468448543029	-8.28158556599728	2.96885989564203e-12	5.52747233026438e-11	17.3867064304949
ENSG00000272933	-1.01413165919486	1.99741408988861	-8.22963554200681	3.73801940275554e-12	6.74085024972675e-11	17.3806852380577
ENSG00000182255	-3.73117329054792	-1.45766889526422	-8.35301670744959	2.16266331155445e-12	4.21394212083583e-11	17.3775826988154
ENSG00000020181	-1.42546292884555	5.88647834538154	-8.27575237491242	3.04666704571081e-12	5.64725365539984e-11	17.3571412796089
ENSG00000167196	0.778841191048721	4.50894176885988	8.26396122218597	3.21022266420764e-12	5.89818649332615e-11	17.3545283663099
ENSG00000259153	2.16762371964091	-0.316919983358694	8.23775996355588	3.60575251917513e-12	6.53568092910331e-11	17.3493173536088
ENSG00000068120	0.626676265781981	5.73529396404719	8.27593666035981	3.04417802827723e-12	5.64725365539984e-11	17.347522718272
ENSG00000135749	0.896558081145701	4.38573950166835	8.25888658259752	3.28328642023478e-12	6.01257437521391e-11	17.3420769980676
ENSG00000184786	1.30272269772987	1.36532051115975	8.21926767258072	3.91387283778799e-12	6.99517717422801e-11	17.3419365975486
ENSG00000169122	-1.34454143904274	2.76255450085298	-8.22608737182414	3.79729450808164e-12	6.82935088387216e-11	17.3405489135598
ENSG00000229619	-1.35700788977389	2.58400658476858	-8.22282682978422	3.85259210284533e-12	6.90316921217409e-11	17.3338933024554
ENSG00000166341	-1.28698477168474	5.68740902973265	-8.26844755888184	3.14698330115585e-12	5.79997683824952e-11	17.328154511757
ENSG00000225489	2.7539170646783	-1.04846587366644	8.2528461079848	3.37242501175761e-12	6.15896782374532e-11	17.3134594619624
ENSG00000163697	-0.933869900690169	6.23839815367154	-8.26775798478517	3.15662195577037e-12	5.81240865897993e-11	17.3107223501909
ENSG00000197587	4.08764200015464	-3.18716689275925	8.39916014332129	1.76232788289994e-12	3.51573037135818e-11	17.3033115108804
ENSG00000085760	0.706199617087977	4.94965305624556	8.25690277017602	3.31229862984739e-12	6.06017915983646e-11	17.2938019689404
ENSG00000111196	0.811831640794475	3.45752108802815	8.22979503451065	3.73537676719056e-12	6.74085024972675e-11	17.2901129124014
ENSG00000267080	0.754674137487749	2.83748776824794	8.21953697517329	3.90920218910588e-12	6.99305100418059e-11	17.2898784716019
ENSG00000126218	-2.11374634292242	2.87149919677091	-8.21388157746545	4.00846615890162e-12	7.13251343367358e-11	17.2895291862709
ENSG00000185532	-1.4476834676402	4.51783788305714	-8.24056749000873	3.56114112862015e-12	6.46248998490064e-11	17.2784088795385
ENSG00000204147	0.994886402979502	1.67795548914691	8.2030237718441	4.20615548123644e-12	7.4447099085955e-11	17.2663142698587
ENSG00000079102	-1.52578171171625	3.88826551576508	-8.22324605142719	3.84543743597724e-12	6.89856457562506e-11	17.2551824237135
ENSG00000181585	-1.85106132363358	-0.341614079494379	-8.22790142472238	3.76687287027058e-12	6.78070869989835e-11	17.2458839486254
ENSG00000144452	5.10091708102264	-0.327457258934253	8.22265544603508	3.85552086020176e-12	6.90316921217409e-11	17.2391550415554
ENSG00000246366	1.65961936281109	-0.813505175272461	8.22532072572908	3.81022481903623e-12	6.84647642125392e-11	17.2368505190801
ENSG00000239697	-1.16024734293188	4.74069782549084	-8.23591034158124	3.63544752193584e-12	6.57950497911433e-11	17.2341778252836
ENSG00000186188	-2.40228955407234	2.02220166490752	-8.19282395070336	4.40072745157937e-12	7.74899383523398e-11	17.2276919519372
ENSG00000143995	-1.1318516307314	5.52809386653477	-8.24342839054574	3.51624883792395e-12	6.39836258197954e-11	17.2208672245874
ENSG00000103313	-2.16015494570962	1.6770435445534	-8.1908007778438	4.44037712188527e-12	7.79744195817772e-11	17.2206808537527
ENSG00000142227	-1.50676022267191	5.3333238807408	-8.23502744587451	3.6497081103592e-12	6.59936869748028e-11	17.2016793357441
ENSG00000213144	-1.69692315680821	0.664447898871173	-8.19115598464729	4.43339012710585e-12	7.79198375008131e-11	17.1986658425585
ENSG00000005249	-1.42415827466768	4.23851981108394	-8.21564138819048	3.97731092339394e-12	7.08963612600362e-11	17.1926573557612
ENSG00000143167	-3.74789078100288	1.6480310337236	-8.18502283595785	4.55558754962403e-12	7.95801724212149e-11	17.1829729829038
ENSG00000158315	1.90268491634308	1.23802331392148	8.18061862485692	4.64540748123678e-12	8.09380666873944e-11	17.1765095498952
ENSG00000116580	0.493262804700744	6.18292166291602	8.23762071986701	3.60797956611856e-12	6.53568092910331e-11	17.1754387879207
ENSG00000244953	-2.86028588152552	0.515407222484537	-8.19187525987764	4.41927544378477e-12	7.77397761735483e-11	17.1590434012532
ENSG00000165548	3.80008939541019	0.890154519124759	8.1780962950689	4.69764253095999e-12	8.15652038067893e-11	17.1583339275608
ENSG00000166793	-1.13531489385578	1.68077070048888	-8.17538038677905	4.75454253090584e-12	8.24818695193156e-11	17.152465520262
ENSG00000101695	-1.17259490187755	4.06290255757743	-8.20400654478553	4.18786815910643e-12	7.4254266062038e-11	17.1505579250664
ENSG00000143436	0.630854545536561	4.52084291801686	8.21685981226272	3.95588209253029e-12	7.05770118622034e-11	17.1465629428719
ENSG00000234456	-1.33462291830249	5.222001949722	-8.21771775898904	3.94086233349543e-12	7.03715408156352e-11	17.1269394611543
ENSG00000244617	-1.22652677534354	0.738246028329071	-8.1702253363807	4.86444431451905e-12	8.41703891768933e-11	17.1199078470966
ENSG00000166965	0.913625270641451	3.42390626449113	8.18777550797135	4.50033236675231e-12	7.88893341323623e-11	17.1089422509356
ENSG00000143110	-1.35002166781159	5.05486040698005	-8.20817440457727	4.11119165219003e-12	7.30882558414563e-11	17.0961655778786
ENSG00000104332	-2.97421657306952	2.74655796818113	-8.16373477852509	5.00643375471992e-12	8.60662478486899e-11	17.087943435217
ENSG00000272823	-2.17759902719867	-1.11004836326107	-8.2281835168614	3.76216411406049e-12	6.77830626792477e-11	17.0837765425109
ENSG00000112242	1.05112650509017	4.25541863425733	8.19721778565911	4.315831914744e-12	7.61200591179036e-11	17.0829019398589
ENSG00000206053	0.937072203445921	6.19976104459709	8.21514736139589	3.98603254278488e-12	7.09888366595793e-11	17.0800492622489
ENSG00000003147	1.04477922385164	4.8923461136536	8.20629336607049	4.14562209964397e-12	7.36351921836849e-11	17.0776315310163
ENSG00000038295	-1.59375777818793	2.71883836625011	-8.16365136068812	5.00828531709485e-12	8.60662478486899e-11	17.0732435052456
ENSG00000213088	-2.8769287842015	4.86843745982346	-8.18756339657233	4.50456623085752e-12	7.88947088157775e-11	17.0696895021526
ENSG00000167524	0.975620947563747	2.6921309837311	8.16295844687103	5.02369185923068e-12	8.62572185983634e-11	17.0509955936359
ENSG00000162545	-1.79535392866826	5.28448419792903	-8.19774567359181	4.30574303206268e-12	7.60088504139782e-11	17.0491507185679
ENSG00000253686	2.10091311582943	-0.790602446039512	8.17863199027317	4.68649994611732e-12	8.14421257937291e-11	17.0445167734525
ENSG00000161940	-1.95424841086847	4.92480011484624	-8.19026033922544	4.45102877091009e-12	7.80932026015832e-11	17.0429526298374
ENSG00000101003	2.00496170155079	1.76015670029856	8.15176203125362	5.27930268405738e-12	9.0183598316351e-11	17.0415906775939
ENSG00000163947	-0.791428696739179	5.87116324807687	-8.20576532531081	4.15533900987649e-12	7.37425842485944e-11	17.040722191165
ENSG00000026025	-1.28822868702563	9.69524886696623	-8.1827457325912	4.60180829668292e-12	8.03177470652156e-11	17.0367787417871
ENSG00000187098	-1.21249573147951	4.56676784860388	-8.18569465699873	4.54203969466166e-12	7.94817381760089e-11	17.0285887231793
ENSG00000145675	-1.17882339648497	6.99334836309867	-8.20069727042224	4.24976531152004e-12	7.51527599851463e-11	17.0248632153491
ENSG00000072062	-0.635171865439705	6.11440839813542	-8.20306413889211	4.20540276739383e-12	7.4447099085955e-11	17.0245096699788
ENSG00000261324	1.16986636767428	2.26730945438063	8.15143559937895	5.28694677128739e-12	9.02374457845305e-11	17.0216937707417
ENSG00000123201	3.60272366569073	0.209722381224536	8.15200733969388	5.27356553760855e-12	9.01622622000155e-11	17.0151590760171
ENSG00000053254	-0.880370717259252	6.20517563082782	-8.20022197579263	4.25873002959377e-12	7.52450550259536e-11	17.0136883447203
ENSG00000068976	-1.66324367155321	1.81606968214161	-8.14113431624496	5.53393603814898e-12	9.38153933083332e-11	17.0045416680544
ENSG00000167004	0.780406413865239	8.54192286609633	8.18112331168075	4.63502575997697e-12	8.08272851494596e-11	16.9959296671114
ENSG00000103550	0.789438410164838	3.39093660308957	8.1608870913945	5.070030093982e-12	8.69785094432148e-11	16.9945959767316
ENSG00000171056	-2.6772979167747	3.5027232954333	-8.14924105071835	5.33862449297937e-12	9.08878198639512e-11	16.9835448173449
ENSG00000130701	2.21826450714306	0.869522875024743	8.13116921712587	5.7838244967755e-12	9.77796582331132e-11	16.9620939794385
ENSG00000073754	-4.01612873028169	-0.990414450856665	-8.2232083045106	3.84608110144859e-12	6.89856457562506e-11	16.9580479590378
ENSG00000270871	0.991434914241926	1.06657687386844	8.1291345650152	5.83621523261834e-12	9.84414171352392e-11	16.9552533973203
ENSG00000151617	-1.485587679253	5.62552140916727	-8.17995508975271	4.65909216161708e-12	8.11061546228125e-11	16.9463234821803
ENSG00000110931	-0.543353420584711	6.15803962213607	-8.18535069877709	4.54897087579387e-12	7.9533747540316e-11	16.9459593818967
ENSG00000169860	-1.49573207001103	3.77740942972383	-8.14985005908031	5.32423306192075e-12	9.07196929439576e-11	16.9431801176163
ENSG00000185515	0.852166412836642	4.36768532510473	8.1655105149766	4.96718086381963e-12	8.56403207428335e-11	16.9341595039772
ENSG00000171867	-1.02977986252582	6.98124154791652	-8.17975010724023	4.66332783569708e-12	8.11096042349079e-11	16.9320572799972
ENSG00000157557	-1.282234062966	7.93844600618427	-8.17267472999982	4.81191224257122e-12	8.34050949447914e-11	16.9272790776597
ENSG00000087884	-0.776984296725325	2.73553840035665	-8.1308460329938	5.79211475421398e-12	9.77796582331132e-11	16.9221057599478
ENSG00000126785	-1.81351524181393	5.14000979838462	-8.16535024326088	4.97071103520055e-12	8.56403207428335e-11	16.9157250384914
ENSG00000255529	-0.715022128676029	4.51267638845465	-8.16025717115842	5.08420649477388e-12	8.70912487940746e-11	16.9103832674144
ENSG00000133574	-1.1742911381861	5.48733886535766	-8.17101257742495	4.84749821051672e-12	8.39494754750607e-11	16.906063001376
ENSG00000272145	1.39374649226694	0.828961048576331	8.11758289229541	6.14277313944942e-12	1.03061434384474e-10	16.904096858823
ENSG00000075218	1.89646806771493	1.30002856059354	8.11343963577803	6.25660174937799e-12	1.04392751281773e-10	16.8863409855711
ENSG00000073910	-1.18021147998945	6.04086911266308	-8.16931726415992	4.88406492733524e-12	8.44371603487415e-11	16.8830565070141
ENSG00000175643	1.59777245146892	1.77039702528563	8.11494457767841	6.21501457344977e-12	1.03785060487142e-10	16.8819317231094
ENSG00000087074	-1.72191398545009	7.24494835921586	-8.16591579983504	4.95826516075066e-12	8.55726708026803e-11	16.8797503611182
ENSG00000196597	0.906801932343908	2.13422297151243	8.11645551736319	6.17353935906809e-12	1.03264140036902e-10	16.876688908015
ENSG00000116774	-1.36588283546323	5.63200485125928	-8.16426423743934	4.99469768817522e-12	8.59798473502588e-11	16.8749352894942
ENSG00000103966	-0.909395517176966	6.45944009328957	-8.16632263617528	4.94933140307737e-12	8.54919334105085e-11	16.865437672
