	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000174165	492.121647525526	-0.00718759063912494	0.0671207349587185	-0.10708450441649	0.914721940160104	0.932405574176798
ENSG00000174080	1703.75830744214	-0.884094286677108	0.126148850109051	-7.00834201748842	2.41158717044189e-12	1.77792592611978e-11
ENSG00000173992	840.808893159879	0.438108247218191	0.0944100622827046	4.64048255689426	3.47596517449745e-06	1.05881219697467e-05
ENSG00000239306	1017.26530861323	0.125579329166846	0.0733679099956551	1.71163836034423	0.0869633344216839	0.120358692745243
ENSG00000248643	32.7897130639602	0.965260331233625	0.1378353923396	7.00299331579085	2.50550790759587e-12	1.84033449198148e-11
ENSG00000173933	194.412462426301	0.475666465161145	0.0708491084582371	6.71379605914918	1.89625294040004e-11	1.23320897765284e-10
ENSG00000173914	427.985668872569	0.38155267982663	0.076135868680839	5.01147076190982	5.40155915628986e-07	1.86831821437168e-06
ENSG00000258297	377.064526636261	0.576387683403656	0.0894159682204928	6.44613814371868	1.14736090426714e-10	6.71014067127295e-10
ENSG00000173898	734.951118736602	2.03297472931374	0.179664040093578	11.3154236554787	1.10069320411089e-29	9.96028188170434e-28
ENSG00000173715	480.883530326366	1.27062584768172	0.133459071619088	9.52071546929587	1.71990801424985e-21	4.66908541868448e-20
ENSG00000173653	448.441709778682	0.369681581426444	0.0884634348467511	4.17891959617959	2.92897205106239e-05	7.72180046375228e-05
ENSG00000173599	486.380208280116	1.50167671481775	0.165654047551437	9.06513747786011	1.2444721759172e-19	2.60931773805315e-18
ENSG00000173621	208.652906825647	0.139407039251158	0.129104169833081	1.07980276261718	0.280230020719114	0.33947662583527
ENSG00000173227	257.746954850062	5.57931189998384	0.405524107355413	13.7582742894591	4.54240518382525e-43	2.68389346287839e-40
ENSG00000173156	268.793997020416	0.679779232003649	0.140740832347729	4.83000718884562	1.36528121210528e-06	4.43948434282664e-06
ENSG00000173120	4550.20631361003	0.0690351244599596	0.0577051604651541	1.19634230116468	0.231563007608524	0.287365286622661
ENSG00000173020	3690.19998908134	-0.138619164469965	0.0876276370639476	-1.5819114735321	0.113669781310726	0.153029904620774
ENSG00000172932	1332.15231731345	0.297092945924269	0.0900884486956106	3.29779178380663	0.000974483674010333	0.00198041502551276
ENSG00000172830	1158.63981219934	0.477918616106981	0.0942783092320837	5.06923193680208	3.99424252797124e-07	1.40920860808596e-06
ENSG00000172613	642.916238751197	0.372810295712321	0.120350939621271	3.09769327007756	0.00195033176674708	0.00376140540090737
ENSG00000175482	334.376262660931	0.337489317765259	0.0944049340266041	3.57491185439684	0.000350345909620378	0.000770622903576457
ENSG00000175505	396.705595703166	0.589615375059163	0.263727614209005	2.23569828600463	0.0253715413927687	0.0395475554810156
ENSG00000172531	1857.41080681034	0.155048556639766	0.0854875283337924	1.81369797047316	0.0697242377200124	0.0988559680681296
ENSG00000175463	624.85360591681	-0.392113093605038	0.162734326208969	-2.40952909407399	0.01597312244501	0.0259007229637424
ENSG00000172508	223.777094847956	-1.11996447589206	0.294254157198554	-3.80611266992685	0.000141168092580057	0.000333481398382028
ENSG00000175634	878.434043973339	0.33879667560259	0.0738285489102431	4.5889656589957	4.45447695113136e-06	1.33183490804105e-05
ENSG00000172725	2241.07572280347	0.168754244054599	0.0714154690768045	2.3629928674572	0.018128018491121	0.0291036332988197
ENSG00000175544	102.877984652339	0.476618818062927	0.221954712403967	2.14736967240174	0.031763863092081	0.048451347430282
ENSG00000172663	744.747923743436	0.400581634860291	0.0987233794325257	4.05761671817643	4.95760422365335e-05	0.000125796780660568
ENSG00000110711	1168.27063516129	-0.40840416228052	0.0815837364226041	-5.00595069788155	5.55869846861349e-07	1.91923433254053e-06
ENSG00000110697	1413.39515460817	0.214919537877793	0.112040842346827	1.91822493812123	0.0550824954065536	0.0798435854118086
ENSG00000167797	1261.40546112539	0.246381115819764	0.121820580985063	2.02249171550063	0.0431255786011806	0.0640980873423437
ENSG00000084207	8202.60045035041	0.274145533769369	0.124426870716174	2.20326632174745	0.0275759832192599	0.0426790390517498
ENSG00000167792	2638.57964561891	0.191022343535239	0.0726029138981941	2.63105615572257	0.00851199698896059	0.0145566959658831
ENSG00000231793	22.4129280354964	0.560145973200748	0.207102816857546	2.70467578230015	0.00683710847934455	0.0119011066841307
ENSG00000167799	95.9103096802831	0.862727034007638	0.131913870350463	6.54007824738658	6.14866549970284e-11	3.72161919926274e-10
ENSG00000167800	5.36248485722654	4.40653508763207	0.656277561214364	6.71443814028671	1.88792246427604e-11	1.22898491201689e-10
ENSG00000132744	67.8842616211117	3.65504103338703	0.338590994654418	10.7948560094386	3.64032694358068e-27	2.28532899904976e-25
ENSG00000132746	98.5744454585036	3.21949236897085	0.313061394941163	10.2839009248519	8.32868387613226e-25	3.81997557962605e-23
ENSG00000239559	24.3599590568278	0.860797968789472	0.1993331373553	4.31838870450902	1.57172444391454e-05	4.31978922412424e-05
ENSG00000160172	119.242250934302	0.760012793184833	0.1562897193875	4.86284572116022	1.15710034183937e-06	3.8100293012967e-06
ENSG00000110057	2048.46562242071	0.042041073645371	0.111867715913981	0.375810601851368	0.707057705482518	0.754452767059984
ENSG00000006534	2961.30129836452	-0.79649454251801	0.186259289305048	-4.27626748437519	1.90052856229496e-05	5.1615138958961e-05
ENSG00000255306	54.8688578338437	-0.0414106716188935	0.198649090633427	-0.208461420522231	0.834868702866629	0.866081971179329
ENSG00000110717	820.312668241788	0.450049328613266	0.091971475321908	4.89335771811917	9.91299878799476e-07	3.28997575833515e-06
ENSG00000110719	4267.36984186014	0.201778864982843	0.12506214571377	1.61342877839835	0.106651385034861	0.144573541641531
ENSG00000255031	64.6803342029555	0.415726719278249	0.161240394264843	2.5783037877928	0.00992866683523977	0.0167638418639286
ENSG00000110721	1156.55936137993	0.546905787478687	0.133699066798633	4.09057296041112	4.30308812833464e-05	0.000110247082527885
ENSG00000110066	1642.13838698398	0.301865872515656	0.0719274019105698	4.19681323803378	2.70696977893467e-05	7.17782368226524e-05
ENSG00000171067	782.812012561917	0.612562528539726	0.106681849714393	5.7419563888297	9.35889282513027e-09	4.18825569088978e-08
ENSG00000162337	3014.61691606426	0.13295044208322	0.13425861926088	0.990256289057182	0.322048865768482	0.383187959419758
ENSG00000110075	2646.48301253456	0.0507967877975691	0.0517755291347261	0.981096449355251	0.326545181226385	0.387980018077647
ENSG00000069482	7.36885269539604	2.92776629622482	0.470397827849489	6.2240217171275	4.84569961329578e-10	2.60420705006685e-09
ENSG00000132749	47.6745179385274	1.47308004873734	0.2286408324498	6.442768918193	1.173132449752e-10	6.85101080243495e-10
ENSG00000110090	2237.17225405243	-0.851202565976231	0.110654258099313	-7.6924519724516	1.44341671281346e-14	1.44839152565982e-13
ENSG00000250508	24.5776149642943	0.240404001842137	0.249646395317703	0.962978061574637	0.335558532942938	0.397021931108469
ENSG00000197345	470.781414770875	0.372068411123693	0.0945320513812096	3.93589693323475	8.28865422726429e-05	0.000202789885241155
ENSG00000132740	566.695564172574	0.274983556524148	0.0750835534304686	3.66236737555046	0.00024989513547961	0.000565841228206705
ENSG00000261625	27.5617294634883	-1.69716985188781	0.263515818628422	-6.44048566314325	1.1909180539251e-10	6.9466761862083e-10
ENSG00000172935	389.448155712624	-1.70428706911757	0.236620883313644	-7.20260631796611	5.90723479123075e-13	4.72226182733922e-12
ENSG00000162341	607.16059797797	-0.0741937132624893	0.0941508944098708	-0.788029829429967	0.430679257964953	0.49408461043104
ENSG00000172927	83.3443627316761	4.73970033040046	0.42993658791949	11.0241846439178	2.92153972375469e-28	2.18995565337716e-26
ENSG00000260877	10.9975351506098	4.84922400259745	0.649308730444512	7.46828708013476	8.12454438937044e-14	7.37190479846715e-13
ENSG00000110092	4412.06138348552	-0.360839708041066	0.161303194701799	-2.23702765905009	0.0252845323559071	0.0394302880374025
ENSG00000149716	603.878719829582	0.115760819640983	0.0660580595022286	1.75241023598457	0.0797032926096826	0.111307573530477
ENSG00000162344	2.63851215453149	4.22346797636648	0.847229315997567	4.98503521610743	6.19505283273925e-07	2.12412384975079e-06
ENSG00000131620	1135.78458551617	-0.821076390924461	0.176445867931982	-4.65341807404057	3.2647735361193e-06	1.0003971257947e-05
ENSG00000168040	133.869793159445	0.183121246778409	0.107613216125041	1.70166131421657	0.08881887637946	0.122631093304947
ENSG00000131626	1728.04812867099	0.0862035526014028	0.0685317367670037	1.25786324217173	0.208441219220456	0.261760058318418
ENSG00000246889	34.9989074291001	0.947717238335847	0.115816380876333	8.18292914322545	2.77026070149194e-16	3.51781082378455e-15
ENSG00000085733	5955.44524535346	0.436533912716868	0.0846363091883246	5.15776168530145	2.49919426824283e-07	9.08054144596314e-07
ENSG00000162105	986.416369972872	-0.0302999025116342	0.191508160474169	-0.158217291819901	0.874285578469533	0.899125779966952
ENSG00000172893	987.349170585783	0.429980882500948	0.1548196933295	2.7773009573519	0.0054812400124646	0.00971010851943575
ENSG00000254682	46.4438919570661	0.20580998393168	0.153695681638604	1.33907460338161	0.180546387295196	0.230519662792246
ENSG00000172890	2143.48685256319	0.371399779882542	0.0720111207113902	5.15753367276503	2.50223861057817e-07	9.08831521386816e-07
ENSG00000158483	117.971964903882	0.854606142014192	0.108835593026635	7.85226705940809	4.08583293830781e-15	4.40817926410664e-14
ENSG00000254469	40.3977510738005	0.42368527527009	0.10220114106042	4.14560220046478	3.38921787849834e-05	8.83774636048198e-05
ENSG00000228915	9.55183606521184	2.04956906770227	0.281719717103197	7.27520632484338	3.45891382929485e-13	2.8595111076833e-12
