	Ctrl_mean	Treat_mean	theta	prob	log2FC	adj.p
ENSG00000224051	595.011064165492	603.13779219403	-0.0293550821920249	0.0028914649574423	-0.0195711408706736	0.997108535042558
ENSG00000169962	89.1171746350028	54.2062495210755	0.52248192020891	0.88811401108664	0.717244302618097	0.11188598891336
ENSG00000107404	1879.4105998296	1866.2714139495	0.0252598256045367	0.0307679305125346	0.0101214764044328	0.969232069487465
ENSG00000162576	2922.11772762727	2754.28057062025	0.209095684842972	0.504810620688092	0.0853387731329656	0.495189379311908
ENSG00000175756	1172.37226543945	1108.37223114971	0.157769742717465	0.361440113748499	0.0809882725114466	0.638559886251501
ENSG00000221978	8933.1035742657	6449.64166031048	1.62135219880984	0.989363085968224	0.469942482104376	0.0106369140317765
ENSG00000224870	431.984177798187	347.946797943504	0.40709472056593	0.817653731085338	0.312111741285493	0.182346268914662
ENSG00000242485	1479.5878541756	1300.04453946988	0.422315012318509	0.82938413755629	0.18663431187873	0.17061586244371
ENSG00000272455	102.0162772135	44.9278732217003	0.967454393506552	0.967861086513319	1.1831166850102	0.032138913486681
ENSG00000235098	709.949822275367	568.51625740127	0.4409418052539	0.841966553250646	0.32051545634686	0.158033446749354
ENSG00000225285	91.5391859166528	58.9666765039299	0.539264820212967	0.895513827867264	0.63448957883303	0.104486172132736
ENSG00000179403	3230.6736400069	2497.00957674689	0.952753753938513	0.96690260703482	0.37163366367256	0.0330973929651803
ENSG00000215915	216.88800553661	224.467768860968	-0.0512987424667693	0.0221865901974552	-0.0495580339868215	0.977813409802545
ENSG00000160072	1123.72059665709	896.929310431803	0.569665524932899	0.906384848064183	0.325217174776754	0.0936151519358175
ENSG00000197785	484.821051112101	361.859330853379	0.550855505230954	0.899949057116952	0.422023369314223	0.100050942883048
ENSG00000205090	28.9748611331082	43.3562838833719	-0.491987925165958	0.801347333511659	-0.581439360060635	0.198652666488341
ENSG00000160075	2856.54252888594	2898.41642372993	-0.0718807435044933	0.0506437534238282	-0.0209948766160617	0.949356246576172
ENSG00000228594	260.280411559915	170.039960430116	0.593359377306666	0.913578094520474	0.614192911699106	0.0864219054795263
ENSG00000272106	188.204994343283	205.714073927769	-0.141398767457056	0.209828185241677	-0.128335586247242	0.790171814758323
ENSG00000197530	1603.57990799457	1829.54496802358	-0.463345039421198	0.78148947800638	-0.190188629317437	0.21851052199362
ENSG00000189409	100.915769417672	138.746965255773	-0.404952782167279	0.729891591161173	-0.45930458429238	0.270108408838827
ENSG00000248333	886.712888431278	878.42533137226	0.0259402501328207	0.0317466859511597	0.0135473870476097	0.96825331404884
ENSG00000189339	2681.45306672107	2374.1379342105	0.503894760845342	0.879127770295637	0.175611246145622	0.120872229704363
ENSG00000269737	145.237299424947	155.840227553219	-0.0944505743945663	0.0944067732581371	-0.101655679410727	0.905593226741863
ENSG00000269227	34.1038931535296	37.8019378203673	-0.113594420946417	0.139407985399565	-0.148523751938981	0.860592014600435
ENSG00000008128	146.009849376358	128.209312968632	0.184006306507508	0.437565476105348	0.187564630791092	0.562434523894652
ENSG00000268575	76.6461048042524	60.4724813451912	0.298648104543015	0.685520769657659	0.341933697437408	0.314479230342341
ENSG00000227775	326.009835831358	254.48295504588	0.408283262928308	0.818640496286707	0.357346462125189	0.181359503713293
ENSG00000215790	143.665715919739	120.857248171659	0.239721667656065	0.576036739094907	0.249411822751426	0.423963260905093
ENSG00000008130	2093.86411309941	2006.9571079551	0.173945873975703	0.40904833199551	0.0611580335477752	0.59095166800449
ENSG00000078369	8846.64562901229	10623.0912656282	-1.4737547114935	0.98793076627254	-0.264001204960777	0.0120692337274605
ENSG00000169885	22.5637779746456	11.5046405143505	0.638097681932677	0.925506718570992	0.97179274179218	0.0744932814290085
ENSG00000178821	38.3416339877056	22.906204985878	0.522114882081972	0.887939479648275	0.743173362846866	0.112060520351725
ENSG00000142609	174.046957024664	279.786248835213	-0.452318480552856	0.77252610136851	-0.684848466768962	0.22747389863149
ENSG00000187730	55.4628829992012	53.6277587207927	0.0361033877010458	0.048228359133732	0.0485426509340911	0.951771640866268
ENSG00000067606	827.9198996507	1280.41537496762	-1.13113230416109	0.969370051892386	-0.629048805275317	0.0306299481076135
ENSG00000182873	173.235359549633	195.279226204873	-0.172011998357313	0.292727614234254	-0.172805050948091	0.707272385765746
ENSG00000162585	911.12444261804	912.896207702907	-0.00510566273741269	0.00302599850131302	-0.00280272869172646	0.996974001498687
ENSG00000157933	3377.81915855061	5097.30080800672	-1.89021116202486	0.996152009852261	-0.593641402500213	0.0038479901477394
ENSG00000116151	264.488655562646	241.821309746846	0.133229604490908	0.288475167836887	0.129264460466795	0.711524832163113
ENSG00000269896	80.5882546326599	71.1959035645972	0.145162005190559	0.323522468914821	0.178775353418383	0.676477531085179
ENSG00000272420	16.187706549933	10.4356027291256	0.433809890764844	0.837231489659223	0.633384672597461	0.162768510340777
ENSG00000157916	2756.72127865913	2345.56570549523	0.769711740212794	0.950209336652271	0.233017494349197	0.0497906633477292
ENSG00000157911	348.525065178385	328.548706982977	0.111257719228075	0.226945595066927	0.0851551510218415	0.773054404933073
ENSG00000149527	295.236593922108	387.346290915225	-0.326581164448141	0.62877714596467	-0.391752373687899	0.37122285403533
ENSG00000157881	573.632515997866	635.790118496273	-0.241946796546206	0.471486580686021	-0.148423789544555	0.528513419313979
ENSG00000272449	35.3705359837552	42.3737148993088	-0.207327782259142	0.385581057150761	-0.260621534240631	0.614418942849239
ENSG00000238164	307.589100378138	299.866532717397	0.0405225597619939	0.0563927649988702	0.0366838654106753	0.94360723500113
ENSG00000157873	2799.88415875942	3086.3203616255	-0.385251821395344	0.70954945707096	-0.140520683219951	0.29045054292904
ENSG00000228037	20.1735527937289	13.3565886348704	0.376975039731293	0.788104312704733	0.594913600882292	0.211895687295267
ENSG00000157870	733.803182664443	712.135187131494	0.0707838609739713	0.122491674590898	0.0432420228107039	0.877508325409102
ENSG00000142606	39.8279766599023	46.7629519045361	-0.168829289803358	0.283948397907258	-0.23158381286042	0.716051602092742
ENSG00000215912	60.0894687404083	75.1342586313508	-0.23544874317828	0.456295293494494	-0.322358710097094	0.543704706505506
ENSG00000177133	211.829419697522	213.493222961019	-0.0105208917528014	0.00104633248348718	-0.0112873038987019	0.998953667516513
ENSG00000142611	594.793338377928	617.561658062402	-0.0778412156587531	0.0608605199051974	-0.0541946947616873	0.939139480094803
ENSG00000130762	909.832677176217	346.312616232309	1.79857981924285	0.992743484154568	1.39352630466357	0.0072565158454323
ENSG00000162591	2515.59273350203	3433.31901718956	-1.22634128211054	0.974475669454349	-0.44870554252037	0.0255243305456512
ENSG00000238260	19.2756599913896	7.91884618605011	0.831009685499298	0.956409685078198	1.28341811519604	0.0435903149218017
ENSG00000158109	1472.28078151589	1875.39178802723	-0.875126287782091	0.937761894880729	-0.349139183664671	0.062238105119271
ENSG00000116213	700.22253054799	602.674802551818	0.359078011654597	0.767514356872714	0.21643373515995	0.232485643127286
ENSG00000078900	161.342749927908	203.97652047826	-0.256634665255779	0.503086124139519	-0.338274344085219	0.496913875860481
ENSG00000227372	1093.8312679397	1168.84534937433	-0.205244174999627	0.380293048718801	-0.0956938503971994	0.619706951281199
ENSG00000235169	63.1022224471802	51.9633067900611	0.229761477326039	0.554307956603813	0.280197575000407	0.445692043396187
ENSG00000130764	1226.21837392459	1286.91702964874	-0.162480458076388	0.266448403956245	-0.06970311527741	0.733551596043755
ENSG00000272153	56.8950445666366	44.4216640270095	0.313886282689024	0.708876566104414	0.357039565459241	0.291123433895586
ENSG00000116198	1018.86148354427	1073.40997729835	-0.160462854396583	0.260911896121468	-0.0752432757958943	0.739088103878532
ENSG00000169598	267.241664393474	239.487520063891	0.183884881965679	0.437225547539903	0.158194471531853	0.562774452460097
ENSG00000198912	600.820737526965	558.878057109877	0.162910900146097	0.376794071250743	0.104401076356776	0.623205928749257
ENSG00000236423	23.8917613376431	8.12386188759517	1.04974460120467	0.972685675898627	1.55627559748705	0.0273143241013726
ENSG00000196581	44.6494648047192	93.9656690615642	-0.733502108729652	0.90869456799236	-1.07349087305716	0.0913054320076399
ENSG00000131697	683.338369459312	724.042202186219	-0.13576716784816	0.195203593381195	-0.0834736535680287	0.804796406618805
ENSG00000069424	1568.84663117142	2443.27634839233	-1.40808023882766	0.984639595678087	-0.639112726993594	0.0153604043219127
ENSG00000116254	141.501757649035	28.4611465236465	0.817020387598019	0.955206442361906	2.31375428803938	0.0447935576380943
ENSG00000116251	6204.04945697518	6277.03864717442	-0.0725420949061242	0.0517214204672655	-0.0168739043069708	0.948278579532735
ENSG00000158286	714.747485711621	437.16812596969	0.917272251459505	0.962905848806424	0.709245422242875	0.0370941511935763
ENSG00000116237	2421.98111472821	2235.15019229402	0.339795753435646	0.744205425418275	0.115815838288769	0.255794574581725
ENSG00000158292	653.230228157541	992.21158527776	-0.956914129301536	0.946624768363122	-0.603056249549327	0.0533752316368775
ENSG00000097021	489.22354440857	587.812264443256	-0.366991089675216	0.687835614542456	-0.26486162371347	0.312164385457544
ENSG00000069812	80.0000414946616	96.4628534562219	-0.181168836394765	0.31775076463535	-0.269972738620249	0.68224923536465
ENSG00000187017	292.200759358682	100.995807076041	1.04072535524605	0.972165105743825	1.53266452781003	0.027834894256175
ENSG00000215788	617.33571719834	511.277064221831	0.368927564751335	0.779005749410417	0.271949955306135	0.220994250589583
ENSG00000171680	798.873796068015	918.481878900212	-0.340405775600159	0.650643120137126	-0.201283650029888	0.349356879862874
ENSG00000162408	791.911742882796	868.421428333651	-0.255968631092435	0.501721727749099	-0.133055671413547	0.498278272250901
ENSG00000173662	18.2255608723687	13.1881759996686	0.261667139182254	0.620578556630726	0.466718167256889	0.379421443369274
ENSG00000204859	894.04360833349	815.252785068708	0.242791313198448	0.582498112492947	0.133097738243648	0.417501887507053
ENSG00000162413	1388.88534359319	1692.16730062947	-0.605403857323419	0.864864891775518	-0.284944705713344	0.135135108224482
ENSG00000116273	610.585702820717	625.026933434114	-0.0520205307593019	0.0230363959250495	-0.03372455071471	0.976963604074951
ENSG00000041988	299.358115906192	301.758260418757	-0.0139033684394134	0.000310563817186416	-0.0115208805600405	0.999689436182814
ENSG00000007923	892.295383451103	783.206220733473	0.358021024380942	0.766265620434826	0.18812915191489	0.233734379565174
ENSG00000171735	689.964227341314	631.820591479638	0.187885706097538	0.448351328673381	0.127006607943613	0.551648671326619
ENSG00000270035	8.94443416820257	4.976694276936	0.524188552983025	0.888918444117953	0.845802455555767	0.111081555882047
ENSG00000269978	17.8227822374535	7.49633327521217	0.815399591002502	0.955056115765504	1.24946556783069	0.0449438842344962
ENSG00000049245	3097.08765765308	4084.76757713896	-1.3825909489242	0.981017466344016	-0.39934177495269	0.0189825336559836
ENSG00000269925	33.2391850405519	29.932672089752	0.129172470181624	0.276875645842356	0.151163936520024	0.723124354157644
ENSG00000049246	1328.81038713907	1600.81177600657	-0.496852469230084	0.804691427854433	-0.268668429434518	0.195308572145567
ENSG00000049247	71.469088495073	47.9868053599293	0.406334805680648	0.817010783094161	0.574681617218091	0.182989216905839
ENSG00000049249	109.877180457492	109.865144473224	0.000105647027704617	0.0057651996919551	0.000158041968832476	0.994234800308045
ENSG00000116288	2987.77093737855	2659.15455796035	0.538731648980269	0.89529796067147	0.168101912305697	0.10470203932853
ENSG00000116285	8841.07168242147	6909.17995287115	0.672715188619626	0.933579881273367	0.35570677042236	0.0664201187266334
ENSG00000238290	16.2410498040204	4.24273966651428	1.10957536138388	0.975301351126939	1.93657682675922	0.0246986488730608
ENSG00000162426	68.9083343837561	62.8776603711437	0.100666334009499	0.198135529831539	0.13213094875352	0.801864470168461
ENSG00000142599	3639.47384788515	4659.43414667916	-1.39981886834889	0.98339079221959	-0.356424863327571	0.0166092077804095
ENSG00000074800	24755.1772389219	14473.8932033019	2.36287922536472	0.993500002742635	0.774277246831782	0.00649999725736483
ENSG00000280816	23.9437208563829	11.5386311011455	0.685412671103821	0.936169048030843	1.05317528630339	0.0638309519691573
ENSG00000142583	319.47237480481	239.823478346406	0.259474646306395	0.616287057885936	0.413718281561625	0.383712942114064
ENSG00000180758	640.866339800852	852.901807579952	-0.669263061555377	0.887689266945271	-0.412356160057646	0.112310733054729
ENSG00000234546	24.4845931335121	20.0760145361076	0.235434964846095	0.566837170833823	0.286401326829852	0.433162829166177
ENSG00000049239	3897.27194743531	5141.34552606501	-1.33733253876305	0.978128691123467	-0.399681367486515	0.0218713088765328
ENSG00000171621	1267.38018869236	1514.48952581912	-0.338990260179346	0.648467427286563	-0.256982231472461	0.351532572713437
ENSG00000171612	291.325723832064	286.385599706551	0.0277466825906448	0.0344251198388105	0.0246741443783204	0.96557488016119
ENSG00000231181	20.5802744049427	14.1620400362023	0.40602915673825	0.816750871903633	0.53923311834994	0.183249128096367
ENSG00000188807	395.669385382372	427.544696464696	-0.155752244216447	0.248066470115351	-0.11177980820351	0.751933529884649
ENSG00000171608	1110.44378797057	1371.18190602132	-0.540616280392816	0.833340347917698	-0.304283613292779	0.166659652082302
ENSG00000231789	37.9853797306352	21.7360360402339	0.580655547971861	0.909808972290007	0.805355380800431	0.0901910277099934
ENSG00000171603	4163.32274112255	4601.99971555745	-0.545530061069635	0.835990687691317	-0.144525493739384	0.164009312308683
ENSG00000178585	860.349277614274	1119.59729121838	-0.664417417163652	0.886349471846439	-0.379985524069181	0.113650528153561
ENSG00000162441	584.304045891281	546.039472482227	0.154061240044037	0.350283038767778	0.0977140334977507	0.649716961232222
ENSG00000173614	241.081911206428	256.459263869961	-0.108029316275722	0.125896907098977	-0.0892062784669251	0.874103092901023
ENSG00000162444	101.423766884946	187.853022430012	-0.643483212600923	0.879873541783401	-0.889208565873859	0.120126458216599
ENSG00000130939	1673.5656336218	1731.98589090407	-0.131764781877089	0.184926597088673	-0.0495020461256462	0.815073402911327
ENSG00000054523	2153.01627406396	2270.53592887061	-0.220547950010626	0.419239207022443	-0.0766736416065887	0.580760792977557
ENSG00000142657	3348.79737398877	3035.06199403952	0.387701023432481	0.799567237981503	0.141917100189268	0.200432762018497
ENSG00000175279	52.3185632728424	36.9201076706811	0.413950804343566	0.823179699670314	0.502916162992211	0.176820300329686
ENSG00000160049	1120.67884852488	1112.87589579948	0.0220504675529132	0.0263778847221146	0.0100801890145381	0.973622115277885
ENSG00000142655	433.922396670231	526.495609332054	-0.409022391694622	0.733762228270151	-0.278984448059409	0.266237771729849
ENSG00000130940	667.790391823919	964.012544296663	-0.855890897877662	0.934331345878418	-0.529656583734467	0.0656686541215818
ENSG00000272078	63.9368333529134	74.9414646407339	-0.199198527890328	0.364929637215413	-0.229116881223025	0.635070362784587
ENSG00000175262	48.536292712743	30.4622307792421	0.497028541316867	0.875860125574412	0.672042321440645	0.124139874425588
ENSG00000120948	2705.24484106995	2246.53136539131	0.912337372273899	0.962310281470274	0.26805996814113	0.0376897185297259
ENSG00000009724	140.670467539889	163.043919747487	-0.212120500146532	0.397761417860761	-0.212941161022079	0.602238582139239
ENSG00000271895	93.0821515685369	95.0380503348539	-0.0279502847800851	0.00223135482067627	-0.0300006815367044	0.997768645179324
ENSG00000116649	1043.27004298149	830.719275957227	0.581046060552334	0.909926996599765	0.328679701347627	0.0900730034002351
ENSG00000171824	1699.94029984987	1611.34341650771	0.21448504130187	0.518300292657008	0.077220081043128	0.481699707342992
ENSG00000198793	2220.65902041746	2002.68736243703	0.449388542863311	0.8476599996162	0.149050664744666	0.1523400003838
ENSG00000171819	25.6100283204378	72.4322567718569	-0.899890830076139	0.941529838116167	-1.49992347773419	0.058470161883833
ENSG00000120942	525.262549747461	512.227973226226	0.0557263311766725	0.0878488779533614	0.036252684710647	0.912151122046639
ENSG00000204624	21.2559177447321	8.92612206614516	0.710994981892965	0.941688352482803	1.25175910914804	0.0583116475171974
ENSG00000116661	265.510772073774	236.953384675543	0.143938132078525	0.319868836950489	0.164167125217234	0.680131163049511
ENSG00000132879	667.198322623722	621.501468884746	0.158368205108149	0.363234053181704	0.102357860753319	0.636765946818296
ENSG00000116663	419.639495542826	376.600089141673	0.20042242221166	0.482306702424879	0.156117126137658	0.517693297575121
ENSG00000116670	501.466486921658	420.498682413745	0.316448426307688	0.712639653957801	0.254052008577714	0.287360346042199
ENSG00000162490	23.4812732482897	20.7560990972327	0.123006604596849	0.259506362039239	0.177975310287027	0.740493637960761
ENSG00000177674	1029.39623723966	1057.40804493316	-0.0727037670205779	0.0519913295162079	-0.0387337939608722	0.948008670483792
ENSG00000177000	1633.95531672391	2224.53879975261	-1.16939671106471	0.972623174892244	-0.44513773071327	0.0273768251077562
ENSG00000011021	1082.01732849236	1222.95601697465	-0.388424698035779	0.713032377999178	-0.176648914873967	0.286967622000822
ENSG00000116685	1596.02029846812	1583.50408016222	0.0271863850578331	0.0335838409014045	0.0113584154121939	0.966416159098595
ENSG00000083444	3555.2196274147	2496.50859032388	1.12483152325859	0.97658218896777	0.510026815697819	0.0234178110322296
ENSG00000116688	2952.58891793777	3448.11555150932	-0.819295255537523	0.928444309031279	-0.223827614714868	0.0715556909687215
ENSG00000116691	699.778249257995	713.550971520426	-0.0467690857290054	0.0171206050348521	-0.0281186673501574	0.982879394965148
ENSG00000120949	68.9551122648207	114.339562147285	-0.466022608348367	0.783520082557359	-0.729595249907107	0.216479917442641
ENSG00000028137	2207.33212360311	3452.35206200304	-1.26691277841974	0.976587793181658	-0.645275875012896	0.0234122068183416
ENSG00000048707	2769.16347485368	3278.78647800199	-0.773799662647841	0.917839270659469	-0.243711728915306	0.0821607293405305
ENSG00000162496	1960.21834701272	2297.6817247264	-0.514977263626763	0.817496947474342	-0.229164605620813	0.182503052525658
ENSG00000157330	63.5389039319391	105.397257851234	-0.353641040675038	0.670047321778791	-0.73012522408859	0.329952678221209
ENSG00000162493	1073.42486250707	1626.28623064255	-0.899325052905638	0.94146474963546	-0.599359988773611	0.0585352503645402
ENSG00000116731	1915.36183354016	2012.47521773479	-0.204448085121689	0.378272027916886	-0.0713540582002044	0.621727972083114
ENSG00000189337	484.39279162359	806.974012721871	-1.06652580107042	0.96280850546054	-0.736344818549109	0.0371914945394599
ENSG00000175147	109.594412319417	43.2558485489456	1.07864599648126	0.972942443348191	1.34120712887466	0.0270575566518093
ENSG00000171729	570.079996280396	465.454006134353	0.414273536859053	0.82343100575829	0.292525764340896	0.17656899424171
ENSG00000142621	303.43198596298	384.237631763903	-0.302087035750497	0.588131928551761	-0.340625647933273	0.411868071448239
ENSG00000228140	19.1467030983422	21.0575211051378	-0.0766871585636544	0.0588062366303067	-0.137239618508855	0.941193763369693
ENSG00000142634	2302.92748670261	2917.5265355255	-0.924741916051129	0.943424876450485	-0.341276792542672	0.0565751235495153
ENSG00000215704	13.1079904392331	25.351449106044	-0.644527882314595	0.880227907573189	-0.9516216892996	0.119772092426811
ENSG00000132906	584.182324025992	660.263187004037	-0.262223582452207	0.514308970448593	-0.176622504391634	0.485691029551407
ENSG00000116138	1000.00574193327	782.656640495961	0.667989696772716	0.932613467262611	0.353556857538315	0.067386532737389
ENSG00000116771	130.652465626791	17.5532593988322	1.21521984646144	0.980878583479779	2.89592350179918	0.0191214165202207
ENSG00000197312	1898.37249222152	1537.58206825826	0.753001999351681	0.94859671264965	0.304099684688868	0.0514032873503499
ENSG00000116786	2342.2661873441	3070.80716540385	-1.18751926751505	0.973425750067976	-0.390712879047333	0.0265742499320235
ENSG00000237938	33.4791059043145	27.3763922285766	0.23630162577927	0.568712382297063	0.290328664724286	0.431287617702937
ENSG00000162461	105.98586693039	166.064845335828	-0.599234661656352	0.862131262629409	-0.647874801844812	0.137868737370591
ENSG00000162458	1903.66573506768	1456.23828663173	0.808583607971248	0.95437945840152	0.386533732478535	0.0456205415984801
ENSG00000233954	205.331603566494	161.76974738839	0.370246326577415	0.780517145414303	0.344013862475351	0.219482854585697
ENSG00000178715	34.2333992441977	36.0649684191498	-0.0574165922364371	0.0296863542300303	-0.0751936069942875	0.97031364576997
ENSG00000179743	100.360634248927	108.884963945384	-0.11585379900069	0.144960663944879	-0.117611251043249	0.855039336055121
ENSG00000065526	3250.0611621793	3733.17748302725	-0.696556947876965	0.895363348702655	-0.199937230842159	0.104636651297345
ENSG00000116809	828.819061306532	885.449217513894	-0.167081899726718	0.279126177682698	-0.0953523848482909	0.720873822317302
ENSG00000173641	247.230934870036	453.258273315971	-0.918407896026387	0.943038605828497	-0.874474081365721	0.0569613941715027
ENSG00000186510	42.0620992618485	26.4133218565767	0.436276849652206	0.838868756193869	0.671255102156751	0.161131243806131
ENSG00000184908	33.6299386948522	27.4125484319836	0.191115457322579	0.457236542965047	0.294909693101481	0.542763457034953
ENSG00000142627	1663.5958235651	2229.92919837868	-0.841138095940659	0.931973336872198	-0.422692936184346	0.068026663127802
ENSG00000142632	853.364829138128	364.504686772633	1.56747656271466	0.988312573271381	1.22722528732008	0.0116874267286187
ENSG00000237276	80.8635179576922	51.325929714554	0.507366726455378	0.880798532305173	0.655801113795651	0.119201467694827
ENSG00000132881	78.957066158332	92.526268850985	-0.215072189935004	0.405282877935931	-0.228794630984741	0.594717122064069
ENSG00000037637	984.383690987721	1041.15147569707	-0.166168363271222	0.276605145385442	-0.0808873187144446	0.723394854614558
ENSG00000055070	2231.62508753907	2600.07353529108	-0.671287701760805	0.888240448183523	-0.220457751022965	0.111759551816477
ENSG00000157191	1976.65005141289	2360.5171780101	-0.737330426047854	0.909912274227789	-0.256045504646657	0.0900877257722115
ENSG00000226029	89.4001012629733	78.7005383479299	0.162415755957013	0.375322488319489	0.183902961076712	0.624677511680511
ENSG00000080947	302.43251705119	257.990738234803	0.255345958691489	0.608110325354916	0.229293989719041	0.391889674645084
ENSG00000219481	454.713697240176	416.668208598992	0.168127095646075	0.392171704090392	0.1260594347856	0.607828295909608
ENSG00000282056	520.431522149911	458.411096138862	0.245017033949109	0.58713130483531	0.183066381777252	0.41286869516469
ENSG00000215908	183.93007052837	187.754966368061	-0.0313279094061431	0.003963514589026	-0.0296937057579233	0.996036485410974
ENSG00000186301	294.09886138682	153.222210782897	0.828201016398538	0.956174823445672	0.940675756207996	0.0438251765543282
