A	B	correlation	p-value
ME69	stage_3A	-0.0416856131905961	0.722515466930935
ME74	stage_3A	0.0229747697052227	0.844883110357071
ME5	stage_3A	-0.0148403393117578	0.899439519628954
ME68	stage_3A	0.207263587476588	0.0743851993098342
ME100	stage_3A	0.145579803619544	0.212678491705563
ME21	stage_3A	-0.0247483187879938	0.833075207571211
ME103	stage_3A	-0.031181604728276	0.790570701379088
ME76	stage_3A	-0.0806896756253664	0.491339702889632
ME104	stage_3A	-0.0494510353717972	0.673518904006917
ME10	stage_3A	-0.0365760451201799	0.75538872464208
ME15	stage_3A	0.0319978701351411	0.785218260421216
ME101	stage_3A	0.3319164612448	0.00362403534392799
smoking_current	stage_3A	0.385225526248376	0.000642881303824004
stage_3A	stage_3A	0.999999999999999	0
ME27	stage_3A	-0.0133738719659345	0.909332231493798
ME44	stage_3A	-0.0497763105684775	0.671494170078341
ME62	stage_3A	-0.0683324124796146	0.560217722579449
ME80	stage_3A	-0.0600906655272207	0.608564937144002
ME84	stage_3A	-0.0708440301621897	0.545855499873154
ME48	stage_3A	-0.0469547561279894	0.689133696841971
ME58	stage_3A	-0.0813498903509359	0.487789426414675
ME46	stage_3A	-0.0921022028635851	0.431923699038449
ME43	stage_3A	-0.0150952229000532	0.897721604950707
ME28	stage_3A	-0.0364935067040224	0.755923507580559
ME71	stage_3A	-0.024805472944472	0.832695285568442
ME36	stage_3A	-0.0682037622043123	0.560958185710926
ME41	stage_3A	-0.0515676325459318	0.660385886250771
ME18	stage_3A	0.0474956720854094	0.68573884382263
ME54	stage_3A	-0.0402958062132923	0.731410339577593
ME37	stage_3A	-0.0513760835103079	0.661570273409559
ME52	stage_3A	0.00017415511794771	0.998816821378201
ME23	stage_3A	-0.0108958099534531	0.926079660030244
ME83	stage_3A	-0.0603314193080451	0.607127159406621
ME6	stage_3A	-0.0299443014141419	0.798702385116012
ME67	stage_3A	-0.0185365909937917	0.874575913980121
ME4	stage_3A	-0.0178918244084028	0.878905042967741
ME1	stage_3A	0.340282832092035	0.00281610794393488
ME72	stage_3A	0.248822645169153	0.0313458643969603
ME35	stage_3A	-0.0337076224908892	0.774039468572159
ME17	stage_3A	-0.0562848848358271	0.631487039091041
ME7	stage_3A	-0.0675242563386573	0.56487684557668
ME66	stage_3A	-0.0610306285480786	0.602959941626755
ME64	stage_3A	-0.0594148589191991	0.612608752823116
ME85	stage_3A	-0.0884037057624389	0.450718304327277
ME40	stage_3A	-0.00383191272808798	0.973971185907015
ME30	stage_3A	-0.0561782069895573	0.632134720504364
ME77	stage_3A	-0.0781927612152716	0.504888692693632
ME60	stage_3A	-0.0747951052565395	0.523630320892074
ME98	stage_3A	-0.0612358671829874	0.601739137140595
ME61	stage_3A	-0.0544161518225454	0.642872517728472
ME55	stage_3A	-0.0701292829509611	0.54992438798833
ME91	stage_3A	-0.0868008969284144	0.459001959668824
ME19	stage_3A	-0.027193612900848	0.816855778705174
ME26	stage_3A	-0.0152437820959528	0.896720532377446
ME63	stage_3A	0.0533570604053808	0.649362039785617
ME65	stage_3A	0.167333075610941	0.151302370931945
ME97	stage_3A	0.0937522373919225	0.423684391062943
ME3	stage_3A	0.117754850808949	0.314336445147585
ME29	stage_3A	0.00304340561691253	0.979325906907947
ME92	stage_3A	-0.032243905931196	0.783606883046839
treat_Treat	stage_3A	-0.0914363805415278	0.435273992478844
group_treat	stage_3A	-0.0914363805415278	0.435273992478844
ME34	stage_3A	0.0172099702947245	0.883487044992124
ME0	stage_3A	0.0149174101752688	0.898920013186532
ME22	stage_3A	0.0715535465885462	0.541830903830898
ME12	stage_3A	-0.0423361767326897	0.71836431211565
stage_3B	stage_3A	-0.0761544673656867	0.51609030619766
ME38	stage_3A	-0.00551178587163641	0.962567359775885
ME96	stage_3A	0.116742077542009	0.318545738717833
ME11	stage_3A	-0.0420026884688269	0.720491246018213
ME16	stage_3A	-0.0408839368190496	0.727641862914728
stage_1B	stage_3A	-0.261968415997792	0.0231823726799165
gender_woman	stage_3A	-0.176229124172508	0.130427246490937
smoking_never	stage_3A	-0.30012252399939	0.00889436279045917
ME24	stage_3A	0.0302561909587446	0.796650561617304
treat_Ctrl	stage_3A	0.0914363805415278	0.435273992478844
group_ctrl	stage_3A	0.0914363805415278	0.435273992478844
ME42	stage_3A	-0.0126118770005961	0.914478147328003
ME14	stage_3A	-0.029435238536459	0.802054270309517
ME79	stage_3A	-0.0791976528577599	0.499412779652003
ME78	stage_3A	-0.0414899909601303	0.723765277290721
ME47	stage_3A	-0.0204237147646038	0.861926847170293
ME2	stage_3A	-0.0490536465078156	0.675995668783742
ME70	stage_3A	-0.047140720566016	0.687965866131078
ME88	stage_3A	-0.0544328189600246	0.642770602143853
ME102	stage_3A	-0.053788772103382	0.646713568585864
ME13	stage_3A	-0.0164771475907452	0.888415806802495
ME75	stage_3A	-0.0510004601733989	0.663895237291537
ME81	stage_3A	-0.106701762520064	0.362217059461355
ME94	stage_3A	-0.0856731527019011	0.464880082791779
ME31	stage_3A	-0.108216895783148	0.355401595675684
ME8	stage_3A	-0.0978617636504114	0.403559753268752
ME59	stage_3A	-0.0881054671189931	0.452253357449339
age	stage_3A	-0.0310575222871497	0.791385193001994
stage_4	stage_3A	-0.0761544673656867	0.51609030619766
ME9	stage_3A	-0.0312570365907666	0.790075667223051
ME51	stage_3A	-0.0347800025659321	0.767051162896667
ME86	stage_3A	-0.07277058982922	0.534961406570567
ME82	stage_3A	-0.00722654547775463	0.950934452565289
ME87	stage_3A	-0.00234182538300857	0.984091085272333
ME99	stage_3A	0.0141506879772632	0.90409005928687
ME33	stage_3A	-0.0281325392904687	0.810647916878402
ME89	stage_3A	-0.0249486950030644	0.831743410894578
ME20	stage_3A	-0.0321544847418302	0.78419243001195
ME73	stage_3A	-0.0153966738300401	0.895690432918279
ME39	stage_3A	0.0384445919005909	0.743313196212818
ME50	stage_3A	-0.0304780946361553	0.795191563613724
ME93	stage_3A	-0.0161395814237092	0.890687616677425
ME32	stage_3A	0.0527948749894271	0.652817455607233
ME45	stage_3A	-0.0200808540709442	0.864222503841823
ME90	stage_3A	-0.0579455689101692	0.62144036648188
stage_1A	stage_3A	-0.180299029221126	0.121640347999784
smoking_ever	ME27	0.0957326304431632	0.413915397563545
ME95	ME27	0.0198361325072263	0.86586174842696
gender_man	ME27	-0.0248250449931427	0.832565192676766
ME49	ME27	0.00864521415368568	0.941317850635063
stage_2B	ME27	0.215206539845508	0.0637061206840441
stage_2A	ME27	-0.0475214360575511	0.68557730029677
ME53	ME27	-0.142270503416294	0.223372457509894
ME56	ME27	-0.173393278793227	0.136829297018283
ME25	ME27	-0.224072199783474	0.0532879602839459
ME57	ME27	-0.114549423975783	0.327782091733198
ME69	ME27	-0.24245373740748	0.0360977010408845
ME74	ME27	-0.0500919708194615	0.669531515599997
ME5	ME27	-0.0162185435106075	0.890156124832417
ME68	ME27	-0.139669989524866	0.232036221349177
ME100	ME27	-0.112710628127966	0.335657701162078
ME21	ME27	-0.0376093261641639	0.748703677567913
ME103	ME27	0.00926819682982184	0.937097458307869
ME76	ME27	0.0176925982011516	0.88024342248232
ME104	ME27	0.0373415346688895	0.750434463323756
ME10	ME27	0.0854162715401649	0.466224729675935
ME15	ME27	0.092550285395079	0.429677292556905
ME101	ME27	0.164843153120348	0.157569047827042
smoking_current	ME27	-0.107867209668224	0.356967498067095
stage_3A	ME27	-0.0133738719659345	0.909332231493798
ME27	ME27	1	0
ME44	ME27	0.791899229550767	2.68953603665799e-17
ME62	ME27	0.17167995618404	0.140810618638178
ME80	ME27	0.151722613186318	0.193798305936392
ME84	ME27	0.185875369604678	0.110346204617354
ME48	ME27	0.213464002036285	0.0659358348144868
ME58	ME27	0.297958899286941	0.00942285255792645
ME46	ME27	0.0881513171322497	0.452017176496171
ME43	ME27	-0.0415428405671971	0.723427555301179
ME28	ME27	0.115041202694876	0.32569585919722
ME71	ME27	0.0295358049850195	0.801391813411481
ME36	ME27	0.309981741758883	0.00680079872629108
ME41	ME27	0.0918341232519081	0.433270862609703
ME18	ME27	-0.110324809727144	0.346052446899263
ME54	ME27	-0.127809024170205	0.274500615477878
ME37	ME27	-0.122838802939798	0.293750301031605
ME52	ME27	-0.252213780240297	0.0290378919907012
ME23	ME27	-0.141308576198358	0.226550371239912
ME83	ME27	-0.125780817075168	0.282251432136808
ME6	ME27	-0.10883817339258	0.352629988299561
ME67	ME27	-0.144125807590879	0.217331593141976
ME4	ME27	-0.0945552050591426	0.419707643620703
ME1	ME27	-0.066668934721243	0.569827671583097
ME72	ME27	-0.0705002378418268	0.547810803046398
ME35	ME27	-0.117885010937432	0.313798082513061
ME17	ME27	-0.107413849862882	0.359003978193012
ME7	ME27	-0.0628719367631403	0.592046742639129
ME66	ME27	-0.0890025362479282	0.447644827990327
ME64	ME27	-0.0670544370626355	0.567593774831652
ME85	ME27	-0.0273900067619314	0.81555634469407
ME40	ME27	-0.344047000916665	0.00250834610769023
ME30	ME27	-0.0644861955235787	0.58255295037002
ME77	ME27	-0.156310909196857	0.18050426632827
ME60	ME27	-0.0541671216586643	0.64439606103798
ME98	ME27	-0.155600931867586	0.18251676889131
ME61	ME27	0.0620473835334113	0.596922790321734
ME55	ME27	-0.046239261386281	0.693633651010482
ME91	ME27	-0.16343105111598	0.161207557656965
ME19	ME27	0.166189922958256	0.154155986731997
ME26	ME27	0.160488854694112	0.168987588444976
ME63	ME27	0.202287617211654	0.0817746490060091
ME65	ME27	-0.0701638711200437	0.549727149207376
ME97	ME27	-0.0725680003897631	0.536101914643763
ME3	ME27	0.0432984823649247	0.712238903155515
ME29	ME27	-0.0211589252594037	0.857008047111463
ME92	ME27	-0.0739950057945772	0.528093978480082
treat_Treat	ME27	0.239829091967496	0.0382237866201417
group_treat	ME27	0.239829091967496	0.0382237866201417
ME34	ME27	-0.0455906666429266	0.69772201968489
ME0	ME27	0.0824558881283734	0.481872480054233
ME22	ME27	-0.0134831651297423	0.908594451615724
ME12	ME27	0.00405990235182779	0.972423120917812
stage_3B	ME27	-0.0281671422363551	0.810419354125627
ME38	ME27	-0.111031788363224	0.342951493861487
ME96	ME27	-0.121935564984545	0.297341481576178
ME11	ME27	0.00627905865206846	0.957361081148765
ME16	ME27	-0.0529996658859399	0.651557879371785
stage_1B	ME27	0.0378995350513991	0.746829403191093
gender_woman	ME27	0.0248250449931427	0.832565192676766
smoking_never	ME27	-0.0169575848224036	0.885184030665243
ME24	ME27	-0.309128429880386	0.00696305562878632
treat_Ctrl	ME27	-0.239829091967496	0.0382237866201417
group_ctrl	ME27	-0.239829091967496	0.0382237866201417
ME42	ME27	-0.022176104532064	0.85021177844722
ME14	ME27	-0.11865755946636	0.310614936341609
ME79	ME27	-0.0801551010831493	0.494224279168406
ME78	ME27	-0.241430437197345	0.0369145737999219
ME47	ME27	-0.364516535499013	0.00130365254162647
ME2	ME27	-0.266082247050272	0.0210324640428176
ME70	ME27	-0.221397073392341	0.056273260485612
ME88	ME27	-0.148094553796917	0.204797892712017
ME102	ME27	-0.0138063271734748	0.906413410931532
ME13	ME27	-0.0214285455942343	0.855205550051027
ME75	ME27	-0.122735214289983	0.294160706181183
ME81	ME27	-0.0106231137963541	0.927924710415755
ME94	ME27	-0.125934555797567	0.281658878415745
ME31	ME27	-0.108262695828386	0.35519681684652
ME8	ME27	-0.0530256608501	0.651398065627667
ME59	ME27	0.00614964852470407	0.958239066086997
age	ME27	0.207714179560321	0.073743339402036
stage_4	ME27	-0.0460826337788248	0.694620147270464
ME9	ME27	0.169444309252527	0.146136055071816
ME51	ME27	0.117772416249252	0.314263757044275
ME86	ME27	-0.0730081926992325	0.533625313618658
ME82	ME27	0.148158202986408	0.204601167585052
ME87	ME27	0.320233610480934	0.00509618905538581
ME99	ME27	0.556699410135676	2.14317685514295e-07
ME33	ME27	-0.0064105117855727	0.956469287270243
ME89	ME27	0.132618571750499	0.25669446989082
ME20	ME27	0.0542666080872539	0.643787236425416
ME73	ME27	0.175685559434658	0.131636398176458
ME39	ME27	0.26692265209539	0.0206148510773361
ME50	ME27	0.0612076878640473	0.601906689250541
ME93	ME27	0.527395736017254	1.16443642946118e-06
ME32	ME27	0.452164652187558	4.65138330442535e-05
ME45	ME27	0.439594628697	7.94869722606819e-05
ME90	ME27	-0.112072398324353	0.338418913173892
stage_1A	ME27	-0.125845946847019	0.282000302083434
smoking_ever	ME44	-0.0260053432950722	0.824728326093732
ME95	ME44	-0.033061643211932	0.778257788018311
gender_man	ME44	-0.101943451377704	0.384137481712349
ME49	ME44	0.0906116485097496	0.439444176901791
stage_2B	ME44	0.0991180843088414	0.397521232082914
stage_2A	ME44	-0.114303708837692	0.328827643206319
ME53	ME44	-0.141204863237361	0.226894883828069
ME56	ME44	-0.16735552884614	0.151246718995422
ME25	ME44	-0.21255030001289	0.0671299153134588
ME57	ME44	-0.101007740980485	0.388539726826288
ME69	ME44	-0.323131936224533	0.00468859489284602
ME74	ME44	-0.150166100050965	0.198464158627893
ME5	ME44	-0.0663306417931759	0.571791377480664
ME68	ME44	-0.157806012380188	0.176319121342491
ME100	ME44	-0.189466842180273	0.103513224777096
ME21	ME44	0.0478401833930107	0.683579878348737
ME103	ME44	0.0433304020812912	0.712036031783476
ME76	ME44	-0.0557588769806318	0.634683306917061
ME104	ME44	-0.0208584490228002	0.85901768597646
ME10	ME44	0.0471318674286655	0.688021446106964
ME15	ME44	0.0188083627790572	0.8727522614461
ME101	ME44	0.0802696501366985	0.493605424110751
smoking_current	ME44	-0.14151181506143	0.225876314658355
stage_3A	ME44	-0.0497763105684775	0.671494170078341
ME27	ME44	0.791899229550767	2.68953603665799e-17
ME44	ME44	1	0
ME62	ME44	0.38559601005141	0.000634531232395412
ME80	ME44	0.28695122863452	0.0125579687904837
ME84	ME44	0.363248099840271	0.00135931538687494
ME48	ME44	0.415692581236405	0.000208183662927592
ME58	ME44	0.485325838137825	1.01869977117519e-05
ME46	ME44	0.0416873311506185	0.722504494266184
ME43	ME44	-0.054801426784772	0.640518338756996
ME28	ME44	0.0164566941328493	0.888553432588707
ME71	ME44	-0.0998037735868623	0.39424808742358
ME36	ME44	0.130029903323918	0.266178277804705
ME41	ME44	0.0693459503530393	0.554400456607082
ME18	ME44	-0.0925915691142814	0.429470656677198
ME54	ME44	-0.123394960856833	0.291553306573052
ME37	ME44	-0.0466623101875656	0.690971683823747
ME52	ME44	-0.112051980810222	0.338507481770414
ME23	ME44	-0.0264379194088877	0.821860371654009
ME83	ME44	0.0431215453005131	0.713363819154901
ME6	ME44	-0.0274100853858469	0.815423523011061
ME67	ME44	-0.0262131626501132	0.823350207437253
ME4	ME44	-0.0513763541888606	0.661568599162066
ME1	ME44	-0.0624906532795001	0.594299261573048
ME72	ME44	-0.0409020983353341	0.72752559414279
ME35	ME44	-0.0882580396845781	0.451467695615303
ME17	ME44	-0.0992596935713693	0.396843947554232
ME7	ME44	-0.00442986398822358	0.969911275353634
ME66	ME44	-0.0841279964089512	0.473000007041691
ME64	ME44	-0.0848960974997667	0.468954050294737
ME85	ME44	-0.0330752129132601	0.778169109999204
ME40	ME44	-0.391296476449973	0.000517906748816001
ME30	ME44	0.0134509784440086	0.90881171877809
ME77	ME44	-0.152478612466933	0.191560775421031
ME60	ME44	-0.0155384913958569	0.894735098944926
ME98	ME44	-0.130574888915144	0.264162312531023
ME61	ME44	0.00011545225556566	0.999215637934077
ME55	ME44	-0.0277171646406471	0.813392818769927
ME91	ME44	-0.119941120332402	0.305372563505432
ME19	ME44	0.163376085601285	0.161350431164929
ME26	ME44	0.0675600049271439	0.564670365232242
ME63	ME44	0.189167452454545	0.104069934755027
ME65	ME44	-0.0239761624664446	0.838211685892115
ME97	ME44	-0.0120382395294897	0.918354373631367
ME3	ME44	-0.00534719858157157	0.963684367006214
ME29	ME44	-0.0103503018004744	0.929770924371134
ME92	ME44	-0.0764421318232739	0.514501808928041
treat_Treat	ME44	0.287991624914596	0.0122272287213476
group_treat	ME44	0.287991624914596	0.0122272287213476
ME34	ME44	0.00207837631247907	0.985880600928372
ME0	ME44	0.200777175471859	0.0841295244848906
ME22	ME44	0.0675503366526969	0.564726204729962
ME12	ME44	-0.000305096102959031	0.997927233360645
stage_3B	ME44	-0.0688659219930677	0.55715200078854
ME38	ME44	-0.0787600714117005	0.501793470226542
ME96	ME44	-0.154594787360505	0.185396618091187
ME11	ME44	0.00635632310229847	0.956836903417494
ME16	ME44	-0.0374540946177768	0.749706817217355
stage_1B	ME44	0.185929974887229	0.110239765865923
gender_woman	ME44	0.101943451377704	0.384137481712349
smoking_never	ME44	0.125734414106457	0.282430445177624
ME24	ME44	-0.392983837793012	0.000487347693919319
treat_Ctrl	ME44	-0.287991624914596	0.0122272287213476
group_ctrl	ME44	-0.287991624914596	0.0122272287213476
ME42	ME44	-0.143212835073697	0.22028969094289
ME14	ME44	-0.178479149970923	0.125511706867576
ME79	ME44	-0.187083295773602	0.108010172684325
ME78	ME44	-0.267422791792463	0.0203696986259996
ME47	ME44	-0.429343954284835	0.000121183699016608
ME2	ME44	-0.314866214705209	0.00593449604591508
ME70	ME44	-0.268352208265685	0.0199207382386152
ME88	ME44	-0.216200157548018	0.062462265662772
ME102	ME44	-0.0967480231252928	0.408957668370794
ME13	ME44	-0.13550867759782	0.246380836491407
ME75	ME44	-0.191387493794108	0.0999967582560754
ME81	ME44	0.00297823942864907	0.979768491999659
ME94	ME44	0.0350522774810565	0.765279772363981
ME31	ME44	-0.149449938805169	0.200637752593071
ME8	ME44	-0.00444942070115033	0.96977850344423
ME59	ME44	0.070684629219158	0.546761663961993
age	ME44	0.164374074145898	0.158770883634793
stage_4	ME44	-0.0418655483549146	0.721366519383047
ME9	ME44	0.168898960248493	0.147457714177474
ME51	ME44	0.176092445511992	0.13073048894907
ME86	ME44	-0.0819814306930948	0.484406073364487
ME82	ME44	0.208495049623667	0.0726415125353379
ME87	ME44	0.151886441602072	0.19331183551138
ME99	ME44	0.406467195015811	0.000296267211664851
ME33	ME44	-0.0642252003728374	0.584083192724138
ME89	ME44	-0.00311972575386027	0.978807576179456
ME20	ME44	0.119252953663485	0.308176013015553
ME73	ME44	0.160019193975218	0.170254612108403
ME39	ME44	0.295006224355844	0.0101882273328164
ME50	ME44	0.0557528393384381	0.634720033325984
ME93	ME44	0.502186660022721	4.42087223394193e-06
ME32	ME44	0.61351134280659	4.85302337194864e-09
ME45	ME44	0.537563045209737	6.59056078456437e-07
ME90	ME44	-0.103199824236391	0.378273848556827
stage_1A	ME44	-0.132617488885052	0.256698388399337
smoking_ever	ME62	-0.237499463803778	0.0401972673362171
ME95	ME62	-0.183952325438932	0.114145612108434
gender_man	ME62	-0.259202238887054	0.0247307534142734
ME49	ME62	0.143575406132513	0.2191115665732
stage_2B	ME62	-0.0159596125940356	0.891899161798177
stage_2A	ME62	-0.0914946661364398	0.434980125099765
ME53	ME62	0.0218726966005911	0.852237877247873
ME56	ME62	0.00689284392226603	0.953197553388159
ME25	ME62	-0.0872840614921207	0.45649610590143
ME57	ME62	-0.166368254222443	0.153708206653869
ME69	ME62	-0.344920515529765	0.00244138406023877
ME74	ME62	-0.382711495773686	0.000702238403553786
ME5	ME62	-0.052268620881548	0.656058648350232
ME68	ME62	-0.0228561552084611	0.845674069163576
ME100	ME62	-0.168904449437599	0.147444366643503
ME21	ME62	0.0676316211657611	0.564256823862251
ME103	ME62	0.0195456898539832	0.867807984504564
ME76	ME62	-0.219308415756068	0.0586977029839784
ME104	ME62	-0.0457360087273435	0.696805114412711
ME10	ME62	-0.0078933916838649	0.946413206301343
ME15	ME62	-0.00774641177338822	0.947409596299975
ME101	ME62	0.0258125362982915	0.826007366234152
smoking_current	ME62	-0.0237128664913189	0.839964718961983
stage_3A	ME62	-0.0683324124796146	0.560217722579449
ME27	ME62	0.17167995618404	0.140810618638178
ME44	ME62	0.38559601005141	0.000634531232395412
ME62	ME62	1	0
ME80	ME62	0.809024432566055	1.62268989612165e-18
ME84	ME62	0.894793773514693	2.82593353628371e-27
ME48	ME62	0.849383969647534	5.97401456673949e-22
ME58	ME62	0.748708305330438	1.13693356192093e-14
ME46	ME62	0.0214056330446624	0.855358699050624
ME43	ME62	0.0546891979849142	0.641203735891359
ME28	ME62	-0.0412653425823058	0.725201422777389
ME71	ME62	-0.137523826509522	0.239360117753547
ME36	ME62	0.0858337755952444	0.464040375201133
ME41	ME62	0.102578555007556	0.381166605015851
ME18	ME62	0.0215832887328921	0.854171376780223
ME54	ME62	0.143453140373425	0.219508356039778
ME37	ME62	0.14856145523397	0.203357933888767
ME52	ME62	0.190710158635371	0.101226065371964
ME23	ME62	0.323412719124107	0.00465068713601743
ME83	ME62	0.43420697856953	9.93768733195281e-05
ME6	ME62	0.171596348686813	0.141007109350413
ME67	ME62	0.166059774824931	0.154483393844825
ME4	ME62	0.227147154251092	0.050017815505045
ME1	ME62	0.103100569567044	0.378735107811266
ME72	ME62	0.213138294714774	0.0663595070544188
ME35	ME62	0.0684469339763571	0.559558969944797
ME17	ME62	0.0285701744894605	0.807758376840832
ME7	ME62	0.330487974160211	0.00378094224741533
ME66	ME62	0.206109371760044	0.076049762070937
ME64	ME62	0.0451328337319665	0.700613125616291
ME85	ME62	0.101488406655811	0.386274589121898
ME40	ME62	-0.151055016460744	0.195789761837873
ME30	ME62	0.348177169814781	0.00220562557412576
ME77	ME62	0.0327732427867009	0.780143152241821
ME60	ME62	0.106134302308941	0.364790142652155
ME98	ME62	-0.0768206855150837	0.512415216209971
ME61	ME62	0.112284069594134	0.337501568575723
ME55	ME62	0.0370832807282147	0.752104772194489
ME91	ME62	0.16073190833887	0.168334618770923
ME19	ME62	0.316373607668079	0.00568758003975602
ME26	ME62	0.0925358733553563	0.429749441925284
ME63	ME62	0.308767030942571	0.00703279546746414
ME65	ME62	0.245557574933745	0.033711760990144
ME97	ME62	0.383805008147493	0.000675833023068335
ME3	ME62	0.0845831988916248	0.470599969878114
ME29	ME62	0.237573670444078	0.0401331253105194
ME92	ME62	0.127463294265016	0.275811659448914
treat_Treat	ME62	0.445580130181745	6.17474890248684e-05
group_treat	ME62	0.445580130181745	6.17474890248684e-05
ME34	ME62	0.334112080488474	0.0033941576474403
ME0	ME62	0.481359822650667	1.23188574141832e-05
ME22	ME62	0.427503796325554	0.000130529220742895
ME12	ME62	0.0817808829531089	0.485479116585128
stage_3B	ME62	-0.0291816970701326	0.803725030332976
ME38	ME62	0.0363189604471544	0.757054804673787
ME96	ME62	-0.0721897638704138	0.538234457718874
ME11	ME62	-0.0239494667979913	0.838389390843306
ME16	ME62	0.0851265991689028	0.46774355570876
stage_1B	ME62	0.175104238430772	0.132938932985335
gender_woman	ME62	0.259202238887054	0.0247307534142734
smoking_never	ME62	0.248649048424359	0.0314680446943272
ME24	ME62	-0.339811442346363	0.00285693689087239
treat_Ctrl	ME62	-0.445580130181745	6.17474890248684e-05
group_ctrl	ME62	-0.445580130181745	6.17474890248684e-05
ME42	ME62	-0.268109911225215	0.0200369583720173
ME14	ME62	-0.317104431196934	0.00557116840129575
ME79	ME62	-0.343668316257474	0.00253788308484812
ME78	ME62	-0.325598950839058	0.00436470510004459
ME47	ME62	-0.314431254291036	0.00600748049704966
ME2	ME62	-0.331304168860158	0.00369056598983777
ME70	ME62	-0.321793268126771	0.00487311639422934
ME88	ME62	-0.332786767716023	0.00353130732185025
ME102	ME62	-0.300563582243373	0.00878986874116844
ME13	ME62	-0.394081818798766	0.000468356590628095
ME75	ME62	-0.398254949405083	0.000402181429749672
ME81	ME62	-0.198267118797949	0.0881614076612075
ME94	ME62	-0.0591365869272048	0.614277218653227
ME31	ME62	-0.336607839188166	0.0031487156638937
ME8	ME62	-0.292027334321347	0.011014762757677
ME59	ME62	-0.228133215466979	0.049004735032234
age	ME62	-0.0128324464374394	0.912988223961001
stage_4	ME62	-0.0691377303226027	0.55559318343635
ME9	ME62	-0.0485706125570208	0.679010852692998
ME51	ME62	-0.161991127594941	0.164981367513288
ME86	ME62	-0.232362671294011	0.0448488584659108
ME82	ME62	0.0830978852039942	0.478455497071058
ME87	ME62	-0.162118286547411	0.164645505641087
ME99	ME62	-0.0448910391625612	0.702141719472257
ME33	ME62	-0.39252329423828	0.000495520705673975
ME89	ME62	-0.294244777909449	0.0103941845458206
ME20	ME62	-0.164186380847532	0.159253674581116
ME73	ME62	-0.197446591121675	0.0895120036566093
ME39	ME62	-0.110370248921661	0.345852616892979
ME50	ME62	-0.217198142707059	0.0612328166573389
ME93	ME62	-0.103167836103	0.37842246775154
ME32	ME62	0.0724019139686644	0.537037816728811
ME45	ME62	-0.00868196143014069	0.941068860500338
ME90	ME62	-0.0642655390301521	0.583846563197088
stage_1A	ME62	-0.0429145991713012	0.714680299005846
smoking_ever	ME80	-0.155895797535079	0.181678973334328
ME95	ME80	-0.157900981500775	0.176055693649556
gender_man	ME80	-0.193844135945668	0.0956357393744995
ME49	ME80	0.084295709766144	0.47211497832626
stage_2B	ME80	-0.0104481877704456	0.929108452771251
stage_2A	ME80	-0.0530270908169392	0.651389274827875
ME53	ME80	0.0215246895888819	0.854562975511848
ME56	ME80	-0.0166725038504835	0.88710147392369
ME25	ME80	-0.102188419784653	0.382989932776923
ME57	ME80	-0.128065591542829	0.27353038387663
ME69	ME80	-0.233152668964615	0.044105827205536
ME74	ME80	-0.261736406240667	0.0233089944915042
ME5	ME80	-0.000224230564294	0.998476618140637
ME68	ME80	-0.0125627227066658	0.914810219704671
ME100	ME80	-0.130054882783725	0.266085649738435
ME21	ME80	0.0441091294604102	0.70709290673669
ME103	ME80	0.0485826283155378	0.678935786905233
ME76	ME80	-0.100342110052544	0.391689560155643
ME104	ME80	0.0108931249052877	0.926097825068277
ME10	ME80	0.0618265316374189	0.598231843671124
ME15	ME80	0.055324193623232	0.637329690651619
ME101	ME80	0.0276688056111764	0.813712534200996
smoking_current	ME80	-0.0450155245198736	0.701354591392134
stage_3A	ME80	-0.0600906655272207	0.608564937144002
ME27	ME80	0.151722613186318	0.193798305936392
ME44	ME80	0.28695122863452	0.0125579687904837
ME62	ME80	0.809024432566055	1.62268989612165e-18
ME80	ME80	1	0
ME84	ME80	0.923308057872298	4.60889482444533e-32
ME48	ME80	0.446845465009983	5.85020176486649e-05
ME58	ME80	0.415615213090845	0.000208809474499148
ME46	ME80	0.0859691914541644	0.46333308843829
ME43	ME80	0.0235026340571778	0.841365012068738
ME28	ME80	0.0189404679976728	0.871866042902439
ME71	ME80	-0.0136384624674562	0.907546255021161
ME36	ME80	0.064340967214434	0.583404213277849
ME41	ME80	0.0825239541054069	0.481509588936256
ME18	ME80	-0.0358067113705239	0.760377811417985
ME54	ME80	0.0501652825459559	0.66907600686365
ME37	ME80	0.0706044021934596	0.547218015160007
ME52	ME80	0.121004143010642	0.301074691540575
ME23	ME80	0.206463129532658	0.0755364546392088
ME83	ME80	0.241224147381621	0.0370811026068657
ME6	ME80	0.141670417227801	0.225351273692805
ME67	ME80	0.092015386701949	0.432359710415108
ME4	ME80	0.1151908035678	0.325062900782393
ME1	ME80	0.0642259857371212	0.584078585302268
ME72	ME80	0.125251381426676	0.284298361056272
ME35	ME80	0.0479354336281446	0.682983415063272
ME17	ME80	0.034071545451009	0.771665875064435
ME7	ME80	0.235591457650081	0.0418759567870471
ME66	ME80	0.1183894687985	0.311717182519105
ME64	ME80	-0.00262039954640224	0.982198915699246
ME85	ME80	0.0620338613870165	0.597002903319384
ME40	ME80	-0.20084061353865	0.0840295508979272
ME30	ME80	0.221930174044478	0.055667713449036
ME77	ME80	0.0275531108763014	0.814477548577765
ME60	ME80	0.0697592210469878	0.552036797647111
ME98	ME80	-0.0836674102837031	0.475435127516815
ME61	ME80	0.147965469302558	0.205197276946022
ME55	ME80	0.0615122119195694	0.60009710499264
