A	B	correlation	p-value
ME64	ME85	0.811267350791497	1.10014224438774e-18
ME85	ME85	1	0
ME40	ME85	0.581848727721616	4.38023873392944e-08
ME30	ME85	0.745739322733333	1.64677720838985e-14
ME77	ME85	0.769117094305395	7.68778335913475e-16
ME60	ME85	0.796425974738276	1.31423818979991e-17
ME98	ME85	0.730559472686079	1.0137181913714e-13
ME61	ME85	0.531233556843538	9.41358932007788e-07
ME55	ME85	0.375476722764776	0.000901933903908484
ME91	ME85	0.518509900508296	1.88652089286239e-06
ME19	ME85	0.571602637062073	8.49944349735876e-08
ME26	ME85	0.438843922053963	8.20177846952603e-05
ME63	ME85	0.403514977278412	0.000330974883291272
ME65	ME85	0.173109623159483	0.137482498229296
ME97	ME85	0.335285520411554	0.00327670943575361
ME3	ME85	0.16778384026503	0.150188040950768
ME29	ME85	0.481732563114661	1.21020259625782e-05
ME92	ME85	0.589134958525558	2.69567491408382e-08
treat_Treat	ME85	0.403881908477114	0.000326467100582678
group_treat	ME85	0.403881908477114	0.000326467100582678
ME34	ME85	0.326588410731747	0.00424048549642926
ME0	ME85	0.48189241271853	1.20101348529403e-05
ME22	ME85	0.437604911177666	8.63584348984114e-05
ME12	ME85	-0.000604253320443205	0.995894827628644
stage_3B	ME85	-0.0715389376202629	0.541913623964978
ME38	ME85	-0.0665714869073537	0.570393008659205
ME96	ME85	-0.105315159642739	0.368524116234891
ME11	ME85	-0.125154895012784	0.284672458517035
ME16	ME85	-0.047123357405805	0.688074873566467
stage_1B	ME85	-0.0603358353596847	0.607100800694673
gender_woman	ME85	-0.104695437864522	0.37136446812273
smoking_never	ME85	0.0403801594611449	0.730869449465319
ME24	ME85	-0.259281124151387	0.024685411491425
treat_Ctrl	ME85	-0.403881908477114	0.000326467100582678
group_ctrl	ME85	-0.403881908477114	0.000326467100582678
ME42	ME85	-0.067009128146526	0.567856116435403
ME14	ME85	-0.347834090167813	0.00222946098980239
ME79	ME85	-0.24504753847136	0.0340945082533141
ME78	ME85	-0.367691897331768	0.00117322707508562
ME47	ME85	-0.27670328597868	0.016252422659
ME2	ME85	-0.414896073887143	0.00021470973388562
ME70	ME85	-0.415022274440674	0.000213663343459772
ME88	ME85	-0.399968156749811	0.000377582381984349
ME102	ME85	-0.314388897996836	0.0060146298305717
ME13	ME85	-0.42770102552723	0.000129496658447771
ME75	ME85	-0.446445182680056	5.95111902562388e-05
ME81	ME85	-0.190249365183197	0.102069082317028
ME94	ME85	-0.0866021785485581	0.460034766321019
ME31	ME85	-0.251116936703414	0.029768189615069
ME8	ME85	-0.197912763781612	0.0887426919267657
ME59	ME85	-0.142066129047558	0.224045021289003
age	ME85	-0.132853596233905	0.255844961249121
stage_4	ME85	-0.0471353354117295	0.687999673920652
ME9	ME85	-0.0912274453061679	0.436328334542367
ME51	ME85	-0.316891464572785	0.00560487217272176
ME86	ME85	-0.255705482236158	0.0268128246094046
ME82	ME85	-0.206008278769952	0.0761969601980718
ME87	ME85	-0.101002200547729	0.388565882213625
ME99	ME85	-0.101906349077244	0.384311466075247
ME33	ME85	-0.348036214776761	0.0022153905916311
ME89	ME85	-0.231280873758853	0.0458830839391667
ME20	ME85	-0.170642141748	0.143264287202275
ME73	ME85	-0.298813109956606	0.00921101225824763
ME39	ME85	-0.340062112137152	0.00283515997464839
ME50	ME85	-0.394142317996445	0.000467330091671222
ME93	ME85	-0.265010467719167	0.0215755057760578
ME32	ME85	-0.233761455689882	0.0435402010851061
ME45	ME85	-0.203021055200729	0.0806502154304274
ME90	ME85	-0.0717337393598236	0.540811108805999
stage_1A	ME85	0.212270955091215	0.0674984389944659
smoking_ever	ME40	-0.146147538566723	0.210880882829432
ME95	ME40	0.251696427351031	0.0293804509546486
gender_man	ME40	0.128686805949892	0.271190726586808
ME49	ME40	-0.170278321650555	0.144132015194539
stage_2B	ME40	-0.0564979609052708	0.630194203347124
stage_2A	ME40	0.0573420833380199	0.625083425235571
ME53	ME40	-0.356746188896672	0.00167978761297533
ME56	ME40	-0.311543145164209	0.00651249501245939
ME25	ME40	-0.263749143429524	0.0222298519485977
ME57	ME40	-0.418805649714446	0.000184388351177581
ME69	ME40	-0.123110225849421	0.29267674236838
ME74	ME40	-0.385248310209297	0.000642364918773932
ME5	ME40	-0.188005722804871	0.106252231682374
ME68	ME40	-0.282422586612565	0.014089572024736
ME100	ME40	-0.264929597133236	0.0216169612991494
ME21	ME40	-0.12917027676339	0.269379165638249
ME103	ME40	-0.22579029211274	0.0514399032714239
ME76	ME40	-0.0891870400524802	0.446700225031314
ME104	ME40	-0.377909902853387	0.000829654449387539
ME10	ME40	-0.277069715654958	0.0161057524541439
ME15	ME40	-0.31471653525884	0.00595952281581748
ME101	ME40	-0.268712896085727	0.0197487984064507
smoking_current	ME40	0.18865340279898	0.105031230943683
stage_3A	ME40	-0.00383191272808798	0.973971185907015
ME27	ME40	-0.344047000916665	0.00250834610769023
ME44	ME40	-0.391296476449973	0.000517906748816001
ME62	ME40	-0.151055016460744	0.195789761837873
ME80	ME40	-0.20084061353865	0.0840295508979272
ME84	ME40	-0.213537873168964	0.0658400493616598
ME48	ME40	-0.231347481451049	0.0458188419771831
ME58	ME40	-0.217645985690805	0.0606875211624746
ME46	ME40	-0.0357182313700782	0.760952230018969
ME43	ME40	0.202994116546209	0.0806912964094846
ME28	ME40	0.533657897929155	8.21906966485439e-07
ME71	ME40	0.122151021247564	0.296482250975521
ME36	ME40	-0.20946168229948	0.0712958907015863
ME41	ME40	-0.171169797762256	0.142012784729078
ME18	ME40	0.17745931737334	0.127721881345935
ME54	ME40	0.34798777840736	0.00221875508898081
ME37	ME40	0.176809856827589	0.129144759340437
ME52	ME40	0.0448473414882891	0.702418096639902
ME23	ME40	-0.0861897289499211	0.462182465575572
ME83	ME40	0.0708833708402669	0.545631967850463
ME6	ME40	-0.10571610849265	0.366693533011337
ME67	ME40	-0.305550941527766	0.00768095838646037
ME4	ME40	-0.0631236238293083	0.590561950144866
ME1	ME40	-0.188278039050568	0.105737527552493
ME72	ME40	-0.210695008975542	0.0696081396689121
ME35	ME40	0.146296211356736	0.210411926235344
ME17	ME40	0.0975077544496404	0.405270966550417
ME7	ME40	0.328409038693255	0.00402009813285063
ME66	ME40	0.459818897897637	3.32161228104928e-05
ME64	ME40	0.511503180415047	2.73378221046283e-06
ME85	ME40	0.581848727721616	4.38023873392944e-08
ME40	ME40	1	0
ME30	ME40	0.505334507839737	3.76413067306792e-06
ME77	ME40	0.561074635159579	1.64125279154628e-07
ME60	ME40	0.571392985542728	8.61349138711484e-08
ME98	ME40	0.653655342748148	2.04782952618538e-10
ME61	ME40	0.192559558400766	0.0978971325553899
ME55	ME40	0.0954787842061217	0.415160240159121
ME91	ME40	0.328486083084477	0.00401100068400601
ME19	ME40	0.344268308674303	0.00249122726056011
ME26	ME40	0.130402240103016	0.26479984172018
ME63	ME40	0.00859604238702068	0.941651034715754
ME65	ME40	-0.148342065781107	0.20403364565081
ME97	ME40	0.041037618641288	0.726658196597331
ME3	ME40	-0.328274415066119	0.00403603860683965
ME29	ME40	-0.00598116642066453	0.959382209619213
ME92	ME40	0.052730024769246	0.653216522356182
treat_Treat	ME40	-0.154414496045689	0.185916116719894
group_treat	ME40	-0.154414496045689	0.185916116719894
ME34	ME40	0.00540729020859537	0.963276533983524
ME0	ME40	0.0889381015192477	0.44797497581062
ME22	ME40	0.0997346973482819	0.39457709827124
ME12	ME40	-0.19072602367841	0.101197137444437
stage_3B	ME40	-0.125416208734852	0.283660046075399
ME38	ME40	0.405159752633455	0.000311204188459663
ME96	ME40	0.158743558281229	0.173731108019642
ME11	ME40	-0.0633005812843441	0.589519020395614
ME16	ME40	-0.0569813251255087	0.627265511538201
stage_1B	ME40	0.0200490018681949	0.864435830613423
gender_woman	ME40	-0.128686805949892	0.271190726586808
smoking_never	ME40	0.00888235053005637	0.93971117514055
ME24	ME40	0.456317431441363	3.87861574016366e-05
treat_Ctrl	ME40	0.154414496045689	0.185916116719894
group_ctrl	ME40	0.154414496045689	0.185916116719894
ME42	ME40	0.425832821623045	0.000139587072947272
ME14	ME40	0.220430594512159	0.0573847690585665
ME79	ME40	0.201426303181925	0.0831109903415318
ME78	ME40	-0.131878385215929	0.259382435279188
ME47	ME40	0.289079654449994	0.0118894565127259
ME2	ME40	0.102287320281274	0.382527219086709
ME70	ME40	-0.0689515094923132	0.556660932619004
ME88	ME40	-0.0109584275341403	0.925656046792033
ME102	ME40	-0.110722665232934	0.344305225358489
ME13	ME40	-0.0593915130519222	0.612748654802934
ME75	ME40	-0.124954218571853	0.285451566016663
ME81	ME40	-0.0953423447652006	0.415830222948118
ME94	ME40	-0.227426214830627	0.0497293792377234
ME31	ME40	-0.0514401358398242	0.661174132160782
ME8	ME40	-0.191002307788719	0.100694401064472
ME59	ME40	-0.214780857845597	0.0642451030607352
age	ME40	-0.168695539507411	0.147952990915442
stage_4	ME40	-0.160465691585866	0.169049913692666
ME9	ME40	-0.431222089430148	0.000112285474538175
ME51	ME40	-0.381241238331676	0.000739220796029062
ME86	ME40	-0.316225605836646	0.00571141487534567
ME82	ME40	-0.17980914098836	0.122673357662249
ME87	ME40	0.0214528745135052	0.855042939789187
ME99	ME40	-0.00322307215025625	0.978105709724528
ME33	ME40	-0.0021615034357511	0.98531594007223
ME89	ME40	0.0854109901612063	0.466252397270658
ME20	ME40	-0.257969226677105	0.0254487010175304
ME73	ME40	-0.299067516473984	0.00914873037531425
ME39	ME40	-0.206409544219427	0.0756140292310306
ME50	ME40	-0.281280407649832	0.0145004401934829
ME93	ME40	-0.227755632131475	0.049390653762864
ME32	ME40	-0.387663129391536	0.00058972808885328
ME45	ME40	-0.385440360743917	0.00063802719463444
ME90	ME40	-0.107243064886647	0.35977299043355
stage_1A	ME40	0.140687642830362	0.228618442540283
smoking_ever	ME30	-0.325697929185935	0.00435213532524724
ME95	ME30	0.120336587548389	0.303769030955158
gender_man	ME30	-0.0848022308693228	0.469447482907157
ME49	ME30	0.0809533192922092	0.489920342803593
stage_2B	ME30	-0.0512055707958427	0.662625287038242
stage_2A	ME30	-0.0707681278330446	0.546286899233666
ME53	ME30	0.0156121691440758	0.894238838137796
ME56	ME30	-0.00219720230804525	0.985073449143314
ME25	ME30	-0.221818368727411	0.0557942701720217
ME57	ME30	-0.424832617677643	0.000145282638920565
ME69	ME30	-0.51204849986576	2.65676920667504e-06
ME74	ME30	-0.680467923373584	1.87277141038667e-11
ME5	ME30	-0.054710283664538	0.641074939792626
ME68	ME30	-0.0908405974084553	0.43828427040137
ME100	ME30	-0.335059081812097	0.00329908701735284
ME21	ME30	0.13798443945676	0.237774953595618
ME103	ME30	0.0185336108718561	0.87459591493299
ME76	ME30	-0.153933472857187	0.187307311052313
ME104	ME30	-0.195717601284118	0.0924113224308154
ME10	ME30	-0.103731206999384	0.375810157544762
ME15	ME30	-0.0240179900095877	0.83793326890173
ME101	ME30	0.0120211569828879	0.918469834697844
smoking_current	ME30	0.108133799419321	0.355773318091712
stage_3A	ME30	-0.0561782069895573	0.632134720504364
ME27	ME30	-0.0644861955235787	0.58255295037002
ME44	ME30	0.0134509784440086	0.90881171877809
ME62	ME30	0.348177169814781	0.00220562557412576
ME80	ME30	0.221930174044478	0.055667713449036
ME84	ME30	0.217986059203904	0.0602760838389957
ME48	ME30	0.18594078656281	0.110218700748312
ME58	ME30	0.144115247018954	0.217365649440346
ME46	ME30	0.10163728266964	0.385574615219376
ME43	ME30	0.243129455130853	0.0355666098030827
ME28	ME30	0.379048573103544	0.000797671678810305
ME71	ME30	0.00819824973638236	0.944346809620861
ME36	ME30	0.0453519800800546	0.699228735582041
ME41	ME30	0.13817835997681	0.237109767678633
ME18	ME30	0.103179310230203	0.378369154072911
ME54	ME30	0.239070061840237	0.0388577217872031
ME37	ME30	0.400420235634148	0.000371324973421108
ME52	ME30	0.249955223686164	0.0305584800796217
ME23	ME30	0.47111647063851	1.99082745479675e-05
ME83	ME30	0.534172504622211	7.98461678361319e-07
ME6	ME30	0.275791378489636	0.016622428712364
ME67	ME30	0.0939732839129297	0.422587496535209
ME4	ME30	0.527228162580252	1.1752297465342e-06
ME1	ME30	0.0645229342309104	0.582337694637344
ME72	ME30	0.329452510274849	0.00389842908335747
ME35	ME30	0.337753847241086	0.00304141772616138
ME17	ME30	0.2428293998462	0.0358016318041156
ME7	ME30	0.76263029922844	1.8634258980367e-15
ME66	ME30	0.611212183454927	5.74055779221046e-09
ME64	ME30	0.425885394928671	0.00013929347338668
ME85	ME30	0.745739322733333	1.64677720838985e-14
ME40	ME30	0.505334507839737	3.76413067306792e-06
ME30	ME30	1	0
ME77	ME30	0.725533397117677	1.80151411526625e-13
ME60	ME30	0.831710450534864	2.46396686333573e-20
ME98	ME30	0.617441213941184	3.63053218316045e-09
ME61	ME30	0.501087869291477	4.67438595168874e-06
ME55	ME30	0.277269864739423	0.0160261212651813
ME91	ME30	0.482839594573074	1.14788774803375e-05
ME19	ME30	0.765495186386458	1.26478025045974e-15
ME26	ME30	0.399801670711041	0.000379910991818713
ME63	ME30	0.588902690223804	2.73822176995609e-08
ME65	ME30	0.32685071229272	0.00420808639940424
ME97	ME30	0.531009133957012	9.53207648997279e-07
ME3	ME30	0.135007777081275	0.248147666367778
ME29	ME30	0.523647053773506	1.42969205093943e-06
ME92	ME30	0.431763187534413	0.000109836173937898
treat_Treat	ME30	0.508742691882223	3.15687648997435e-06
group_treat	ME30	0.508742691882223	3.15687648997435e-06
ME34	ME30	0.604224046319346	9.4866305148387e-09
ME0	ME30	0.74621742413558	1.55193972399063e-14
ME22	ME30	0.752294493990274	7.2173553484807e-15
ME12	ME30	0.0328397319107803	0.779708379184649
stage_3B	ME30	-0.0370579056536642	0.752268952051195
ME38	ME30	0.208023605753142	0.0733051415055502
ME96	ME30	0.0819856973582904	0.484383257991755
ME11	ME30	0.141948044735852	0.224434263719804
ME16	ME30	0.355724788807058	0.00173589626196426
stage_1B	ME30	0.1120512645732	0.338510588980654
gender_woman	ME30	0.0848022308693228	0.469447482907157
smoking_never	ME30	0.241247790171391	0.0370619850868568
ME24	ME30	-0.30928184902988	0.00693363442859832
treat_Ctrl	ME30	-0.508742691882223	3.15687648997435e-06
group_ctrl	ME30	-0.508742691882223	3.15687648997435e-06
ME42	ME30	-0.157218934978194	0.177953960723602
ME14	ME30	-0.394947575889157	0.000453861479327966
ME79	ME30	-0.364347679076115	0.00131094165930723
ME78	ME30	-0.53927406603153	5.97754078962512e-07
ME47	ME30	-0.33613154685524	0.00319429477191881
ME2	ME30	-0.491419706419758	7.57232069436022e-06
ME70	ME30	-0.525917541634211	1.26295582465396e-06
ME88	ME30	-0.602056804155666	1.10587498761583e-08
ME102	ME30	-0.527168783105278	1.17907690636241e-06
ME13	ME30	-0.669209114074953	5.2686698716639e-11
ME75	ME30	-0.679134558290667	2.12186556554635e-11
ME81	ME30	-0.319047815774787	0.00527178939063858
ME94	ME30	-0.1411509686923	0.227074054529976
ME31	ME30	-0.462306342258811	2.97215113871096e-05
ME8	ME30	-0.444095011939081	6.57692817384664e-05
ME59	ME30	-0.366240218306691	0.00123131329763397
age	ME30	-0.163694854125497	0.160523148651326
stage_4	ME30	-0.130908106566423	0.262934793795869
ME9	ME30	-0.20886945625299	0.0721179163407607
ME51	ME30	-0.524426743841662	1.37022799542551e-06
ME86	ME30	-0.509396945536252	3.05137480584652e-06
ME82	ME30	-0.289282926322566	0.0118272583146656
ME87	ME30	-0.274626532386013	0.0171055817177924
ME99	ME30	-0.218383248152195	0.0597984153524676
ME33	ME30	-0.579218790235908	5.20398664720963e-08
ME89	ME30	-0.515974579048046	2.1595813381396e-06
ME20	ME30	-0.306847040018787	0.00741369560921078
ME73	ME30	-0.530527846018376	9.7909348676279e-07
ME39	ME30	-0.515759431315145	2.18438799317644e-06
ME50	ME30	-0.620676563963822	2.85029718140428e-09
ME93	ME30	-0.406959539083178	0.00029081492123641
ME32	ME30	-0.339369996619563	0.00289565123256632
ME45	ME30	-0.342534436424798	0.0026281960931489
ME90	ME30	-0.072947599007713	0.533965888287437
stage_1A	ME30	0.0723466127864848	0.537349618979969
smoking_ever	ME77	-0.216697328210364	0.0618473096831237
ME95	ME77	0.116857645697214	0.318063595075409
gender_man	ME77	-0.036047419382669	0.758815772998386
ME49	ME77	0.0866763841099095	0.459648945996069
stage_2B	ME77	-0.0800920939628925	0.494564850394683
stage_2A	ME77	0.0147486039239158	0.900057929243307
ME53	ME77	0.0507616517218111	0.665375020645934
ME56	ME77	0.0092449839400197	0.937254683576082
ME25	ME77	-0.174192214142577	0.13500211454456
ME57	ME77	-0.241979000079852	0.0364747747245898
ME69	ME77	-0.203555625871796	0.0798384390643209
ME74	ME77	-0.359620798470493	0.0015305371069474
ME5	ME77	0.00198357151967004	0.986524593584996
ME68	ME77	-0.104517805924347	0.372181049103259
ME100	ME77	-0.215998266715139	0.0627133963553687
ME21	ME77	0.0281569709303818	0.810486536986043
ME103	ME77	-0.00926015086465564	0.937151954871453
ME76	ME77	0.156582568755886	0.179738505018986
ME104	ME77	-0.100586907982229	0.390529391445245
ME10	ME77	-0.0147509173720389	0.900042333018824
ME15	ME77	0.146447629988191	0.209935068529387
ME101	ME77	-0.0423214595916772	0.718458130727954
smoking_current	ME77	0.014117224460932	0.904315797752374
stage_3A	ME77	-0.0781927612152716	0.504888692693632
ME27	ME77	-0.156310909196857	0.18050426632827
ME44	ME77	-0.152478612466933	0.191560775421031
ME62	ME77	0.0327732427867009	0.780143152241821
ME80	ME77	0.0275531108763014	0.814477548577765
ME84	ME77	0.00880312500910052	0.940247927205711
ME48	ME77	-0.0651235584274792	0.578823747195
ME58	ME77	-0.0750177147710588	0.522391788328221
ME46	ME77	0.260588263733566	0.0239442933320404
ME43	ME77	0.128603078539696	0.271505280795268
ME28	ME77	0.488631354721155	8.67915179014452e-06
ME71	ME77	0.157914842017377	0.176017271050021
ME36	ME77	-0.0498216094738032	0.671212383606537
ME41	ME77	0.0214909963308307	0.854788152323876
ME18	ME77	0.15196145172366	0.193089394605763
ME54	ME77	0.123352336039094	0.291721303956986
ME37	ME77	0.320569101067944	0.00504745627392959
ME52	ME77	-0.0234669838877353	0.841602515667322
ME23	ME77	0.280274101053069	0.014870963628439
ME83	ME77	0.251103330398268	0.0297773451460049
ME6	ME77	0.176920971781332	0.128900470668927
ME67	ME77	-0.0736092892239351	0.530252606200545
ME4	ME77	0.156652636077871	0.179541381489263
ME1	ME77	-0.0420686684993513	0.72007026741433
ME72	ME77	0.0265475792278714	0.821133702114801
ME35	ME77	0.198156983366675	0.0883417510329259
ME17	ME77	0.342591503148527	0.00262358291157231
ME7	ME77	0.627085190264413	1.75051018744879e-09
ME66	ME77	0.53878571910146	6.146782743123e-07
ME64	ME77	0.401819109146873	0.000352558974170796
ME85	ME77	0.769117094305395	7.68778335913475e-16
ME40	ME77	0.561074635159579	1.64125279154628e-07
ME30	ME77	0.725533397117677	1.80151411526625e-13
ME77	ME77	1	0
ME60	ME77	0.780296195727796	1.55928464693207e-16
ME98	ME77	0.692356003911874	5.97166985989642e-12
ME61	ME77	0.728032792477034	1.355646866691e-13
ME55	ME77	0.70817001935231	1.19591083840613e-12
ME91	ME77	0.738298446306047	4.07679748549315e-14
ME19	ME77	0.607994773334317	7.24523928122192e-09
ME26	ME77	0.46714436917562	2.38831660699753e-05
ME63	ME77	0.386346868579275	0.000617910388912869
ME65	ME77	0.161467557883083	0.166369581696047
ME97	ME77	0.29310823188585	0.0107083460486678
ME3	ME77	0.148620841175022	0.203175302004818
ME29	ME77	0.491640230634207	7.49067599532422e-06
ME92	ME77	0.621227841447125	2.73442212129852e-09
treat_Treat	ME77	0.382454015547164	0.000708590839843875
group_treat	ME77	0.382454015547164	0.000708590839843875
ME34	ME77	0.32367451021634	0.00461558845155159
ME0	ME77	0.463080788065627	2.8705381688395e-05
ME22	ME77	0.458189890553406	3.57078442042188e-05
ME12	ME77	0.0710269888617221	0.54481631416839
stage_3B	ME77	-0.0560318696724032	0.633023639263137
ME38	ME77	-0.0489847191788658	0.676425615657434
ME96	ME77	-0.0705645436267987	0.547444809168155
ME11	ME77	-0.154020399970594	0.187055348635785
ME16	ME77	-0.0431214558131517	0.713364388245022
stage_1B	ME77	0.103973885281748	0.374688244355249
gender_woman	ME77	0.036047419382669	0.758815772998386
smoking_never	ME77	0.201516934916059	0.0829695634423226
ME24	ME77	-0.196457074795826	0.0911623993716121
treat_Ctrl	ME77	-0.382454015547164	0.000708590839843875
group_ctrl	ME77	-0.382454015547164	0.000708590839843875
ME42	ME77	0.00246418990397996	0.983259932810032
ME14	ME77	-0.327095060711377	0.00417810285092699
ME79	ME77	-0.200188091954536	0.0850623840886873
ME78	ME77	-0.354105035854591	0.00182834008448455
ME47	ME77	-0.217153339038307	0.0612875877394937
ME2	ME77	-0.382134390757292	0.000716549192096654
ME70	ME77	-0.40374911529883	0.00032809194021204
ME88	ME77	-0.4215771369101	0.000165337610146778
ME102	ME77	-0.305141569298759	0.00776711228138277
ME13	ME77	-0.426265785797494	0.000137186060325975
ME75	ME77	-0.443423803149908	6.7665440957846e-05
ME81	ME77	-0.230761673157794	0.0463863948400131
ME94	ME77	-0.0986844343177036	0.39959952091142
ME31	ME77	-0.236092071538349	0.0414299853426205
ME8	ME77	-0.231663966412479	0.0455146107755288
ME59	ME77	-0.191779532816324	0.0992905848670568
age	ME77	-0.195376609119013	0.0929917505466424
stage_4	ME77	-0.107293835608128	0.359544273784769
ME9	ME77	-0.179612981442987	0.123088868860269
ME51	ME77	-0.404776869593541	0.000315707358347484
ME86	ME77	-0.233886373100344	0.0434248848878133
ME82	ME77	-0.233957549553845	0.0433592921634423
ME87	ME77	-0.0869245715736488	0.458359823614744
ME99	ME77	-0.0872867221486613	0.456482327725203
ME33	ME77	-0.35608670333729	0.00171582503809656
ME89	ME77	-0.209893936079896	0.0707006718538969
ME20	ME77	-0.206103767624316	0.0760579161141458
ME73	ME77	-0.343447059401271	0.00255528467612668
ME39	ME77	-0.401106005589498	0.000362013975492925
ME50	ME77	-0.437981585109421	8.50168539112358e-05
ME93	ME77	-0.334154572702034	0.00338984002383884
ME32	ME77	-0.316470871616591	0.00567196412155269
ME45	ME77	-0.274686926904412	0.0170802380648014
ME90	ME77	-0.0568928717839314	0.627801020150926
stage_1A	ME77	0.0700519985907114	0.550365224833705
smoking_ever	ME60	-0.188916453272546	0.104538455956593
ME95	ME60	0.242307581355339	0.0362134413703144
gender_man	ME60	0.0692520159311596	0.554938380254993
ME49	ME60	0.0482568575010796	0.680972069587432
stage_2B	ME60	-0.029561650675038	0.801221583811679
stage_2A	ME60	-0.0199146178634948	0.86533595968119
ME53	ME60	-0.0416213680362228	0.722925842861611
ME56	ME60	-0.0564920403742613	0.630230111125381
ME25	ME60	-0.211463566939646	0.0685727512472659
ME57	ME60	-0.282959029526368	0.0139000990865851
ME69	ME60	-0.260178992523071	0.0241742814548996
ME74	ME60	-0.354319066451021	0.00181587600055608
ME5	ME60	0.0117545690461751	0.920271921320166
ME68	ME60	-0.0811151255879116	0.489050308538578
ME100	ME60	-0.168322474449979	0.148864540437059
ME21	ME60	0.0636419020692437	0.587509739402322
ME103	ME60	0.0135254669004613	0.908308915604382
ME76	ME60	0.0557731318532849	0.634596599362987
ME104	ME60	-0.0674970834680572	0.565033817198421
ME10	ME60	-0.0282016975113819	0.810191122049209
ME15	ME60	0.0539826886269902	0.645525349136858
ME101	ME60	-0.0303358981392701	0.796126413229431
smoking_current	ME60	0.0536757837217687	0.647406309758604
stage_3A	ME60	-0.0747951052565395	0.523630320892074
ME27	ME60	-0.0541671216586643	0.64439606103798
ME44	ME60	-0.0155384913958569	0.894735098944926
ME62	ME60	0.106134302308941	0.364790142652155
ME80	ME60	0.0697592210469878	0.552036797647111
ME84	ME60	0.0642171465195495	0.584130442454559
ME48	ME60	0.00713340440937281	0.951566079455044
ME58	ME60	0.00412940842563037	0.971951189940865
ME46	ME60	0.105015422988284	0.369896233159602
ME43	ME60	0.187360140613721	0.10748021635572
ME28	ME60	0.450808069924399	4.93330189013818e-05
ME71	ME60	0.180108028503887	0.122042309201419
ME36	ME60	0.0251564038328133	0.830363377372716
ME41	ME60	0.0707238354301263	0.546538716470622
ME18	ME60	0.05998229634692	0.609212600412358
ME54	ME60	0.163015407065879	0.162290277772064
ME37	ME60	0.238841133266057	0.039050628865621
ME52	ME60	0.00812898440748528	0.944816273948431
ME23	ME60	0.201819973095346	0.0824980717184855
ME83	ME60	0.231118623730437	0.0460398822386172
ME6	ME60	0.126392937977504	0.279897049142453
ME67	ME60	-0.048480952723408	0.679571081017757
ME4	ME60	0.155461185602861	0.182914805263738
ME1	ME60	0.0101636643666928	0.931034178855876
ME72	ME60	0.0721712596564365	0.538338893555572
ME35	ME60	0.203158291546878	0.0804411905278007
ME17	ME60	0.162964431533525	0.162423434060271
ME7	ME60	0.533868759712782	8.12222763525126e-07
ME66	ME60	0.439986620314263	7.81943856285007e-05
ME64	ME60	0.341626437311716	0.00270258055214828
ME85	ME60	0.796425974738276	1.31423818979991e-17
ME40	ME60	0.571392985542728	8.61349138711484e-08
ME30	ME60	0.831710450534864	2.46396686333573e-20
ME77	ME60	0.780296195727796	1.55928464693207e-16
ME60	ME60	1	0
ME98	ME60	0.881954634088599	1.49529431596086e-25
ME61	ME60	0.421591713245286	0.000165242393883683
ME55	ME60	0.204353310058745	0.0786392161598731
ME91	ME60	0.290198417565874	0.0115506206498985
ME19	ME60	0.617682924207534	3.56583396454087e-09
ME26	ME60	0.419897108615408	0.000176656827958312
ME63	ME60	0.443278218038406	6.80833453329785e-05
ME65	ME60	0.124221192251267	0.288309458584214
ME97	ME60	0.252431391109043	0.0288948126563096
ME3	ME60	0.105178759356936	0.369148136464085
ME29	ME60	0.369672140199724	0.00109798847112087
ME92	ME60	0.363703392986611	0.00133909346107032
treat_Treat	ME60	0.345842508775329	0.00237244752560846
group_treat	ME60	0.345842508775329	0.00237244752560846
ME34	ME60	0.296794362740938	0.00971850107342494
ME0	ME60	0.446749551957794	5.87423730606585e-05
ME22	ME60	0.424800456701807	0.000145469282466152
ME12	ME60	-0.00253359481612638	0.982788512643665
stage_3B	ME60	-0.0703214424262991	0.548829032319966
ME38	ME60	0.0609801544576608	0.603260339740748
ME96	ME60	-0.0400599605553136	0.732923322845504
ME11	ME60	-0.0628089039638601	0.592418858364431
ME16	ME60	0.016964066814827	0.885140440654496
stage_1B	ME60	-0.0118805411350006	0.91942032207102
gender_woman	ME60	-0.0692520159311596	0.554938380254993
smoking_never	ME60	0.146346868026213	0.210252309496986
ME24	ME60	-0.18200085428335	0.118103481962766
treat_Ctrl	ME60	-0.345842508775329	0.00237244752560846
group_ctrl	ME60	-0.345842508775329	0.00237244752560846
ME42	ME60	0.0303747671766749	0.795870846033612
ME14	ME60	-0.252711663526618	0.0287114093592982
ME79	ME60	-0.175509903439935	0.1320289557179
ME78	ME60	-0.343527152200616	0.0025489731721555
ME47	ME60	-0.232996108058513	0.0442522663101773
ME2	ME60	-0.353991303566412	0.00183499456203029
ME70	ME60	-0.37189218004265	0.00101885419759615
ME88	ME60	-0.37432741610251	0.000938022859179587
ME102	ME60	-0.311587437141584	0.00650447621557233
ME13	ME60	-0.395244279972486	0.000448988945215841
ME75	ME60	-0.421639521594172	0.000164930452194696
ME81	ME60	-0.167178021461969	0.151687100720155
ME94	ME60	-0.0960895583488835	0.412168714442736
ME31	ME60	-0.234338804771518	0.0430093400486857
ME8	ME60	-0.211670220853211	0.0682964754428419
ME59	ME60	-0.155823473412535	0.181884207222957
age	ME60	0.00120822610499318	0.991791667489274
stage_4	ME60	-0.0687078185161385	0.558059680760078
ME9	ME60	-0.116397517875658	0.319986001980359
