ME0	ME1	ME2	ME3	ME4	ME5	ME6	ME7	ME8	ME9	ME10	ME11	ME12	ME13	ME14	ME15	ME16	ME17	ME18	ME19	ME20	ME21	ME22	ME23	ME24	ME25	ME26	ME27	ME28	ME29	ME30	ME31	ME32	ME33	ME34	ME35	ME36	ME37	ME38	ME39	ME40	ME41	ME42	ME43	ME44	ME45	ME46	ME47	ME48	ME49	ME50	ME51	ME52	ME53	ME54	ME55	ME56	ME57	ME58	ME59	ME60	ME61	ME62	ME63	ME64	ME65	ME66	ME67	ME68	ME69	ME70	ME71	ME72	ME73	ME74	ME75	ME76	ME77	ME78	ME79	ME80	ME81	ME82	ME83	ME84	ME85	ME86	ME87	ME88	ME89	ME90	ME91	ME92	ME93	ME94	ME95	ME96	ME97	ME98	ME99	ME100	ME101	ME102	ME103	ME104
ctl_28	0.0391837506851581	-0.0173623560686119	0.0429997264809059	-0.0771501681140864	0.0160437911671191	-0.0372774112460029	-0.0073080438117545	-0.0465422063544615	-0.0915513275559085	-0.055352733872526	-0.0450196457982214	0.315421641271906	-0.0369586265570652	-0.0889136222595865	0.00775465956506141	-0.102462180969475	0.231886468098909	-0.0373450428839865	-0.0347825101288227	0.0347131234300513	-0.0482289956931406	-0.0188996153716136	0.0294431444955573	-0.0196990040374223	0.103951011259794	0.033175425762015	-0.0154636888545576	-0.0652612697731811	0.0242117070963326	-0.0563289260798743	0.0395423618844314	-0.0565150053645526	-0.054208805371242	-0.0258082993364384	-0.0161544450222534	-0.0209382320632742	-0.00851493438044834	-0.0149109320907272	0.247948842106899	0.04590093759825	0.00687185968869578	-0.0340739821296999	0.0482705873036219	-0.0100834897143201	-0.0670131667585619	-0.0690366459551875	-0.0508569868260432	0.130026604402273	-0.00988088732445885	-0.0349340807186922	0.0527604318069496	-0.03336216079647	0.108729420465867	-0.0351536332004256	-0.0281101772007128	-0.0376320736886914	-0.0148860584280341	-0.0300979701959338	-0.031895068958915	-0.0864979042530462	-0.00761863938841665	-0.0308547706897928	-0.0273920148765173	0.0368644142049928	-0.0177431406682225	-0.00945126782145305	-0.0502091112005592	0.0129542009261309	-0.0211048553615339	-0.021832104517775	0.02325111599289	-0.0113616589842391	-0.00429908070118496	-0.0164610160454188	-0.0888177848683511	-0.0379982916209405	-0.117063091350638	-0.0343379997536612	0.0462740468885445	0.00823041666989224	-0.0233546850804782	-0.0445455931173985	0.334236899942538	0.0548996312375969	-0.0163177493000922	-0.0409151139302812	0.027497601038649	-0.0047036408462229	-0.0104681340419204	-0.0202853957601315	0.00681781302743223	-0.0454391390596041	-0.107162900047982	-0.0142281339963235	-0.04437521941428	-0.123716130911302	0.483052537218357	0.00844376721976635	-0.0317187250030439	-0.0248788298994432	-0.0326006200429423	-0.041229629767984	-0.110035436050512	-0.0282601934608037	-0.0603419385825796
ctl_30	-0.161827784882285	-0.0165261945422625	0.167007652399453	-0.0565300590439385	-0.0505207316407195	-0.0208341395429746	-0.0500348906566006	-0.0949491063380327	-0.00354802876708032	-0.022253255102324	-0.0230370108196371	-0.066055277931222	-0.0196675977190572	0.26917519569734	0.0986266596280327	-0.0229018484793658	-0.0727633937984116	-0.0348817829071006	0.0120418196292684	-0.144733401594107	-0.010186669458619	-0.0335490823748192	-0.108506296432031	-0.0422213211038615	0.0499319497571717	0.138503186577031	-0.147779700842891	-0.0598755917911987	-0.148029687360669	-0.092668189323005	-0.0796747113304381	0.0291831843089297	-0.0356289722365631	0.04869314918697	-0.0669469531791187	-0.0354644541725229	-0.0413583931698083	-0.0480253724655338	-0.0658106273965785	0.0692561925329765	0.00730163580282484	-0.0379869308983482	-0.0545654383489399	-0.0383524912337495	-0.0768414321271356	-0.021669290409118	-0.00933590655719597	0.126478078226161	-0.0362540538572841	-0.0305580164572466	0.122901731485521	0.0246440595404787	9.33751163135567e-05	0.0169421459400849	-0.00724023319205592	-0.0324790254892519	0.0381687253297223	0.139221296636745	-0.0267420659269145	-0.0186161300070646	-0.0584090125558864	-0.12120356362337	-0.0391771701841463	-0.177964032416909	-0.0251590197024805	-0.0608559384105095	-0.0474672740036742	-0.0691324245015891	0.0279008026547289	0.215527407815353	0.238379124281596	-0.119181827174995	-0.046632897320743	0.0611396115978644	0.19501141363052	0.276103720273108	-0.0822114350386434	-0.0395677246007262	0.20675566666891	0.0354898184936562	-0.0417215704728757	-0.0300482120889273	0.18106054164476	-0.0588694998113425	-0.0501381435688203	-0.0533210917522608	0.135409550112463	-0.0799324332288918	0.147197145788359	0.0851664654723807	-0.0419783693083861	-0.0552603007922629	-0.0306340493186339	-0.0305107036327479	-0.0774025506440157	0.0278469246637795	-0.0365342356228962	-0.0657948614142323	-0.00512895813925427	-0.000585112218945317	0.132135873554998	-0.0299348499665577	0.334507445375828	-0.0413441054509194	0.0356863209496233
ctl_32	-0.0529858308795252	-0.0158462511736167	0.13364845469323	-0.0736373772678906	-0.0239071489136042	-0.0352878607948298	-0.00266623641107079	-0.0564875066745843	-0.057772151795626	-0.0424941602850452	-0.0373301088909675	-0.049064468076905	-0.0158586133270535	0.0598484026791865	0.083525789024276	-0.0901568212190829	-0.0485014055981398	-0.0358560075215411	-0.0492051638192546	-0.0663096475501008	-0.00259454377995658	-0.0231040407798729	-0.0293540618552122	0.00164874163799136	0.102401412336917	0.0346642151744622	-0.102589076974734	-0.0293351324562715	-0.0701318163116861	-0.0850560601164554	-0.00305251590573567	-0.0368182762471108	-0.0586158895477251	0.0119181428448161	-0.0297475830496784	-0.0199683512350881	-0.0401285031240936	-0.0221743930628588	0.103814918548973	-0.0607032475009008	0.0256695397349116	-0.0184842301383536	0.00115779072176915	-0.0261342790124776	-0.0548080517868629	-0.0643984333954306	-0.0210581407051738	0.112478227122578	-0.0250505925809658	-0.0331879706932528	-0.0351136757691623	-0.0362103237663884	0.145949943563351	-0.056575703066473	0.0296882999027931	-0.0411271975726839	-0.0349241540487879	0.00248477062671501	-0.0330695621420263	-0.061453712370399	-0.0283887466709825	-0.0843840870198255	-0.0368529686582221	-0.0748556267417839	-0.0277921451821182	-0.0234037519378347	-0.0442012577625741	-0.0320542615046174	-0.00308123359381455	0.0469984886746638	0.12690327783861	-0.072514329218002	-0.0236732817175541	-0.0604511865454132	-0.0303187199288077	0.0572419954528237	-0.127769810957445	-0.0460536518882018	0.0867309654778994	0.0482789790047156	-0.0157598904355875	-0.0449962616576788	-0.0863827626012012	0.0179496914795078	-0.049951326227522	-0.0533526785127058	-0.0655882523680922	-0.0695528961886604	0.0260301870792738	-0.0179866055851985	-0.033681350112979	-0.0322657058884789	-0.0891067872198308	-0.0873487065403633	-0.0492171146773654	-0.125754951425915	-0.0225499727516072	-0.0183103730713742	-0.0478861731753969	-0.0625563785185441	-0.00721027926528422	-0.0386297042524388	0.0169225700083483	-0.0295374246289999	-0.0341132131062235
ctl_33	-0.096895717186136	-0.0137582801790581	0.0287638631766071	-0.0424526051734856	-0.0449099443762728	-0.0257722915135869	-0.0535092790620323	-0.0907503999951156	-0.000263902038818684	-0.0244076559101372	-0.0240875305293699	-0.067451556539385	-0.0421540533069433	-0.00720281960009619	-0.00161319844179895	-0.0297839319337314	-0.0625893974675351	-0.0328017145787717	0.106978017623199	-0.0696212390101377	0.0266833176570497	-0.0283379836751635	-0.0947293196903857	-0.0736652297695927	0.206733349454611	0.177169103398468	-0.0396332828439853	-0.0598694810374888	0.00170739940171353	-0.0606847262752815	-0.0744560064255674	-0.0112577095498379	0.000825446132833575	0.129236974188307	-0.0943368050766495	-0.0349004373700538	-0.0317048898253526	-0.0439755143990175	0.0313877158965895	0.219142772297043	0.0622503909334529	-0.0377968074514742	0.0845755505374554	-0.0290212793679655	-0.0642436667677212	0.015898389083608	-0.0533559958413117	0.285927895553376	-0.0275922101745929	-0.0324486325567565	0.310786681258505	0.110636702404126	-0.0361734388628648	0.0754250605711429	-0.0191202932369382	-0.0320141681695329	0.109969248126991	0.143053800441708	-0.0460435075915581	-0.00654042339537099	-0.0346289462222118	-0.0348757164261088	-0.0466544914486155	-0.0693216022845778	-0.026622508137288	-0.066436468854549	-0.0620028792597615	-0.0226681252980955	-0.00180064912855746	0.0845806106384975	0.0691919409089825	0.0293633924677498	-0.0405968005762416	0.201998188707865	0.106465656649265	0.0727688610075871	-0.0459210544366469	-0.0210132483891291	0.217045265384598	-0.0103234001418985	-0.0457110076293902	0.0152619448266462	0.431950796523956	-0.034903473810605	-0.0392382341826474	-0.0403882307140087	0.319329418626715	0.0773845808982465	0.27124129072001	0.163928958871782	-0.00252069239478667	-0.0259730779702723	-0.0539449148982307	0.106394418218884	-0.0827471299666955	0.0688106129106562	-0.0502602191033041	-0.0657487993263998	0.00455856338720301	0.000604000714546514	0.0817686425554224	-0.0316811632769964	-0.0583373413604717	-0.0321953729138844	-0.0190923376674905
ctl_34	-0.0167480010612761	-0.0340913332481458	-0.0532936774602164	-0.0682689969143635	-0.0268177971649695	-0.0325611797482324	-0.0557357521482964	-0.07101741680922	0.0085089691577337	0.00604156764706553	-0.00837838889127918	0.150433635295141	-0.0216598746121154	0.0390033807330552	0.0328209452159762	-0.0516461421101795	0.0917914290259226	-0.048783167024731	-0.0328699192725648	0.0357669483770806	0.0935069254778609	-0.027216058695816	-0.0448898465952765	-0.0813794731550657	-0.0943779645032302	-0.0673424207039081	0.0128282008281835	0.285598112196467	0.0741606876128564	-0.0844193417877942	-0.0372478506044404	-0.034235653625285	0.232764653471937	0.0855011005133809	-0.0606209099397999	-0.0434735774260268	-0.00374890889561642	-0.0444404113872785	0.035823015488002	0.242739064096214	-0.0925276314989072	-0.0169200848275813	0.0357376155517059	-0.0253643243796546	0.295843997348613	0.236590906104324	-0.0234232290156903	-0.100611906761034	-0.0114068305651418	-0.0165995133379433	0.14259094405338	0.110922487015737	-0.0556145748815409	-0.0932333302914432	-0.0425430706858048	-0.0371974624729294	-0.0865910664220883	-0.0493619360948653	-0.0136345435965077	0.0463272803725693	-0.0247043880758559	-0.0325990318487294	-0.0218978859707478	0.00710648371083622	-0.0375760792931412	-0.0569157914783388	-0.0563990998431623	-0.0765417643065167	-0.0586976388730457	-0.0521992238658675	-0.0300412696889859	-0.0109749182057782	-0.024465783230087	0.205541075122478	-0.012181857347165	0.0116055467351573	-0.0545646576233424	-0.0619880675619842	-0.0258862354167467	-0.0248080538576492	-0.0216676890598156	0.0563497808410787	0.185941049568938	-0.0623758625679532	-0.0272566344996079	-0.0271422414235147	0.0137741046763244	0.135145586741609	0.016121724310241	0.105885806683852	-0.0316398423111819	-0.064684289302704	-0.0912072468996089	0.354093753175738	-0.030471941522874	-0.126339947271314	0.0553321565338761	-0.0503381761242533	-0.0577873391005341	0.248373700517356	-0.0545932053370467	-0.0242652256463812	0.0313927666235053	-0.0205831937674609	-0.0496633047100474
ctl_35	-0.107429768606267	-0.0325197270997836	0.0457403397635198	-0.0668366502236021	-0.0581624795095264	-0.0308908638073395	-0.0588180752823119	-0.0793625545609545	0.0494424789602821	0.00890047472992527	-0.0070801985055972	-0.0628775564111833	-0.0166714305920365	0.128533782997711	0.0966840098765697	-0.0254386056474102	-0.0690215568862526	-0.0416683710694248	-0.0694989744251013	-0.0573243385120231	0.0452620763848251	-0.0360907314430122	-0.0948620427972854	-0.094760811184002	0.00781584046174724	-0.0484627267949398	-0.0418423779695322	0.0175273367773146	0.00807678033829175	-0.0914164294764319	-0.0727701607165052	0.0745997906225785	0.0134880553256477	0.105836455376894	-0.0914261700549034	-0.0417087910895256	-0.0332992303338851	-0.0580977790072567	-0.0118188272231419	0.0545029391816541	-0.0172535803600007	-0.0341498448808214	0.0536289328592859	-0.0439360682144539	-0.0255894417072576	0.0542966170162182	-0.00882361195719272	-0.0326965881476793	-0.0388052696444228	-0.0270528788798949	0.066755165368361	0.0630500265755678	-0.0695462711642121	-0.0680914534929165	-0.0185680464512686	-0.0315411168363519	-0.0674029014806785	-0.00811982638712236	-0.0235415339930392	0.0392828086768561	-0.0296972925969826	-0.0453999256474346	-0.0472176137442825	-0.0845636794425457	-0.0321152926384548	-0.0739404177462604	-0.0627156189204448	-0.0709454203371813	-0.0499338031211651	0.00450334989162098	0.0372017613986971	0.00743143514721272	-0.0584845288632549	0.073784594382058	0.0368739926179894	0.0712169541154481	0.00830167428288375	-0.0407963794750829	0.0261350075851741	0.104888795585145	-0.0267694835107437	0.0919211163414602	-0.00111667065429327	-0.0931332714301021	-0.0306406182318111	-0.0337931032522852	0.0177501969169406	0.0650442574436254	0.0995955784221796	0.0679828960363988	-0.039535467359973	-0.0575846391197538	-0.0703166653650809	0.07997011474453	0.0110100386073614	0.0642030317381568	-0.0482035773800233	-0.104141352836766	-0.0176608277919159	0.0745385568677103	-0.0382310859203251	-0.014294133817541	0.0691631057177413	-0.029411040998279	-0.00389377312698828
ctl_36	0.0401070135240256	-0.017939353408371	0.0156990843939977	-0.0774328925160979	0.025928756001631	-0.044987021656235	0.09635203061249	-0.00973895521568051	-0.0212678055772109	-0.0266237072049379	-0.0357583063096228	0.0530742139515786	-0.00728504156723528	-0.0493002756847605	-0.0309859360172429	-0.123535286472097	0.0395305750262078	-0.0313154211196858	0.0655150027816428	-0.0656019044986927	0.048582429011287	-0.00904718532708455	0.0218126151149648	0.131097824914372	-0.0931230691429232	0.0954035981105747	-0.125473080796017	0.00752369684444877	-0.140582968296071	-0.0670616813705596	0.0291040665470788	-0.062405147861227	-0.014142236895506	-0.0774874518262894	0.0220894014771481	-0.0198511250975933	-0.0185205397205363	0.0234861185117814	0.0835631205728081	-0.0934228687880945	-0.0972239705897801	-0.000197043420306602	-0.140452142115826	-0.0353186955359981	0.118001791282985	0.0149128511268187	-0.0366585656895353	-0.0557933971856259	0.0043973507662322	0.00217935973682524	-0.101111994093975	-0.0644931765949078	0.369522652793247	-0.0321818744971632	-0.0228008264319076	-0.0312473600074705	-0.018642748314426	0.0375368458446988	-0.0125089557438193	-0.0344932267600588	-0.0414001324809406	-0.121168073139617	-0.000461899302645516	-0.0535365484820881	-0.0137691695730811	0.0467460213034825	-0.0386666634593209	0.211342079941701	0.00863230578285078	-0.0641905324110261	0.0805139890640211	-0.165429639619633	0.0321613160955205	-0.0704628974921363	-0.119180211845463	-0.0126817860308227	-0.178438842540249	-0.0502629050282699	0.0457903726976764	-0.0789403940569323	0.00197407193211193	-0.0566020235217999	-0.0500118492355139	0.20427081983605	-0.0129201297742582	-0.0575102065188629	-0.0905307586303428	-0.177662582534141	-0.110652827037948	-0.204015309485753	-0.0124925865261845	-0.00247420970003635	-0.109704148739881	-0.102706918013119	0.173220689011383	0.112348048941841	0.0562007502765057	0.0503833589474294	-0.0332841919352151	-0.162320294798017	-0.0598333807381992	-0.00968183704592684	0.026603791738847	-0.0220432501556401	-0.056925660883744
ctl_37	-0.102071833065956	-0.0351193108954462	0.040850990379114	-0.0637582241377307	-0.0460365348860632	-0.0354233777535225	-0.0174046738524695	-0.0693177648756157	0.578943639237212	0.040615762442589	-0.00303154479330943	-0.0622851126823885	-0.0155189684734512	0.107065023167607	0.0489597791921698	-0.0188541701139602	-0.0678826358457117	-0.0324169650264374	0.0371985593756821	-0.0963233281390838	0.195398329064332	-0.0321904547926773	-0.12076816211281	-0.0634572524418457	-0.00468855748910823	-0.0120042208393116	-0.0939547025132095	-0.0229165405418499	-0.032903022202604	-0.107733969245425	-0.0860221644739659	0.321058605345513	0.0644103221003627	0.109605143393532	-0.119080682843131	-0.0330260321065279	-0.0270594228807304	-0.0411777493385157	-0.0818543117602584	-0.00575894513504306	-0.0770582835879567	-0.0299077405690466	-0.0295982333741584	-0.0335660688133683	0.133839441102998	0.10399517459425	-0.0344328503634094	-0.0313611865233627	-0.034174852603603	-0.00310003086370726	0.0278294794297993	0.0926536693552484	-0.0118198633820634	-0.0614624259424415	-0.0139857229274901	-0.00954909958569268	-0.0387398598792909	0.0504280595019649	-0.0295749215621838	0.537619041158949	-0.0409379835979802	-0.0970342622633643	-0.0492421052598693	-0.105153216249595	-0.000654307909950716	-0.0725940813724204	-0.069300140596436	0.1015062187827	-0.0403995029138612	-0.0283032333106734	0.0339864824457459	-0.0603569024800708	-0.040060857913133	0.0207487306988454	0.10943582865782	0.114373279689428	0.242173754304712	-0.0662508783001699	0.109119517774395	0.118867122216278	-0.0335911881492878	0.0958667081387508	-0.033430473248309	-0.0676710541299722	-0.0391712086670011	-0.0303119112071568	0.0118794029031874	-0.0380247053914756	0.0623649616756411	-0.0330287183021769	0.0564986431659605	-0.052482186573762	-0.0750852830100715	0.000983647441943487	0.593650879558753	0.128066888426178	-0.0629335498890884	-0.0898766964834284	-0.00199792473307473	-0.064830084625464	-0.0360680891318794	-0.0324442500166756	0.205851146925235	-0.0146379174217066	-0.00923827225615957
ctl_38	-0.0128012646259767	-0.0241603937187854	0.0583936074605997	-0.0886331014223313	-0.0217314529719177	-0.0403549932536249	-0.050190908045675	-0.0411384264754139	-0.0623560938875599	-0.0578598440446289	-0.0368821513117042	0.074652983276011	-0.0352536621846203	0.00872350712969197	0.125617429297065	-0.0956517654063578	0.0492000553651403	-0.0304935446184129	-0.0222296301711511	-0.0041730027243474	-0.0312036282833741	-0.0207688587144432	-0.00796234318739682	-0.084585774029745	0.175430972070868	-0.0867657351916998	-0.0358051757194399	-0.0442215481238793	0.0412197250702959	-0.0746634412451405	0.021429231612613	-0.0331608399080726	-0.0790139381852735	0.0305040186084458	-0.0327008924252898	-0.0279425416248393	-0.030781241604724	-0.0216134562587714	0.19119844716236	-0.0439886615705358	0.138887436683052	-0.0306824961638001	0.10480345909644	-0.0108974538485614	-0.066421939806354	-0.0761186262100009	-0.0359926846410394	0.085455547171154	-0.0356809887017489	-0.0445744170129738	-0.0438264066600788	-0.0492690245617656	0.0210458730369184	-0.109639087938017	0.0206812325107098	-0.027464189571609	-0.100948773119097	-0.121401151522271	-0.0263378779407453	-0.0507030408719025	-0.0129037836476951	-0.0399990927680061	-0.0287004677482033	-0.0471315803679139	0.000945349198846594	-0.0508381608882166	-0.0272029380051684	-0.0799360633755205	-0.0478632417758144	-0.0413867767236017	0.00853977863454719	0.0210632091751605	-0.0310727813137214	-0.0694016041366271	-0.0961002931008957	-0.018150790591753	-0.088044098644941	-0.014809600007102	-0.0372587255408337	0.00677964741587642	-0.039058448646199	-0.00486448690913506	-0.0886454663478532	-0.0302270026005186	-0.044625076307672	-0.0255065095602502	-0.0513346414809373	0.0203210407291832	0.055336466022705	0.0503647803126077	-0.0344824338594531	0.00286608617771196	-0.0980845952973978	-0.0312739430984984	-0.0772513107102752	0.0921863595722757	0.11341750394978	-0.0268681924451929	0.0232438432633988	-0.0014732206070827	-0.057544617100036	-0.0413349328526224	-0.0366060073263154	-0.0296423017897123	-0.0732613396276907
ctl_39	-0.0855897721172174	-0.0139299965039371	-0.00318572577522363	-0.0170509947147755	-0.0585884965121001	-0.0113629241883292	-0.0569734770653623	-0.0840449383889674	-0.0256066191457762	0.0234639070428169	-0.00949505083613751	-0.0725813158560514	-0.0248409143404613	0.106336184873983	-0.0108231019031594	0.0314247412346662	-0.0736878526691968	-0.029541013067814	-0.0252580850765628	-0.114908280422147	-0.00510035276875749	-0.028836036243905	-0.0923242773394117	-0.0571733661845732	-0.0033518068961427	0.00701530658737684	-0.0907991077913559	0.0212539163602669	-0.120829735739779	-0.0455469356290775	-0.102150414159621	-0.0332782750735904	0.442642886183032	0.108197899578791	-0.0547782629841057	-0.0458596477196443	-0.0371255083024336	-0.0549758509056099	-0.0895099917182709	0.473530234287549	-0.0186965421015501	-0.041579269075232	-0.0352695009621541	-0.0385044554099192	0.0280583771204346	0.205335134322632	-0.0261561871594071	0.00182796714362479	-0.0234626205240644	-0.0316971842637059	0.301098698776076	0.238515169782517	-0.0743049532309799	-0.0103609715686669	-0.0201004115893572	-0.0337446754943441	0.00347912012775248	0.0557745211078514	-0.0373435053579403	-0.0298666102766711	-0.0532941921983047	-0.0766631885282703	-0.0380670276176127	-0.136283500608783	-0.041042130763278	-0.0649519093434022	-0.0456493578120318	-0.0571335984725346	-0.00458719118229633	0.0825906524647426	-0.0101098458303898	-0.05161778596591	-0.0475480814506391	0.270112925300934	0.141541672884872	0.0788224663495942	-0.0221052455808992	-0.0442118923947306	0.0559380278696	-0.0769717073150223	-0.041727843945997	0.000942095650009312	0.239341301097711	-0.0721735200636803	-0.0383630134068203	-0.0466662892912976	0.172238715657835	0.0521854186947438	0.162513813197284	0.248048398779744	-0.0380014016389895	-0.0609209489278728	-0.00774346732316031	0.233001991546457	-0.0794780323601144	-0.125581528143798	-0.0341387657360977	-0.075583164565785	-0.0248324059031037	0.151114831835668	0.0585418376533544	-0.0187571957516352	-0.019020616706345	-0.0266636715242912	0.0136424776444474
ctl_40	-0.0070216143132654	-0.0180175465937623	0.0926887342910906	-0.0873592327589461	0.0056674653996022	-0.034518367518737	-0.031127949955641	-0.0482849137313589	-0.062451935230532	-0.052650755522441	-0.0380742413917296	0.300401627605854	-0.0259749726961578	0.0264129568131071	0.182341330613449	-0.102353678776409	0.207221223048333	-0.0403864588477588	-0.0231262628567962	-0.0375387691489089	-0.0238488097681022	-0.0191414440365049	0.0182523836187125	-0.0516194395214013	0.0360040160258012	-0.0494611995126958	-0.0679954931477972	-0.0322881983022622	-0.0219151970876848	-0.0796462502832312	0.0225174733220596	-0.036830877939292	-0.0355135957741459	-6.94346022112067e-05	-0.00825991467722756	-0.023149332424241	-0.0140000709271119	-0.0249384677937005	0.207398677188594	-0.0476351475172181	0.00109962233996136	-0.028349197413579	0.0267107201693406	-0.016319942975603	-0.0521706126907566	-0.0434361286292065	-0.0211574032892347	0.0119969684896541	-0.0292240461675979	-0.0391079643321558	-0.0599783456616602	-0.0475825398808403	0.078337722781408	-0.105056488378968	-0.00645063432598892	-0.0456391453326484	-0.0884037838942199	-0.104265616974969	-0.0277360457931583	-0.0570558863196461	-0.0334445057035439	-0.065041759072191	-0.0198367214791809	-0.0443671224835176	-0.0153881486755513	-0.0218874005815826	-0.0402506971804218	-0.0754589469265497	-0.0222918215671224	-0.0125498104297023	0.0475750742084418	-0.0347050557505426	-0.00864192333924423	-0.0759670113038829	-0.0915641351043538	0.00135452004194708	-0.0998872504361301	-0.0482051369817232	-0.0384847997308753	-0.031241180279718	-0.0371466606594713	0.0170803397966495	-0.0793244273945118	-0.0105607242196484	-0.0418082204816411	-0.0497170080025357	-0.0973034207495382	-0.0530971408538643	-0.0149545153825332	-0.0256316656040094	-0.00544659831606132	-0.051619637754563	-0.106705208922291	-0.0312823315414845	-0.0456322916462359	-0.126369994991105	0.106955514921936	-0.0166216210554827	-0.0101782680822838	-0.0495069334597535	-0.034771561584359	-0.0347327851318048	-0.026017503415396	-0.0390354812978809	-0.0414404789539869
ctl_41	-0.0398082215711223	-0.0219302963816032	-0.0278822223921286	-0.0424280490650195	-0.0421885753731363	-0.0286086558476199	-0.0521690994156821	-0.0725072357330914	0.0079074533678934	-0.0382527990602332	-0.0290360193005125	-0.0582688490272485	-0.0437090552424104	-0.0463112320089921	-0.0172622629856341	-0.0350881547142045	-0.0529934880545744	-0.0209577945334299	0.0882074384196442	-0.0303093970859214	0.0430403485738681	-0.0344289265174491	-0.0810628582341332	-0.0826836314684816	0.193281924545356	0.0728945148351086	0.0095977633593857	-0.00573023989461291	0.0816451990452126	-0.0510974629560269	-0.0570284633743029	0.0071108569135648	0.0709696185079876	0.0642151261834153	-0.0932761979095804	-0.0208240069796927	-0.0368782683208795	-0.0454921841166543	0.040565419015252	0.0155948525130552	0.110002614664211	-0.0402357850872026	0.108182746865201	-0.0179846440410358	-0.0280747222944998	0.075923913510713	-0.0353101584740109	0.14213956414401	-0.028938198272727	-0.0341254638439538	0.0230306122186007	-0.0101200160224218	-0.0478570451265485	0.0362760473523312	-0.0181493652849796	-0.0123111070251546	0.0563489137397397	0.0329529086138693	-0.0370913917073318	0.0169073987381113	-0.00682002881348894	0.00176074654737596	-0.0546833577841409	-0.00405412474581531	-0.0135649992879677	-0.0519532906153399	-0.0580881548846365	-0.0632451699874732	-0.0330749587879905	-0.0129847154453795	-0.00807440733782649	0.0522928029755461	-0.033704068495878	0.0329161498284785	0.0174238453868756	-0.00918212029086289	-0.0137410710051724	0.0241188547845017	0.0773951807617312	0.0519336056395828	-0.029050099274537	-0.00388272565342238	0.0672525670273235	-0.0574087725574928	-0.0335714210747043	-0.0124997550667487	0.0081537312511861	0.0646657133713863	-0.0286214627034185	0.0273775266152428	-0.0112622096267468	-0.0255209596213069	-0.0616938516569389	0.0166007754691043	-0.0173715314975724	-0.125709859411409	-0.0456156513143376	-0.0712932297421949	0.00485361808549225	-0.0143178970593154	0.0304883911150078	-0.0392127736747111	-0.0299303720406232	-0.0292021905238822	-0.0449539530836511
ctl_43	-0.0918561659293133	-0.0352607893673602	0.101465502495719	-0.0755796697188515	-0.0492745878779481	-0.0355424576585219	-0.066629698721359	-0.0768023472349628	0.111070413463922	-0.0272175197072503	-0.0201767824893882	-0.0339356816579281	-0.0338837473325112	0.0798031987836218	0.193073788724653	-0.0409546057916482	-0.0392858970997656	-0.0431257263383308	-0.076791192827618	-0.0315424226554179	-0.00081838946648068	-0.0323732193926103	-0.0742399851249098	-0.114164524452629	0.0826979732822018	-0.0899075018108952	-0.00690415088090428	-0.0596030258471342	0.0834251932746636	-0.0880120713290343	-0.0356315582659796	0.169648114949463	-0.0260912317508817	0.117139220346211	-0.104497865934641	-0.0444426685355879	-0.0340299640518816	-0.0500847202387769	0.105701796039628	0.0344125718274112	-0.00666027016950822	-0.037540271858983	0.153387059052934	-0.033597872905571	-0.0556762226735704	-0.0235764304177378	-0.0136836822198852	0.00527133812710057	-0.0458391629812999	-0.0386104590563354	0.0298632855742659	0.0216865356348367	-0.0370145064062011	-0.0938098494673023	-0.0152118033778189	-0.0355558413053671	-0.0873257553525654	-0.0661124591526973	-0.04180570697798	0.06318606058668	-0.0175701045534401	-0.0130852333931214	-0.0442389080135185	-0.0280353743273509	-0.0063980642622044	-0.0806333339920163	-0.0674636634359172	-0.0726635780417164	-0.0492847382771551	-0.0382951144289828	0.0208178235321652	0.074855766718343	-0.0472143418809352	-0.0137488123722138	-0.00113582555977992	0.0530962846377963	0.0896648476690984	-0.049557061255584	0.00532148780396	0.194310498690935	-0.0364149518066621	0.0563414829158767	-0.0509433319736885	-0.0883602075687622	-0.0373393292760948	-0.03266490886166	-0.00141827580554045	0.10218627893847	0.134872682544571	0.074955878638283	-0.0163386053647752	-0.0738175037119284	-0.0823629489387227	0.0409478568315482	0.0793572479102938	0.0800529514841204	-0.0531303239231372	-0.0945804254608755	0.101330053409263	0.0426279383749752	-0.0595893077525315	-0.0365356090259206	0.0195138995259796	-0.0290705752682971	-0.0298145427421216
