ME0	ME1	ME2	ME3	ME4	ME5	ME6	ME7	ME8	ME9	ME10	ME11	ME12	ME13	ME14	ME15	ME16	ME17	ME18	ME19	ME20	ME21	ME22	ME23	ME24	ME25	ME26	ME27	ME28	ME29	ME30	ME31	ME32	ME33	ME34	ME35	ME36	ME37	ME38	ME39	ME40	ME41	ME42	ME43	ME44	ME45	ME46	ME47	ME48	ME49	ME50	ME51	ME52	ME53	ME54	ME55	ME56	ME57	ME58	ME59	ME60	ME61	ME62	ME63	ME64	ME65	ME66	ME67	ME68	ME69	ME70	ME71	ME72	ME73	ME74	ME75	ME76	ME77	ME78	ME79	ME80	ME81	ME82	ME83	ME84	ME85	ME86	ME87	ME88	ME89	ME90	ME91	ME92	ME93	ME94	ME95	ME96	ME97	ME98	ME99	ME100	ME101	ME102	ME103	ME104
ctl_14	-0.0811394847018257	-0.018862735200001	0.218497763160626	-0.0777325108053664	-0.0321492067823206	-0.0344407003183736	-0.0153945795751983	-0.0952308613415698	-0.0618819960927933	-0.0366171346796679	-0.0338044802358149	-0.0475006425552688	-0.0269194474773551	0.0826918251777774	0.12217103389369	-0.0761583179555036	-0.042644040790298	-0.0505977318521539	-0.0482967490576929	-0.11756618770524	-0.0417920775190819	-0.029923997963186	-0.0501756050839362	0.00348257605448344	0.109314963735282	0.0801122178534984	-0.111343828376821	-0.0609648935902422	-0.091541095037849	-0.0834091855208925	-0.0420216435314453	-0.00871793428294745	-0.00219891083059957	0.0422168976732171	-0.0452111941175098	-0.0386211708784829	-0.0450614059778172	-0.0300182877380457	0.101757256977128	0.0202671362705934	-0.0255198886930748	-0.0387727518186758	0.0286134732439167	-0.0290172743799892	-0.0552474434922959	-0.0567985009945436	-0.0259631334409294	0.14532341395282	-0.019750781207678	-0.030377235512318	0.0609757865694667	0.0269290981104553	0.130257346119463	-0.0373843567430322	-0.0238298338285939	-0.046746444015862	-0.016562538374899	0.0688215123881199	-0.0123708479461922	-0.0721003021255794	-0.0568522098698659	-0.0961601239993063	-0.0252029373043265	-0.101455188011121	-0.0356766404706896	-0.0377827852898068	-0.0694982303252411	-0.0175741370950884	0.0199378872348845	0.113566614404622	0.16415285730729	-0.0507535506663255	-0.0280668405889462	-0.00109948422279528	0.0143077126709975	0.0991413256261766	-0.114669804298402	-0.0682832798810193	0.136315537334219	0.0259148996039114	-0.0322672591121651	-0.0234013058270048	-0.0456295267924687	0.013128700561004	-0.0430410910951512	-0.0576364044654823	0.0135866107681333	-0.0551729762873335	0.131390997967322	0.0162175353390016	-0.0284101853727245	-0.0569970120516835	-0.0734327363592751	-0.0520409746280119	-0.0380094567821327	-0.126322633421315	-0.0298003285596491	-0.0527342319766075	-0.0272587786617188	-0.090953624254924	0.024922188999185	-0.0365272157755734	0.00497406209023251	-0.0382276220855694	-0.034252033589097
ctl_15	-0.0440819719512584	-0.0302993798775669	0.157396401243799	-0.0886052261496867	-0.0381558490133316	-0.0404134780485931	-0.0467769544605971	-0.060510125463198	-0.0382559433064617	-0.0487457325494399	-0.0342238818295845	-0.0572506968754002	-0.0305330123679317	0.0645111458204427	0.188262904831613	-0.0894111275164504	-0.0510875962380242	-0.0405834225599539	-0.0556775709800682	0.0377593361727888	-0.0382805473640779	-0.0262680263143741	-0.0321690934021565	-0.0713395501435218	0.173608885516766	-0.0677559936941722	-0.00270871040912089	-0.0528978585435039	0.116274200815753	-0.0899079621814482	0.00583714208510654	0.0287664810859856	-0.00431690416583751	0.0761737310042624	-0.0593604701274315	-0.0399580005567569	-0.038522252174198	-0.0320457341586001	0.196850189971776	-0.000697249252723468	0.0817929183314041	-0.0362934613392083	0.192473865267072	-0.0186714823409898	-0.0407731302230258	-0.0493486638225915	-0.0259323767225797	0.0938630285164231	-0.0417180581745061	-0.0428626745452943	-0.0174756519711505	-0.0123744565408418	0.0443703963646152	-0.102027617698228	-0.00757257046094094	-0.0442520047856448	-0.098744635146478	-0.0582366944699224	-0.036590368109715	-0.0544016404032524	-0.0175474780523201	-0.0206991117397965	-0.0381678771193412	0.00127148640398302	-0.0152442669055936	-0.0571990436859437	-0.0492711276948715	-0.044730984326707	-0.0245943896090747	-0.00529463269722956	0.053490752200677	0.0561893113535182	-0.0400402734657702	-0.0410693395833684	-0.0616893467420943	0.0444004031002862	-0.0612154921660075	-0.0370645343733918	0.0170748046694096	0.180092038257052	-0.0282851321316533	-0.012215088590702	-0.0845111943057956	-0.0377760670327732	-0.0383557668565439	-0.0326285754592871	-0.0586975082133633	0.113602794484748	0.064959054366276	0.0787682150526492	-0.040911759833582	-0.0377277805280025	-0.0976311201112387	0.0118330507157904	-0.0393512743614923	0.0858341276495824	-0.0421907079766039	-0.0658876827167271	0.0350039291899029	0.0891443934917848	-0.0378649937573785	-0.0438211733951319	0.0330646403438234	-0.0269063038505161	-0.0379563115316413
ctl_16	-0.0876770936255575	-0.0239751901702479	0.0261061448843333	-0.0647219143458469	-0.0519481695828298	-0.0278291347119279	-0.0666659486389722	-0.0756079769507068	-0.0206972262141667	-0.0383611093833301	-0.0288087490389947	-0.0622976481267407	-0.0334371716745707	0.101297749310455	0.0681216321501927	-0.0378516799879053	-0.0612966887000146	-0.0281700881616032	0.0133905955642908	-0.0430294615480229	0.00963417669678361	-0.0368579633281974	-0.100309938931478	-0.0831003281615361	0.158411657919354	0.00799535165554754	-0.041622238459963	0.0537507849894151	0.0245768895310611	-0.0752386866356228	-0.0636028465280101	-0.00344626589996536	-0.038793583638418	0.0801617748952367	-0.0729580598108551	-0.0307064229117445	-0.0306257114757396	-0.0383706620138637	-0.00422238106889782	-0.0148682134150067	0.151113954035308	-0.0319449602153368	0.0729626052332116	-0.0212725753610311	-0.0428349797577452	-0.0213915950977751	-0.026730467189965	0.12034426754183	-0.0409139666171246	-0.0372722627972826	0.00428507906426176	-0.0103484285192679	-0.0487507961526817	-0.0477286794875409	-0.00341536442522943	-0.0181371476858041	-0.0346175293377565	-0.0199140933629552	-0.0333427927856679	-0.00452328553074536	-0.0231945844098089	-0.0400243768592152	-0.0532183167813144	-0.0906007805351906	0.00392292278723037	-0.0770517638721364	-0.0354642116135313	-0.080581202185446	-0.0214243908123462	0.0544716558205488	0.0337284443946326	-0.0235323956858152	-0.0475092838895275	6.90924983578302e-05	0.0285122646700558	0.0655741788213794	-0.0277852115213383	0.00233072083110508	0.0355917142028792	0.0212531305911251	-0.0355740615012045	-0.0202501547248378	-0.0647507206059504	-0.0739758491484957	-0.0432867199888092	-0.0144685207705879	-0.0181414763256637	0.0312814236036348	0.0778402331993748	0.109268773992814	-0.0413738611008438	-0.02154369130745	-0.0513359622549161	0.013972517481836	-0.0910900688068565	0.0784019193190161	0.00868161071957925	-0.0709697607291134	0.0180177313196234	0.0898432278045015	0.0114729452648705	-0.0298757658419964	0.0613212874573071	-0.0364417537966939	-0.0378665264819827
ctl_17	-0.113379879703719	-0.0341928129600483	0.0965527147658842	-0.0872223590814255	-0.0455465982151049	-0.0378965458644753	-0.051490297499195	-0.0805072113142623	0.247910927005352	0.00574234277090187	-0.0166442901586327	-0.00903530985994926	-0.0252712834850651	0.109150363915184	0.175785607636205	-0.0740673167553178	-0.023384229122682	-0.038440388918382	-0.0214035741287787	-0.0839906574430473	0.0451712123931329	-0.0195472872482972	-0.103230894862421	-0.103630538003339	0.0270601857982289	-0.0941978103751136	-0.0679267979562338	-0.0407646844176985	0.0187496681759987	-0.116946029454912	-0.0678116968978258	0.163291887532097	0.134538573978747	0.14313890071963	-0.099510434676316	-0.0361868232137339	-0.0321851138177522	-0.0235892022435031	0.0282432838903035	0.0533777546647178	-0.0276749399759659	-0.028690372987209	0.0387536040524768	-0.0181218710473919	-0.00481190480720701	0.115619846120594	-0.0148700945195095	-0.0215118073472251	-0.0373782146986119	-0.0343083210789439	0.0208192692049118	0.132796318807816	-0.00310877905946597	-0.112207938827246	-0.00585730156436436	-0.0397901964634699	-0.111582803156818	-0.058282601225141	-0.0366289617076392	0.162557188331764	-0.029488139214668	-0.0833025873462853	-0.0404876253623506	-0.0973058986890159	-0.0199193408055801	-0.0770331438870197	-0.0702529465274837	-0.0248554827846805	-0.0385214181682233	-0.00890658402677679	0.0417333665781839	-0.0152005870269665	-0.0420661004112489	-0.00268149280201909	0.00316722682733317	0.0993143369969316	0.064843879407416	-0.0541850721103187	0.00159850092784156	0.0770607421415291	-0.045258474121851	0.833396203628104	-0.053801660577654	-0.0900030211661974	-0.0380520898568996	-0.0406952068405125	-0.0101936346029922	0.0419696677075923	0.0247495203625184	0.0646348174242359	0.00592559520317105	-0.0299209616428908	-0.105620472936276	0.124628058307479	0.158515819878347	0.101406352599006	-0.0194742805052762	-0.0984667360310969	0.00251946396513223	-0.0120033610374771	-0.0580901479669365	-0.0444924524316769	0.0254500189473798	-0.0296435763855515	-0.0500308068850729
ctl_18	-0.0561891799889743	-0.0283465900838254	0.131486505209228	-0.0874825434784159	-0.0341393518956911	-0.036695546973099	-0.0472471664891244	-0.0680929228234029	-0.0154349445361482	-0.0548603325408807	-0.0371414046944886	0.0325222790792307	-0.0337734651657434	0.025369522142773	0.129530510498996	-0.0896144399964539	0.0106950517528734	-0.0198649661592307	-0.086744725172499	-0.00845125531351925	-0.0338677513098961	-0.0285837808125131	-0.0400996024838371	-0.0731338463168676	0.217293287577438	-0.0423063233899337	-0.0233378012338212	-0.0562751434295997	0.0574079911332477	-0.0823296965586861	-0.00667983878973998	0.0282738266895317	-0.0134085898189269	0.0644889647608202	-0.0654359809203627	-0.0371650900146674	-0.0342433055905388	-0.0364095816603911	0.178054884051115	-0.0250910906684405	0.0835944867729556	-0.0412536037205867	0.142054629672383	-0.0219138296502668	-0.0483725430335458	-0.0431058707733051	-0.0255789110361262	0.183997626188969	-0.0369062516326381	-0.0453419092008448	-0.0379603916853746	-0.0195813933537185	0.0189755892820202	-0.0861380581246468	-0.0215163661853777	-0.04286755842112	-0.0796031745515383	-0.0517899072353764	-0.041529735828832	-0.0361065994837169	-0.0232393456114803	-0.0279661111258343	-0.0421236494620573	-0.0256843569382989	-0.018884627846534	-0.05809157937349	-0.0523169579225058	-0.0600386982810309	-0.0330926639180064	0.0111707398737183	0.075701062394091	0.0330747499076353	-0.0340677534157482	-0.0665986690625806	-0.0533710200744814	0.024195493862105	-0.0592353429359775	-0.0218007255746917	0.0227882806701749	0.115954091511377	-0.0356017379044118	0.00614620005399946	-0.0763281479360687	-0.0558451546402954	-0.0367264409338659	-0.0353765776161298	-0.048959789321339	0.0407888500950976	0.0409357804812067	0.0574308564024553	-0.0252707281460467	-0.0454974401931154	-0.0976264466420589	-0.0317356955425115	-0.0339283855433516	0.0661129301291498	0.026876146948841	-0.0733484675935673	0.0112191719406081	0.0352765885704578	-0.051332673644218	-0.0385885777875186	-0.0204075739064004	-0.0369868048203472	-0.0480810375106852
ctl_20	0.0465361716084309	-0.026495322042482	0.00548344820718197	-0.0770263293052305	0.0346833281968513	-0.0334584141078313	-0.00349465567775832	-0.0175784977102892	-0.0708042816136297	-0.0468882019321522	-0.0371058837717512	0.457552633838981	-0.0243302992197962	-0.0701660149258917	0.0133007505768387	-0.0994399756244573	0.34812404133697	-0.0383184439484861	-0.0937588412079689	0.0497502024108771	-0.039021791554317	-0.00858101471600535	0.0286992178939804	-0.0104927096563842	0.0995642386883752	-0.0258249794447402	-0.0237729200869404	-0.0170300118566154	0.0143905222939112	-0.0621878559927771	0.0469685582640651	-0.0426441440398925	-0.00366147705459762	-0.0195834888543148	0.0149988540445548	-0.0184571710978115	-0.00338661415954471	-0.00593970893656727	0.193360878755797	-0.0073668387798068	0.00520175319256865	-0.0192318053322074	0.0203714560988123	-0.0227968383835863	-0.0170907458539018	-0.040102963163845	-0.042481547297171	0.0921997772806458	-0.00905471423843695	-0.0279398456389167	-0.010211711452357	-0.0200806784962963	0.107391612604628	-0.0663538897484448	-0.00842053436895814	-0.0408557337307902	-0.0644456934279037	-0.0542795900315994	-0.0104029666847039	-0.0669393579165115	-0.0133783233078621	-0.0435008676506949	-0.0119221869704807	0.0195654500116214	-0.00987516762317534	-0.0246234002683173	-0.0360467033599779	-0.0276769678385061	-0.0359300888950682	-0.0419118490493093	0.000828512609113198	-0.0292661676009985	0.00400231321607959	-0.0447950747995416	-0.0968437648836218	-0.0473480729975955	-0.112521989506245	-0.0433195388240924	0.00312142775085482	0.00308920753668146	-0.0158067470561096	-0.0297442098089205	-0.0464048849330551	0.048835257743833	-0.0246278468835753	-0.0325009301499897	-0.0455832270188442	-0.0197360614281666	0.0521703885951617	-0.0353326980208631	-0.0142137415558975	-0.0324629463815267	-0.101310285328981	-0.0191398128189505	-0.0497218439819414	-0.125424429717559	0.332866606500594	0.0133730143050469	-0.0358212357595796	0.00588849598947495	-0.074132030344575	-0.0370565220592673	-0.0905241985770058	-0.0333475650839181	-0.0364279774551011
ctl_21	-0.0430162037865311	-0.0254601051002317	0.0538806756128505	-0.0774900970552258	-0.00184292886340613	-0.0326894465953439	-0.0306617929538515	-0.0697122908820493	-0.0400914586390969	-0.0428651047933861	-0.0338159314625955	0.229956294010692	-0.0299697383508991	-0.0055048015717009	0.0240335876512931	-0.0914309281592168	0.185582848666187	-0.0432261516675921	-0.0259275911419869	-0.0310812674658373	-0.0160078109993374	-0.0226246243815632	-0.0439445866346966	-0.0489440370875672	0.0756340928999569	0.0343147152483348	-0.057521925008641	-0.0622911634826181	-0.012288967132	-0.0807611640482741	-0.0175753266551829	-0.00732267078272939	-0.083716040009321	0.00812516295557672	-0.0335031661543026	-0.0248261460753858	-0.0247287558865273	-0.0308685679556433	0.117614042654537	-0.0222976331192438	0.00766724265071204	-0.0330091908711762	0.0240505947093382	-0.0278815150887304	-0.0792332636456087	-0.085761956211339	-0.0494308588607338	0.0880615832142575	-0.0291368194347951	-0.0359013674215222	0.00830833689549731	-0.0278806407756436	0.0587391137372636	-0.0505152886164499	-0.0293022321761856	-0.0393832326970664	-0.0320882951679644	-0.00989712544686029	-0.0236221355372875	-0.0287852180234969	-0.0343995325213163	-0.055177567225145	-0.0287580707872559	-0.0444153555886508	-0.021318772743913	-0.0426763648823116	-0.050256883134295	-0.00274936294023448	-0.0286545179896588	0.0276579650696052	0.0694009063819081	-0.0287089435604592	-0.0174967351479648	-0.0165059869794515	-0.033741307927379	0.0257413385425697	-0.0852540044178277	-0.0441783989791954	0.0602465627541002	0.0303783014205747	-0.0293525108015681	-0.038006875176465	-0.0561313055373138	-0.00840270328874383	-0.0376447891908357	-0.0447556070468274	0.0179339663849462	-0.0211947194570723	0.0876738029291907	-0.0282154961924236	-0.0315298267082054	-0.0484000387420432	-0.101535500091603	-0.0507188920958448	-0.0526296771530214	-0.10148044890295	0.486405257632322	-0.0234691068843785	-0.0284788816673602	-0.0313143158526682	-0.00923176767084511	-0.0390789963518441	0.0287915922515108	-0.0336383803502042	-0.055804622540012
ctl_22	-0.190330820668945	-0.0113259894672596	0.174915599093092	-0.0628388262748745	-0.0532449449054512	-0.0156035923313496	-0.0541791426985421	-0.0961342170106721	0.029292706971073	-0.0293395164755234	-0.027655564088223	-0.0658004973163871	-0.0182720006255087	0.274376684049211	0.134285873873875	-0.0377657536438479	-0.0716345208330795	-0.0217467863719926	0.00326046487094481	-0.178712873277051	-0.0104002311039247	-0.0364523357540902	-0.121776399477607	-0.0528668758796634	0.112003125449028	0.135079252800125	-0.158082892793208	-0.00601140080045825	-0.16396893116961	-0.091512053195323	-0.10427774909396	0.0485814510497445	-0.0922407478131693	0.0892175079442078	-0.0658944172785678	-0.032549746760177	-0.0355951302136843	-0.0507493972259192	-0.061293807838421	-0.000494728020099689	0.0513200630750658	-0.0424816691124512	-0.0260126427645083	-0.0237582393849815	-0.0879165657634148	-0.0698358017608105	-0.024860341647259	0.225040652690498	-0.0471496523527118	-0.0380960405787646	0.0546344675907459	-0.00155141356773605	0.00259220531333061	-0.0341577199839472	-0.0135053881139416	-0.0379665748035253	0.0200488206578076	0.0943437827727707	-0.0336386377599866	-0.00553639250256742	-0.0693220705990118	-0.126356953204235	-0.0467016976183328	-0.21192474964152	-0.017744988840622	-0.062727215406784	-0.0403270976034158	-0.0770454579942408	0.0236699447193258	0.222826317571903	0.195368389019837	-0.085958894209266	-0.0446857053139379	0.00126271203600426	0.138205138160277	0.196195306682783	-0.0576403342853535	-0.0291854353755194	0.185950022518026	-0.0228835984621817	-0.0478674252543179	-0.018087408833959	-0.00763896845447706	-0.0733455253845976	-0.0482811672044656	-0.0507601574780428	0.0284354003464867	-0.0724310966193418	0.129280268233621	0.11412252095095	-0.0443650290195645	-0.0445191423880684	-0.0344401610631096	-0.0991299239877496	-0.0718582308879495	-0.126485539640696	-0.0442143379547271	-0.0751980660222847	0.024610352423407	-0.0247705538123684	0.108357344987947	-0.036287209185937	0.18239239033298	-0.0397162348562159	0.0047300885724788
ctl_23	-0.072902737240783	-0.0217642805651634	0.120846932228357	-0.0834342147138817	-0.0401139534303987	-0.0352680261857811	-0.0327355432305381	-0.068146912112966	-0.0062141420060302	-0.0541736660516768	-0.0375182846807755	-0.0569034935786621	-0.0298817596660951	0.0493094963086803	0.0669794908192423	-0.0820186608579988	-0.0534850265818926	-0.0285015015741503	-0.0905013200781445	-0.0182412283931362	-0.0203383269108286	-0.0297128415180197	-0.0730402171097661	-0.0503443134407439	0.21846334764034	0.00499394354274379	-0.035386257564914	-0.0567562462344068	0.0636364902637625	-0.0805620770119205	-0.0263394250340546	0.0242898164941662	-0.0581444402433361	0.0419365215079466	-0.0644135136207556	-0.0201641840856459	-0.0364428559385482	-0.0325082747530989	0.107776034697306	-0.0275448659948966	0.146008848702402	-0.028412444182497	0.126201920192384	-0.011174552300652	-0.0736046339527352	-0.0811821185045719	-0.0330413853412726	0.172350975130029	-0.0396571723376142	-0.0399326603265481	-0.0318719566423959	-0.0303942637049229	0.0680104197526194	-0.0752207132544457	0.0192156193725711	-0.030553480062958	-0.063577359672308	-0.0102316925225343	-0.0417511069191062	-0.032533318140262	-0.0219758598443606	-0.0387088521747878	-0.0422846478739089	-0.0536507687315858	0.0070472782641421	-0.0507540510912315	-0.0435021236958237	-0.0205544197736753	-0.0181645192825069	0.0588271786922645	0.0831755657966847	-0.000375922424954256	-0.0429796609419496	-0.0461132397990369	-0.019800106822059	0.0531076506688922	-0.0762483100562651	-0.00454066487969926	0.0693393288711383	0.106304374506756	-0.041158291045595	-0.0351276291738574	-0.045731357631285	-0.0142971899193549	-0.0412175350665263	-0.0302058269380567	-0.0567102132189972	0.0205567061815461	0.0287601901364562	0.0163551322616994	-0.0315068755052276	-0.0323294740476406	-0.09337599658327	-0.0605465845274395	-0.0161491711687581	0.0726875811606529	-0.00716877292946828	-0.0766947624526018	0.0454668681217665	0.0127867422500382	-0.0254510744218359	-0.0384290201879213	0.0502151864925628	-0.0135998190916271	-0.0616532897792197
ctl_24	-0.139674666654199	-0.0151407985458025	-0.0702259719728929	-0.00356788074891769	-0.055180091113408	0.00584516274819297	-0.0595726780369436	-0.105839568240839	0.319749875322542	0.0846015386487245	0.0382452096777099	-0.0556165094383905	-0.00413786753382035	0.161798441055234	0.00790555007436861	0.0828769037777451	-0.0661438091302726	-0.0316074966812621	0.145050540268232	-0.126174529193869	0.923711804726301	-0.0364344604868976	-0.141784100149844	-0.0753116913547007	-0.0965514139834212	0.0397335310213451	-0.0722291325416363	-0.0353502273911946	-0.0766839085571619	-0.081655057496212	-0.13060361329478	0.0576651624414805	0.469733042997458	0.517182447911835	-0.111439447305054	-0.0497683563876733	-0.0124430526980925	-0.0590576334011487	-0.146238986985498	0.303020544138072	-0.170003513301623	-0.0216131710307462	-0.0132962645496314	-0.0375726505204987	0.0302702398632858	0.704687404858427	-0.00498412268530555	-0.0747752625528906	-0.0231612160952783	-0.0137022271055112	0.29015929456549	0.266062839414877	-0.10724725054709	-0.00571441353469944	-0.0539921206233639	-0.0197057933548552	0.0162296751712871	0.127797082071934	-0.0411033947668377	0.64396306960155	-0.0404095636624626	-0.0628666297117547	-0.0723909134935772	-0.126984624768168	-0.0504047243333956	-0.0813586218811846	-0.0527352376181943	-0.0207582855538515	-0.0255643776373625	0.0432750888128503	0.00535400717049669	0.00560690526904784	-0.0453131463477227	0.587233045261366	0.272036944514318	0.196182433450497	0.199739035372102	-0.0730956242697024	0.125947081340139	-0.10702422875388	-0.0566002194683438	0.0667451387409617	-0.0283947187034142	-0.0970033999374848	-0.0402025681550507	-0.0571043865683511	0.161738805885224	0.0992791619427396	0.14623145551858	0.241486907546266	0.0115145839603499	-0.0914852471810384	-0.0137422747692697	0.359542960725408	0.00836414158804775	-0.125946779092333	-0.0913678834497008	-0.0926287910757402	-0.0757694636646552	0.106865229013662	0.0918296261716227	-0.0222790226662272	-0.0408045511988744	-0.0260931096328095	0.0249111044815909
ctl_25	-0.11843360098963	-0.0293153055190225	0.0465782027285064	-0.0516553265048572	-0.0585609516457969	-0.0328906850635095	-0.0315816730065942	-0.0729797165053432	0.209764984499765	-0.00638500341512053	-0.0106199277330889	-0.0650742224788411	-0.0240502334596142	0.107185135330789	-0.0132404691953367	-0.00317079750060913	-0.0726395808338542	-0.0349394791359187	-0.00162410544614258	-0.129743476238218	0.072300511447337	-0.0355784137270508	-0.118650788394461	-0.0432600235093842	0.0236044869775169	0.0297882318488553	-0.111460355930252	-0.0304451511880933	-0.106221448785258	-0.0951887865684891	-0.103269947101068	0.235274385271435	0.0049964799536578	0.0819666876424594	-0.0971444257039049	-0.0378652050184794	-0.0498603893600931	-0.0429170792767674	-0.115742735939428	0.0971329536449368	-0.0324326044905558	-0.0464747278416676	-0.0474140511590244	-0.0467297061208441	-0.0544553055742554	0.01179745533791	-0.0356238775553866	0.0175989308336809	-0.038649976520408	-0.0202862829832252	0.125085844569905	0.0810150129156626	-0.00330235544577729	-0.0282045161748144	-0.0307103171527943	-0.0293716183883872	0.00539586703976589	0.088333928974614	-0.0345941762506623	0.12628321889156	-0.0522315385438756	-0.0856222979971242	-0.0643962555981062	-0.134086052402869	-0.0186061924545936	-0.0708243804365325	-0.0535362246693087	0.0380754983765519	-0.0185207820502833	0.0464544326526087	0.0465583242383405	-0.0543839500536905	-0.0491659920069534	0.114036457502931	0.142480784183473	0.12808006511956	0.142820663663944	-0.0544899373072769	0.136392260155541	0.0650175128022886	-0.0412672973896075	-0.0276029029260081	-0.0191093233746306	-0.0396611628115336	-0.0400165710603992	-0.0530325303984679	0.100371769086159	-0.0313510310295402	0.165269198632949	0.0380794126405747	-0.0047886561864857	-0.0707121370180594	-0.0388677443949904	0.0234723419631275	0.216418026857786	0.0382057197518762	-0.0536563319540898	-0.0985132549385401	-0.0147307189265583	-0.0385945235336938	0.0106881981507957	-0.026211443418615	0.210455914005474	-0.0384918871451859	-0.0053681014151248
ctl_26	-0.0625378964591236	-0.0194950936336202	0.13784512120415	-0.0697882130469597	-0.0444138292476043	-0.0318894127631941	-0.0453443633878514	-0.0738493692806561	-0.049826772900109	-0.0295204298253176	-0.0299490430296307	-0.0636932033562069	-0.0243350633367467	0.0958422877074619	0.113868449540498	-0.0612278686812983	-0.0612068370128585	-0.0407374868563804	-0.0917072336147233	-0.0323275727539042	-0.0235976435096258	-0.0353272988531896	-0.0582419432731007	-0.0566411270991669	0.106593891234399	-0.0218801258507476	-0.0492051933910488	-0.0566276915446294	-0.00199567219353769	-0.0776039215367738	-0.0353526835366989	-0.00987725458604579	0.139545799653328	0.0532706221362884	-0.0639216595093013	-0.0347939239794982	-0.0374837250414527	-0.0368974313151421	0.071082920224125	0.0532656322746851	0.0557805256375341	-0.0329042962212919	0.0750971587998858	-0.0271732954073869	-0.0220648805399031	0.0374207624444352	-0.00882360118795258	0.0778745629313065	-0.0350273044931205	-0.0364715184414463	-0.0119963781953506	0.0313982127915	0.0287684315607019	-0.0699896157586287	0.0147131625282954	-0.0417904350761962	-0.059417414500076	-0.00962181451760963	-0.0313568128161344	-0.0516318303920033	-0.0263041098943756	-0.04714636014262	-0.0425799611540801	-0.0714966846328537	-0.0127616211249976	-0.0572566780420079	-0.0512434565236434	-0.0693042159772155	-0.014368090530301	0.0476897309328268	0.0901944099381043	-0.0276573156100364	-0.0370463973905967	0.00117755641750299	-0.0203570194865911	0.0824411950715008	-0.0767184978816268	-0.0323807430027743	0.0293699513320974	0.10395230483715	-0.0388819778208988	-0.0191605584812961	-0.00181259935959251	-0.0430116388894213	-0.05055372002857	-0.0364986453926332	-0.0473076542411632	0.0197490298768791	-0.0412676276239144	0.0404682031759661	-0.0458846766530842	-0.0414948496480828	-0.069999222793285	0.0516195430900928	-0.0717439518963425	0.0662058390164731	-0.0442809524374364	-0.0693384417908288	0.0139714008089786	0.0770627278658506	-0.0112073110420143	-0.0437339183296895	0.0532892751974475	-0.0310990505773888	-0.0383919787731336
ctl_27	-0.0112957972268193	-0.0347229350587398	0.00342128877229561	-0.0826694653614737	-0.0256142888450334	-0.0369921829718378	-0.0722255862342686	-0.0465763764725394	-0.0150284725414382	-0.0519703072843113	-0.0313910804038922	0.134437660981728	-0.0364411392629592	0.013008595660295	0.151383770845904	-0.0797884861957603	0.113918008537738	-0.0351095824327312	-0.0774978269083021	0.0654572318979079	-0.0164834626789922	-0.0311411643036427	-0.0451588774957054	-0.127372675164721	0.0999273263610566	-0.173635636768033	0.0557891620855749	-0.0375982135830566	0.192795783152765	-0.0758626744196935	0.0135908902094744	0.0155969121231388	-0.0243045672566962	0.0636579304317981	-0.0603778034930479	-0.0313609139998292	-0.0246564088256989	-0.0248843238601103	0.198326344991599	-0.0366849992516301	0.098198391386607	-0.0330092446575779	0.188374825786977	-0.00901938169464573	-0.0486164908190946	-0.0104029504446823	-0.0274476850969736	-0.0314887978104281	-0.0359315311630801	-0.0463246441144611	-0.0945687801548399	-0.0531462493720522	-0.0690308931192869	-0.133985799355702	-0.0108739572860108	-0.0276127265599758	-0.144172326793188	-0.183890781886546	-0.0298427823425014	-0.00284834184714204	-0.0069044509523779	0.0115301129160803	-0.0349182342015571	0.0246789240247057	0.00871427049222782	-0.0786596399125701	-0.0344584621583481	-0.0895841245963892	-0.0734235372558833	-0.101179060657184	-0.0598880477468073	0.106824395309507	-0.0427930288168799	-0.0569425937415821	-0.102109090546598	-0.0404760566447216	-0.000242061189116665	-0.00986597518097579	-0.124792150147218	0.118157520513154	-0.0378185631430623	-0.0080375135520201	-0.0945315559924096	-0.0859034010287988	-0.0414562961018879	-0.021451961785335	-0.120337277766095	0.139465157248562	-0.0292768136526571	0.0663666477258342	-0.0314252649497201	-0.0204958368360969	-0.115094136831238	0.0537779084525678	-0.047051551092444	0.118622995106881	0.441483856626211	-0.0857714049985759	0.0133675158908928	0.127892078185635	-0.0917459842705655	-0.0400602752993747	-0.0172074985195559	-0.0329500812875736	-0.0738383786615872
