age	treat_Ctrl	treat_Treat	group_ctrl	group_treat	gender_man	gender_woman	smoking_current	smoking_ever	smoking_never	stage_1A	stage_1B	stage_2A	stage_2B	stage_3A	stage_3B	stage_4
Cluster_20	0.116746192516052	0.27096620471024	-0.27096620471024	0.27096620471024	-0.27096620471024	-0.080359530745379	0.080359530745379	-0.0963013163425801	0.0123303919765987	0.0562533563526473	-0.109107697143464	0.113266013598843	-0.0697244581688776	0.0407648604082032	-0.0321544847418302	0.00300059460339702	0.0127815792641785
Cluster_21	-0.0752471512166243	-0.29947459190009	0.29947459190009	-0.29947459190009	0.29947459190009	0.106485158030186	-0.106485158030186	0.0141757586045822	0.0949021010567931	-0.102690491790761	0.178351169277553	-0.103822189331572	0.00981468587994889	-0.0470492615897538	-0.0247483187879938	-0.0174683398775423	-0.00830402742864038
Cluster_22	-0.251053618689704	-0.746427155127455	0.746427155127455	-0.746427155127455	0.746427155127455	-0.0855789042858198	0.0855789042858198	0.239424986686243	-0.323284630829576	0.145790304185461	-0.0793034903101627	0.109469348373156	-0.0400131937170856	-0.0146180919111725	0.0715535465885462	-0.0180590117927411	-0.102419408868389
Cluster_23	-0.176553199978069	-0.628676105604866	0.628676105604866	-0.628676105604866	0.628676105604866	-0.0278175144045049	0.0278175144045049	0.0580579964960925	-0.103143979953518	0.0595130481672136	0.00362191388336505	-0.00558657868596905	-0.0321687661841284	0.0642563841641453	-0.0108958099534531	-0.056994661878148	0.0202900555671861
Cluster_24	0.0373476210944367	0.809784964730388	-0.809784964730388	0.809784964730388	-0.809784964730388	0.0157476299598158	-0.0157476299598158	-0.0875173212211991	0.0855965101610602	-0.0214938701834476	0.112508940895347	-0.019576216810164	0.0384447876755817	-0.116384439350593	0.0302561909587446	-0.0654348562252774	-0.0234565627408038
Cluster_25	-0.0171347648272171	0.0831242220532879	-0.0831242220532879	0.0831242220532879	-0.0831242220532879	0.0252935563394867	-0.0252935563394867	-0.12966041875146	0.169158063888006	-0.0731772902718911	0.093491572134832	-0.156991076311572	0.0165950642080259	0.0254022566620103	0.0070089655667936	-0.0449200327439921	0.148934481279556
Cluster_26	-0.103901503232317	-0.578444877472663	0.578444877472663	-0.578444877472663	0.578444877472663	0.0878396614409424	-0.0878396614409424	0.275319255482202	-0.182530721540765	-0.0170592772473456	-0.0851661187892291	-0.00562976217464208	0.210987098065447	0.0643747960103364	-0.0152437820959528	-0.0444316579540137	-0.0611085607614828
Cluster_27	0.207714179560321	-0.239829091967496	0.239829091967496	-0.239829091967496	0.239829091967496	-0.0248250449931427	0.0248250449931427	-0.107867209668224	0.0957326304431632	-0.0169575848224036	-0.125845946847019	0.0378995350513991	-0.0475214360575511	0.215206539845508	-0.0133738719659345	-0.0281671422363551	-0.0460826337788248
Cluster_28	-0.00169075367212461	-0.0639863895182398	0.0639863895182398	-0.0639863895182398	0.0639863895182398	-0.00114425897531604	0.00114425897531604	0.154587255333107	-0.227162047759313	0.112121308860291	-0.0335064690779014	0.158681677153568	0.0301351735113584	-0.0479112956525478	-0.0364935067040224	-0.0692665140251035	-0.130083698518637
Cluster_29	-0.225925272003677	-0.819494778957738	0.819494778957738	-0.819494778957738	0.819494778957738	0.0758618942195054	-0.0758618942195054	0.265942546063271	-0.155887093843679	-0.0364180433841983	-0.062249353403021	-0.0470492484416639	0.16063841149093	0.0715807991055207	0.00304340561691253	-0.0546322408501568	0.0126131807208531
Cluster_30	-0.163694854125497	-0.508742691882223	0.508742691882223	-0.508742691882223	0.508742691882223	-0.0848022308693228	0.0848022308693228	0.108133799419321	-0.325697929185935	0.241247790171391	0.0723466127864848	0.1120512645732	-0.0707681278330446	-0.0512055707958427	-0.0561782069895573	-0.0370579056536642	-0.130908106566423
Cluster_31	0.072474491776285	0.571052886986224	-0.571052886986224	0.571052886986224	-0.571052886986224	0.122482512065016	-0.122482512065016	-0.0086838735421378	0.103817798151014	-0.0951831776218869	0.0649416941070719	0.0207007747711481	-0.0310403513303077	0.0101418377036657	-0.108216895783148	-0.00199688415234961	-0.00936316653424113
Cluster_32	0.19686396273111	0.141691928475438	-0.141691928475438	0.141691928475438	-0.141691928475438	-0.13607848260277	0.13607848260277	-0.260778817544921	0.154858759741728	0.0337601206681169	-0.0898767406417919	0.132270605262154	-0.145008319724323	-0.022168038069983	0.0527948749894271	-0.0559253943762983	0.0454836892790862
Cluster_33	0.221663118636378	0.746862832335026	-0.746862832335026	0.746862832335026	-0.746862832335026	0.00532693156251007	-0.00532693156251007	-0.154480118590529	0.152802062350837	-0.0396112272218576	0.0176574056970883	0.00332726433651173	0.00175800748007863	-0.0359671628409911	-0.0281325392904687	-0.0204104372718366	0.0636694056081878
Cluster_34	-0.0776567332657341	-0.701314882890304	0.701314882890304	-0.701314882890304	0.701314882890304	0.0227183236358139	-0.0227183236358139	0.143720789724129	-0.156881360876827	0.0512229106381882	-0.0623214582796075	0.0370644669133744	0.0429033317056387	-0.0513162277673422	0.0172099702947245	-0.031929880583689	0.0748888448178374
Cluster_35	-0.310652900327022	-0.342492219422436	0.342492219422436	-0.342492219422436	0.342492219422436	-0.0977249443606255	0.0977249443606255	0.068603309187951	-0.149596113405618	0.0973790838212114	-0.0604311172621145	0.126936354191241	0.0122134780212939	-0.0406773415230696	-0.0337076224908892	-0.0295055816462818	-0.0450788574011325
Cluster_36	0.153116259339077	-0.316565494912468	0.316565494912468	-0.316565494912468	0.316565494912468	0.08179857206057	-0.08179857206057	-0.0107829891001946	0.102293062130704	-0.0922062820191027	0.126729118099035	-0.103769452565726	0.0507645308128777	-0.0532081976539596	-0.0682037622043123	0.0175315042730247	0.0784692331170976
Cluster_37	-0.0840172572252834	-0.386945349866122	0.386945349866122	-0.386945349866122	0.386945349866122	0.079100253862982	-0.079100253862982	0.0356668166900918	-0.161869812167538	0.132716045608099	-0.0235270187480289	0.125287193294889	-0.00841175234397533	-0.0481050047180054	-0.0513760835103079	-0.0431117560127732	-0.0443174640439132
Cluster_38	-0.00830680454541268	0.464306153926404	-0.464306153926404	0.464306153926404	-0.464306153926404	-0.232781253867347	0.232781253867347	-0.0448107849865193	-0.222756431575396	0.249218770465726	0.0480541202251179	0.158451546586888	-0.133949335554493	-0.144788011740857	-0.00551178587163641	0.0843953364273437	-0.181202437240337
Cluster_39	0.33996970241715	0.426273452808274	-0.426273452808274	0.426273452808274	-0.426273452808274	-0.0480419069696097	0.0480419069696097	-0.219548319136684	0.268590061544473	-0.106495553729863	-0.0923756380945468	0.0432324156888096	-0.0369213195874258	-0.013196159620224	0.0384445919005909	-0.042404941765137	0.129004738622854
Cluster_40	-0.168695539507411	0.154414496045689	-0.154414496045689	0.154414496045689	-0.154414496045689	0.128686805949892	-0.128686805949892	0.18865340279898	-0.146147538566723	0.00888235053005637	0.140687642830362	0.0200490018681949	0.0573420833380199	-0.0564979609052708	-0.00383191272808798	-0.125416208734852	-0.160465691585866
Cluster_41	0.192595867766406	-0.334478553851538	0.334478553851538	-0.334478553851538	0.334478553851538	0.0947613803924594	-0.0947613803924594	-0.00469918664108736	0.10984685917651	-0.103894047417131	-0.0227925429654302	-0.128822070552244	0.00563841941527388	-0.0227593813194255	-0.0515676325459318	-0.0169560995050329	0.433532409293235
Cluster_42	0.117024383548786	0.551938015883894	-0.551938015883894	0.551938015883894	-0.551938015883894	0.0167868502691514	-0.0167868502691514	0.0012555549222214	-0.0529497973916908	0.050796283560295	0.0510700713674183	0.0701280147168635	0.0302460037700208	-0.0911375996756162	-0.0126118770005961	-0.0494164510332877	-0.0892633353758197
Cluster_43	0.140246045274744	-0.279976209209741	0.279976209209741	-0.279976209209741	0.279976209209741	0.101804484794034	-0.101804484794034	0.335170658969605	-0.144834384498686	-0.0962984102479698	-0.0536819458769835	0.113933149972224	0.0342611411767585	-0.065794880890235	-0.0150952229000532	-0.0373487690492977	-0.0333508248600903
Cluster_44	0.164374074145898	-0.287991624914596	0.287991624914596	-0.287991624914596	0.287991624914596	-0.101943451377704	0.101943451377704	-0.14151181506143	-0.0260053432950722	0.125734414106457	-0.132617488885052	0.185929974887229	-0.114303708837692	0.0991180843088414	-0.0497763105684775	-0.0688659219930677	-0.0418655483549146
Cluster_45	0.248314146727168	0.129454848461273	-0.129454848461273	0.129454848461273	-0.129454848461273	-0.0959530729811967	0.0959530729811967	-0.19270872952332	0.104508324482426	0.0346392495437625	-0.153272456582074	0.167041160933957	-0.124498274493277	0.0608082678669246	-0.0200808540709442	-0.021634667643406	0.0157246984028268
Cluster_46	0.0464935709772216	-0.252426478325522	0.252426478325522	-0.252426478325522	0.252426478325522	-0.136384562233593	0.136384562233593	-0.0881220604792731	-0.0783900058108722	0.13900942157717	-0.0463954334811083	0.127462105190561	-0.0285009653296991	-0.0150506405722858	-0.0921022028635851	-0.0069611444192484	-0.0143396049485057
Cluster_47	0.00637606287317577	0.698595883791971	-0.698595883791971	0.698595883791971	-0.698595883791971	0.0168114050471293	-0.0168114050471293	-0.175773060338415	0.16169255972773	-0.0331902925884615	0.204522198999495	-0.0921923680529117	0.045850902687468	-0.141358192338328	-0.0204237147646038	-0.0536422707495995	0.0406970813885125
Cluster_48	0.0316457506176624	-0.335884065582833	0.335884065582833	-0.335884065582833	0.335884065582833	-0.25373701120633	0.25373701120633	-0.0556646101112021	-0.185766410990748	0.220807893314679	-0.045151309482003	0.176525392155354	-0.0559746939555946	-0.0631454344247926	-0.0469547561279894	-0.0493282882163766	-0.0462104968433303
Cluster_49	0.0250820504116486	-0.320727100996644	0.320727100996644	-0.320727100996644	0.320727100996644	0.0715300919307966	-0.0715300919307966	-0.068623819620753	0.112809663663067	-0.0614556665363597	-0.0877558385380245	-0.0453435526279102	-0.0449524872550437	0.332934244581425	-0.0691158400494521	-0.0416239358454866	-0.015670694559296
Cluster_50	0.327166419460697	0.459488350357464	-0.459488350357464	0.459488350357464	-0.459488350357464	0.0267910324930932	-0.0267910324930932	-0.23906452333563	0.352683214830814	-0.17474316936872	-0.0564873347414434	-0.0670762691904253	-0.020947884846949	0.038322241060181	-0.0304780946361553	-0.0303018825303044	0.291669661709746
Cluster_51	0.217115459046201	0.271938843728607	-0.271938843728607	0.271938843728607	-0.271938843728607	0.0870970145484295	-0.0870970145484295	-0.21000778782958	0.334376001929856	-0.177477527581503	-0.0588319443329801	-0.087004315806818	-0.0641488748631381	0.0440487188059304	-0.0347800025659321	-0.057299168360685	0.407474943906219
Cluster_52	-0.0985420007299933	0.127817414962967	-0.127817414962967	0.127817414962967	-0.127817414962967	-0.222252321758803	0.222252321758803	-0.120036882362383	-0.143036941158315	0.22474571356708	0.187825569348403	0.0318771856453668	-0.177171933617812	-0.0935003897310647	0.00017415511794771	0.000155604194523141	-0.121259675730685
Cluster_53	-0.120996109614178	-0.483496934665316	0.483496934665316	-0.483496934665316	0.483496934665316	0.130106168103475	-0.130106168103475	0.0926811371686833	0.0971468198433166	-0.160551725030029	-0.0630131526868331	-0.127766645798644	0.129383271554018	0.0863269215804339	0.0393013049175687	-0.0627404962504804	0.162214386290852
Cluster_54	-0.267502602816326	-0.146583467163249	0.146583467163249	-0.146583467163249	0.146583467163249	0.0943631667916812	-0.0943631667916812	0.309974199636426	-0.122994161474615	-0.0997501940156206	-0.0598412619591797	-0.0787299938168779	-0.0237454870217154	0.312454141138719	-0.0402958062132923	-0.0315141586194435	-0.0364294118259057
Cluster_55	-0.276267653035934	-0.334380632789093	0.334380632789093	-0.334380632789093	0.334380632789093	-0.10134161176956	0.10134161176956	-0.00873329312331529	-0.118044913137277	0.121421825324898	-0.082100465945295	0.160227747284338	-0.0565764424543122	0.0143588714251521	-0.0701292829509611	-0.0371896597179401	-0.0284579087827757
Cluster_56	-0.12561551626968	-0.347375867785932	0.347375867785932	-0.347375867785932	0.347375867785932	0.128058998539434	-0.128058998539434	0.0967163572633923	0.0954637459457609	-0.161770274769105	-0.0489242236228934	-0.120426438932044	0.0300599610782563	0.0632242046535976	0.132322786763549	-0.0704636294012847	0.137788874104147
Cluster_57	0.0553113189148599	0.0852876776014491	-0.0852876776014491	0.0852876776014491	-0.0852876776014491	0.091155074276066	-0.091155074276066	-0.228087524508539	0.323056239422103	-0.153607030170789	0.0455337670739647	-0.18651442612668	-0.00853601639269908	0.115914787134743	-0.0805729534714328	-0.0324232078965156	0.306130619843498
Cluster_58	0.0561301701839737	-0.32060962054659	0.32060962054659	-0.32060962054659	0.32060962054659	-0.24778949776443	0.24778949776443	-0.0729030334493072	-0.177745577476646	0.225202587967409	0.0916292308515272	0.0816598060022064	-0.0750695518078356	-0.0531340418318165	-0.0813498903509359	-0.0319498481996875	-0.066866850982329
Cluster_59	0.0455483306779079	0.331826472073838	-0.331826472073838	0.331826472073838	-0.331826472073838	0.0403019680671583	-0.0403019680671583	-0.0631060196568225	0.0790585745941859	-0.0324225483896343	-0.0814828333043765	0.047859335210475	-0.0690555684668823	0.150162411025891	-0.0881054671189931	0.0277924739240452	-0.000437167264037566
Cluster_60	0.00120822610499318	-0.345842508775329	0.345842508775329	-0.345842508775329	0.345842508775329	0.0692520159311596	-0.0692520159311596	0.0536757837217687	-0.188916453272546	0.146346868026213	0.169563461665643	-0.0118805411350006	-0.0199146178634948	-0.029561650675038	-0.0747951052565395	-0.0703214424262991	-0.0687078185161385
Cluster_61	-0.171673639082915	-0.552118219369474	0.552118219369474	-0.552118219369474	0.552118219369474	-0.0757012139311316	0.0757012139311316	0.125089193944598	-0.209434716641622	0.115734670073674	-0.116535759178795	0.146037126808288	0.0195792660219372	0.0192307084440126	-0.0544161518225454	-0.0297351835188532	-0.042713141723119
Cluster_62	-0.0128324464374394	-0.445580130181745	0.445580130181745	-0.445580130181745	0.445580130181745	-0.259202238887054	0.259202238887054	-0.0237128664913189	-0.237499463803778	0.248649048424359	-0.0429145991713012	0.175104238430772	-0.0914946661364398	-0.0159596125940356	-0.0683324124796146	-0.0291816970701326	-0.0691377303226027
Cluster_63	-0.0947100111234252	-0.73704876098007	0.73704876098007	-0.73704876098007	0.73704876098007	0.0146487729613786	-0.0146487729613786	0.255282759461677	-0.23576008977133	0.0491086164835377	-0.0943955460239498	0.0195751146300655	0.0667946576428431	0.0554601682838584	0.0533570604053808	-0.0455348084056985	-0.0297891950564279
Cluster_64	-0.181023647726156	-0.193169107440618	0.193169107440618	-0.193169107440618	0.193169107440618	0.103565602518452	-0.103565602518452	0.287952898194602	-0.140481258835987	-0.0670644305916691	0.209140054812234	-0.0726690805980595	-0.029762243307612	-0.0137986719692112	-0.0594148589191991	-0.0478501944411676	-0.0655870192674579
Cluster_65	-0.157949675731497	-0.572460129544925	0.572460129544925	-0.572460129544925	0.572460129544925	-0.0316308403795943	0.0316308403795943	0.242579550416243	-0.199261793766576	0.0224891762481237	0.0292997950978649	-0.079899774550507	-0.0260362165486545	-0.0272766651947195	0.167333075610941	-0.0298150568467145	-0.00479799777335442
Cluster_66	-0.333001027565916	-0.535692618705463	0.535692618705463	-0.535692618705463	0.535692618705463	0.10006249027223	-0.10006249027223	0.35838084794547	-0.238729074895781	-0.0211025768269279	0.0653982120704121	-0.0466148460833902	0.0102788310439652	0.129010928355903	-0.0610306285480786	-0.0404211346204426	-0.0907512566377052
Cluster_67	-0.0020096639943793	-0.217946242130732	0.217946242130732	-0.217946242130732	0.217946242130732	-0.0215210523589062	0.0215210523589062	-0.0821304336162607	0.0456339442924531	0.0136953770039633	0.146092411634814	-0.0936409185705326	-0.0886414383134858	0.0395891729820664	-0.0185365909937917	-0.106836727843442	0.0915713827040209
Cluster_68	-0.0917592628552596	-0.220029071075849	0.220029071075849	-0.220029071075849	0.220029071075849	0.119071083793813	-0.119071083793813	0.299229219168945	-0.0638709389245026	-0.149843448234248	0.00999719203637562	-0.211064641784025	0.29487927575757	-0.0671805071747335	0.207263587476588	-0.013829388819244	-0.0159127000310227
Cluster_69	0.00686220374859921	0.333394532886262	-0.333394532886262	0.333394532886262	-0.333394532886262	0.0914816373753159	-0.0914816373753159	-0.0129405684459871	0.159916773320375	-0.146925331216231	0.0968820903283578	-0.222774432717785	0.395100818402852	-0.0853678192174662	-0.0416856131905961	0.0276478622509158	0.0500581863744877
Cluster_70	0.0739722172497574	0.711726237276534	-0.711726237276534	0.711726237276534	-0.711726237276534	-0.0194512003702882	0.0194512003702882	-0.243932170926243	0.170381132747689	0.00666168417459991	0.257372459051731	-0.168127457807884	-0.0307597796765434	-0.100552025414192	-0.047140720566016	0.0747568209300432	0.0325430406186771
Cluster_71	-0.013373302692239	-0.0990137860657112	0.0990137860657112	-0.0990137860657112	0.0990137860657112	0.147544187529695	-0.147544187529695	0.249082693897876	-0.0824267228482883	-0.0961702157334738	-0.078387918053096	-0.0366685025096087	0.263954747593893	0.0553184402644167	-0.024805472944472	-0.0345401503010445	-0.0443582107545079
Cluster_72	-0.0761937320872535	-0.360578370422986	0.360578370422986	-0.360578370422986	0.360578370422986	-0.0315455416605538	0.0315455416605538	0.203195548010729	-0.16800822798865	0.0199093445163244	-0.0877783733242994	0.0116999119434434	-0.0389369408412984	-0.0553571014028653	0.248822645169153	-0.0350139171227794	-0.0307999613613859
Cluster_73	0.341054758456964	0.326460263076098	-0.326460263076098	0.326460263076098	-0.326460263076098	0.00562292808322172	-0.00562292808322172	-0.199079161727705	0.272290909685254	-0.124623289545156	-0.17100371812575	0.0535751594581293	-0.0554590743493831	0.104976280453059	-0.0153966738300401	-0.0246828048051623	0.164078338060201
Cluster_74	0.136477869659952	0.302990569760171	-0.302990569760171	0.302990569760171	-0.302990569760171	0.21992930797429	-0.21992930797429	-0.0185390958246018	0.311034896042341	-0.290468331348468	-0.00633198413658997	-0.236271847869823	0.215371820037484	0.0442262406607032	0.0229747697052227	-0.036439915514423	0.257735000989821
Cluster_75	0.167247846769534	0.772202428411636	-0.772202428411636	0.772202428411636	-0.772202428411636	0.0505618792114963	-0.0505618792114963	-0.245513842314938	0.262177745592689	-0.08182342880738	0.145817327194018	-0.130032661880954	-0.0272845663579561	-0.0391281080598146	-0.0510004601733989	0.0628608730451826	0.0905534180889131
Cluster_76	-0.118609618663905	-0.0861204559316916	0.0861204559316916	-0.0861204559316916	0.0861204559316916	0.200243763676543	-0.200243763676543	0.213245487708104	0.0159938393405623	-0.166829828242371	-0.0803533435006347	-0.0103582172045189	0.105246438387815	0.180243661715952	-0.0806896756253664	-0.0688645704912295	-0.00422599314340818
Cluster_77	-0.195376609119013	-0.382454015547164	0.382454015547164	-0.382454015547164	0.382454015547164	-0.036047419382669	0.036047419382669	0.014117224460932	-0.216697328210364	0.201516934916059	0.0700519985907114	0.103973885281748	0.0147486039239158	-0.0800920939628925	-0.0781927612152716	-0.0560318696724032	-0.107293835608128
Cluster_78	0.0863215928854085	0.630111553265055	-0.630111553265055	0.630111553265055	-0.630111553265055	0.0390977465577751	-0.0390977465577751	-0.248272082880442	0.271548521005503	-0.0890147200082928	0.148425582022861	-0.147042620744873	-0.0242297526963991	0.00574776859486555	-0.0414899909601303	-0.0233574174928351	0.131882519552918
Cluster_79	0.137809824140146	0.687384580357725	-0.687384580357725	0.687384580357725	-0.687384580357725	0.0615215086050704	-0.0615215086050704	-0.134677008894508	0.0918600514406949	0.00583408765522033	0.107561994436989	0.0414994310006938	-0.0681911244164704	-0.0391421994924244	-0.0791976528577599	-0.0266769154059941	-0.0437500592500525
Cluster_80	0.00972252287594449	-0.340393401177576	0.340393401177576	-0.340393401177576	0.340393401177576	-0.193844135945668	0.193844135945668	-0.0450155245198736	-0.155895797535079	0.184098348302023	-0.0945485384741449	0.173938175396555	-0.0530270908169392	-0.0104481877704456	-0.0600906655272207	-0.0076974153692206	-0.046648000091032
Cluster_81	0.0505074583179001	0.340180246638221	-0.340180246638221	0.340180246638221	-0.340180246638221	0.160553379156616	-0.160553379156616	-0.0363505721562996	0.218006537760228	-0.187028706902505	0.116218833114189	-0.0767393338647171	-0.0263985386619183	0.0097589339592105	-0.106701762520064	-0.0674075633075273	0.164952024867639
Cluster_82	0.319527843335592	0.105358878884547	-0.105358878884547	0.105358878884547	-0.105358878884547	-0.00322601599272182	0.00322601599272182	-0.138689403780104	0.184646908077987	-0.081893961005011	-0.170466434189992	0.0837076842162032	-0.0655937458320291	-0.0269561232675348	-0.00722654547775463	0.0320260860581553	0.221457605357982
Cluster_83	-0.0956719720851169	-0.458313781549551	0.458313781549551	-0.458313781549551	0.458313781549551	-0.0961669228221966	0.0961669228221966	0.0143821785841199	-0.166892209814433	0.152712081171259	-0.0299382411242103	0.12980647373442	-0.118246898109023	0.0989003101145121	-0.0603314193080451	-0.0765532785328914	-0.0890701103917159
Cluster_84	0.023450682186176	-0.372408622040412	0.372408622040412	-0.372408622040412	0.372408622040412	-0.233582364400279	0.233582364400279	-0.0485480229849851	-0.18767185308131	0.217621335000053	-0.0105658185737492	0.128074035604135	-0.0593410566298967	-0.0321047400737114	-0.0708440301621897	-0.0342268739837628	-0.0297619210268018
